GENRE	DETAIL_TYPE	CONTENT	UNREPLACABLE	UNREMOVABLE	VERSION	EXPIRE	TYPE	SCRIPTFILE	EQUIPFUN	UNEQUIPFUN	ICONPATH	REMARK				END
23	17	TrËn Binh Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 5 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 3 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu s¬ cÊp TrËn Binh	1	Linh ho¹t t¨ng 5 ®iÓm	Linh ho¹t t¨ng 3 ®iÓm
23	18	¸m Tr¶o Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 5 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 3 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu s¬ cÊp HuyÕt Nh©n	1	Th©n ph¸p t¨ng 5 ®iÓm	Th©n ph¸p t¨ng 3 ®iÓm
23	19	§¹p V©n Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 5 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 3 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu s¬ cÊp Vò Tiªn	1	Th©n ph¸p t¨ng 5 ®iÓm	Th©n ph¸p t¨ng 3 ®iÓm
23	20	TÇm H­¬ng Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 5 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 3 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu s¬ cÊp Linh N÷	1	Linh ho¹t t¨ng 5 ®iÓm	Linh ho¹t t¨ng 3 ®iÓm
24	1	Hçn Nguyªn T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	2	§Êu T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	3	ThiÒn Tu T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	4	Hé VÖ	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	5	Vò Y Sø  	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	6	Ph¹n ¢m Sø  	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	7	Trõ Gian §Ö Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	8	Trõng ¸c §Ö Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	9	NhËp Quan ®¹o nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	10	S¬n D­¬ng ®¹o nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	11	HiÖu óy	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	12	§« óy	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	13	Th«i MÖnh T¶n Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	14	Thùc T©m T¶n Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
24	15	Bİ Ph¸p §¹o Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Néi c«ng t¨ng 10 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Néi c«ng t¨ng 6 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (2) Thiªn S­	1	Néi c«ng t¨ng 10 ®iÓm	Néi c«ng t¨ng 6 ®iÓm
24	16	B¹o S¸t Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Søc m¹ng t¨ng 10 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Søc m¹ng t¨ng 6 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (2) Th¸nh ChiÕn	1	Søc m¹ng t¨ng 10 ®iÓm	Søc m¹ng t¨ng 6 ®iÓm
24	17	Tö SÜ Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 10 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 6 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (2) TrËn Binh	1	Linh ho¹t t¨ng 10 ®iÓm	Linh ho¹t t¨ng 6 ®iÓm
24	18	DiÖt Hån Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 10 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 6 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (2) HuyÕt Nh©n	1	Th©n ph¸p t¨ng 10 ®iÓm	Th©n ph¸p t¨ng 6 ®iÓm
24	19	T©m Vò Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 10 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 6 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (2) Vò Tiªn	1	Th©n ph¸p t¨ng 10 ®iÓm	Th©n ph¸p t¨ng 6 ®iÓm
24	20	Th¸m Ngäc Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 10 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 6 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (2) Linh N÷	1	Linh ho¹t t¨ng 10 ®iÓm	Linh ho¹t t¨ng 6 ®iÓm
25	1	§¹t Ma Kim Cang	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	2	La H¸n Hé Ph¸p	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	3	TruyÒn kinh ph¸p s­	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	4	Bİ ®éc thİch kh¸ch	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	5	Tö Tróc sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	6	H¶i NguyÖt sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	7	Tø H¶i hiÖp	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	8	§Ö tö t¸m tói	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	9	V« ng· ®¹o nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	10	Nhµn V©n HiÖp §¹o	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	11	PhÊn vò t­íng qu©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	12	PhÊn uy t­íng qu©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	13	H¾c V« Th­êng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	14	B¹ch V« Th­êng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
25	15	TrÊn Yªu §¹o Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Néi c«ng t¨ng 20 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Néi c«ng t¨ng 12 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (3) Thiªn S­	1	Néi c«ng t¨ng 20 ®iÓm	Néi c«ng t¨ng 12 ®iÓm
25	16	Hé Gi¸o Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Søc m¹ng t¨ng 20 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Søc m¹ng t¨ng 12 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (3) Th¸nh ChiÕn	1	Søc m¹ng t¨ng 20 ®iÓm	Søc m¹ng t¨ng 12 ®iÓm
25	17	Tr­êng Kú Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 20 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 12 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (3) TrËn Binh	1	Linh ho¹t t¨ng 20 ®iÓm	Linh ho¹t t¨ng 12 ®iÓm
25	18	Thanh Minh Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 20 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 12 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (3) HuyÕt Nh©n	1	Th©n ph¸p t¨ng 20 ®iÓm	Th©n ph¸p t¨ng 12 ®iÓm
25	19	Thu NguyÖt Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 20 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 12 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (3) Vò Tiªn	1	Th©n ph¸p t¨ng 20 ®iÓm	Th©n ph¸p t¨ng 12 ®iÓm
25	20	Nghªnh H­¬ng Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 20 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 12 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (3) Linh N÷	1	Linh ho¹t t¨ng 20 ®iÓm	Linh ho¹t t¨ng 12 ®iÓm
26	1	B¸t Bé Thiªn Long	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	2	B¸t B¶o La H¸n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	3	V« L­îng Ph¸p T«n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	4	Thiªn C¬ Sø Gi¶	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	5	B¹ch Liªn Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	6	Ngäc VËn Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	7	Long §Çu ThÇn C¸i	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	8	KhÊt Thiªn ThÇn C¸i	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	9	Ch­ëng Kinh ®¹o nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	10	Th¸i Êt T¶n Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	11	Long T­¬ng t­íng qu©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	12	Hæ Dùc t­íng qu©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	13	U Minh Quû S¸t	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	14	V« §æng La S¸t	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
26	15	Tö Vi §¹o Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Néi c«ng t¨ng 30 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Néi c«ng t¨ng 18 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (4) Thiªn S­	1	Néi c«ng t¨ng 30 ®iÓm	Néi c«ng t¨ng 18 ®iÓm
26	16	Tiªu Dao ThÇn Sø	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Søc m¹ng t¨ng 30 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Søc m¹ng t¨ng 18 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (4) Th¸nh ChiÕn	1	Søc m¹ng t¨ng 30 ®iÓm	Søc m¹ng t¨ng 18 ®iÓm
26	17	Thiªn Cuång §¹i T­íng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 30 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 18 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (4) TrËn Binh	1	Linh ho¹t t¨ng 30 ®iÓm	Linh ho¹t t¨ng 18 ®iÓm
26	18	NguyÖt ¶nh Ma T«n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 30 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 18 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (4) HuyÕt Nh©n	1	Th©n ph¸p t¨ng 30 ®iÓm	Th©n ph¸p t¨ng 18 ®iÓm
26	19	Cöu Thiªn Th¸i Ph­îng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 30 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 18 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (4) Vò Tiªn	1	Th©n ph¸p t¨ng 30 ®iÓm	Th©n ph¸p t¨ng 18 ®iÓm
26	20	B¨ng T©m Ngäc N÷	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 30 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 18 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (4) Linh N÷	1	Linh ho¹t t¨ng 30 ®iÓm	Linh ho¹t t¨ng 18 ®iÓm
27	1	Tr­ëng l·o §¹t Ma §­êng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	2	Tr­ëng l·o La H¸n §­êng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	3	Tr­ëng l·o Tµng Kinh C¸c	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	4	Thiªn Thñ Sø Gi¶	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	5	Kim Quang Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	6	Thiªn ¢m Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	7	ChÊp Ph¸p ThÇn C¸i	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	8	Ch­ëng Bæng ThÇn C¸i	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	9	Th­îng Thanh §¹o Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	10	Tö Hµ T¶n Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	11	TrÊn Qu©n T­íng Qu©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	12	Chinh Lç T­íng Qu©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	13	Diªm La Quû S¸t	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	14	Cæ §éc La S¸t	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
27	15	Hång M«ng §¹o Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Néi c«ng t¨ng 35 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Néi c«ng t¨ng 21 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (5) Thiªn S­	1	Néi c«ng t¨ng 35 ®iÓm	Néi c«ng t¨ng 21 ®iÓm
27	16	Kim Mao S­ V­¬ng Hé Ph¸p	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Søc m¹ng t¨ng 35 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Søc m¹ng t¨ng 21 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (5) Th¸nh ChiÕn	1	Søc m¹ng t¨ng 35 ®iÓm	Søc m¹ng t¨ng 21 ®iÓm
27	17	B¹ch Mi ¦ng V­¬ng Hé Ph¸p	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 35 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 21 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (5) TrËn Binh	1	Linh ho¹t t¨ng 35 ®iÓm	Linh ho¹t t¨ng 21 ®iÓm
27	18	Thanh Dùc Bøc V­¬ng Hé Ph¸p	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 35 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 21 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (5) HuyÕt Nh©n	1	Th©n ph¸p t¨ng 35 ®iÓm	Th©n ph¸p t¨ng 21 ®iÓm
27	19	Linh §éng Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Th©n ph¸p t¨ng 35 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Th©n ph¸p t¨ng 21 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (5) Vò Tiªn	1	Th©n ph¸p t¨ng 35 ®iÓm	Th©n ph¸p t¨ng 21 ®iÓm
27	20	B¸ch Hoa Tiªn Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr		<color=yellow>HiÖu qu¶ danh hiÖu:<color>Linh ho¹t t¨ng 35 ®iÓm<enter/><color=yellow>HiÖu qu¶ Èn:<color>Linh ho¹t t¨ng 21 ®iÓm<enter/><color=yellow>M« t¶ danh hiÖu:<color>Danh hiÖu (5) Linh N÷	1	Linh ho¹t t¨ng 35 ®iÓm	Linh ho¹t t¨ng 21 ®iÓm
28	1	Thñ täa §¹t Ma §­êng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	2	Thñ täa La H¸n §­êng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	3	Thñ täa Tµng Kinh C¸c	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	4	Thiªn Thñ ThÇn VÖ	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	5	Kim Quang th¸nh n÷	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	6	Thiªn ¢m th¸nh n÷	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	7	ChÊp Ph¸p tr­ëng l·o	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	8	Ch­ëng Bæng tr­ëng l·o	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	9	Th­îng Thanh ch©n nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
28	10	Tö Tiªu th­îng nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr					
