desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
	70	50000	M¶nh Huy Ch­¬ng Lv7	3	2	1	31398	5								
	70	1000	Hoan L¨ng Ch­¬ng	3	0	153	32	1					1			
	70	1000	§»ng Giao Ch­¬ng	3	0	153	33	1					1			
	70	1000	Khëi Ph­îng Ch­¬ng	3	0	153	34	1					1			
	70	50000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168	1			
LS_haohanA	71	586500	Thiªn Cang LÖnh	3	2	95	204	1					1			
	71	60000	Thiªn Cang LÖnh	3	2	95	204	2					1			
	71	20000	Thiªn Cang LÖnh	3	2	95	204	3					1			
	71	50000	M¶nh Thó C­ìi	3	2	1	31386	50					1			
	71	1000	Linh Nghª	3	0	105	201	1					1			
	71	1000	Phong S­¬ng KiÕm	3	0	105	209	1					1			
	71	150000	M¶nh Huy Ch­¬ng Kim Xµ Lv6	3	2	1	31384	100					1			
	71	100000	M¶nh Huy Ch­¬ng Lv7	3	2	1	31398	10								
	71	10000	Hoan L¨ng Ch­¬ng	3	0	153	32	1					1			
	71	10000	§»ng Giao Ch­¬ng	3	0	153	33	1					1			
	71	10000	Khëi Ph­îng Ch­¬ng	3	0	153	34	1					1			
	71	500	Huy Ch­¬ng S¸t Lang	3	0	153	35	1					1			
	71	500	Huy Ch­¬ng NhuÖ Nha	3	0	153	36	1					1			
	71	500	Huy Ch­¬ng Méng S¸t	3	0	153	37	1					1			
LS_jin_free1	72	30000	C©y B¸t Nh· nhá	3	2	0	504	1			4	168				
	72	10000	C©y B¸t Nh·	3	2	0	398	1			4	168				
	72	20000	C©y Tø Linh	3	2	1	30269	1			4	168				
	72	30000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	72	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1				168				
	72	60000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	72	50000	B¨ng Tinh Th¹ch	3	2	1	30554	1								
	72	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	72	30000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	72	30000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	72	20000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	72	20000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	72	20000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	72	20000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	72	20000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	72	20000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	72	5000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1								
	72	5000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1								
	72	5000	Huy Ch­¬ng V©n Du	3	0	153	28	1								
	72	500	Huy ch­¬ng HiÖp Cèt	3	0	153	29	1					1			
	72	500	Huy ch­¬ng Qñy Phï	3	0	153	30	1					1			
	72	500	Huy ch­¬ng §»ng V©n	3	0	153	31	1					1			
	72	150000	Nh©n S©m V¹n N¨m	3	2	1	30071	1								
	72	150000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	72	30000	TuÝ ®¸ quý cÊp 2	3	2	1	30999	1								
	72	87500	TuÝ ®¸ quý cÊp 3	3	2	1	31000	1								
	72	2000	Tói §¸ Quý CÊp 4	3	2	1	31001	1					1			
	72	10000	Kinh M¹ch Ng©n Nh©n	3	2	1	30731	1								
	72	20000	M¶nh Thó C­ìi	3	2	1	31386	1								
	72	20000	M¶nh Huy Ch­¬ng Kim Xµ Lv6	3	2	1	31384	1								
	72	1000	M¶nh Huy Ch­¬ng Lv7	3	2	1	31398	1								
	72	20000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1			4	168				
	72	10000	Qu©n C«ng §¹i	3	2	1	9998	1			4	168				
	72	3000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1			4	168	1			
LS_jin_IB1	73	50000	C©y B¸t Nh· nhá	3	2	0	504	1				168				
	73	10000	C©y B¸t Nh·	3	2	0	398	1				168				
	73	50000	H¹t gièng Tø Linh	3	2	1	30269	1				168				
	73	43300	B¹ch C©u Hoµn	3	2	1	270	1				168				
	73	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	73	30000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	73	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	73	40000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	73	20000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	73	5000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	73	40000	M¶nh Thiªn Cang	3	2	1	30390	10								
	73	10000	M¶nh Thiªn Cang	3	2	1	30390	20					1			
	73	2000	M¶nh Thiªn Cang	3	2	1	30390	100					1			
	73	100	Thiªn Cang LÖnh	3	2	95	204	1					1			
	73	1000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	73	5000	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1				720				
	73	100	Bao Thiªn Th¹ch Tinh Th¹ch (Nhá)	3	2	1	3356	1				720	1			
	73	5000	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1				720	1			
	73	5000	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				720	1			
	73	3000	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1113	1				720	1			
	73	10000	Phiªu Vò	3	0	105	15	1				720				
	73	10000	Siªu Quang	3	0	105	19	1				720				
	73	10000	B«n Tiªu	3	0	105	16	1				720				
	73	10000	§»ng Vô	3	0	105	20	1				720				
	73	10000	B¹ch M·	3	0	105	34	1				720				
	73	1000	V« NgÊn Thñy	3	2	1	503	1				720				
	73	5000	§Êu hån	3	2	1	1157	1				720				
	73	20000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	73	50000	Hoµng Kim §¹i Hång Bao (kh«ng)	3	2	1	538	1				720				
	73	10000	Bµn Long BÝch	3	2	1	1000	1				720				
	73	3000	Huy ch­¬ng HiÖp Cèt	3	0	153	29	1					1			
	73	3000	Huy ch­¬ng Qñy Phï	3	0	153	30	1					1			
	73	3000	Huy ch­¬ng §»ng V©n	3	0	153	31	1					1			
	73	50000	PhiÕu §æi Ngo¹i Trang	3	2	1	31233	1								
	73	30000	Nh©n S©m V¹n N¨m	3	2	1	30071	5								
	73	30000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	73	30000	TuÝ ®¸ quý cÊp 2	3	2	1	30999	1								
	73	20000	TuÝ ®¸ quý cÊp 3	3	2	1	31000	1								
	73	10000	Tói §¸ Quý CÊp 4	3	2	1	31001	1					1			
	73	50000	Kinh M¹ch Ng©n Nh©n	3	2	1	30731	1								
	73	50000	M¶nh Thó C­ìi	3	2	1	31386	1								
	73	100	Linh Nghª	3	0	105	201	1					1			
	73	100	Phong S­¬ng KiÕm	3	0	105	209	1					1			
	73	43800	M¶nh Huy Ch­¬ng Kim Xµ Lv6	3	2	1	31384	5								
	73	50000	M¶nh Huy Ch­¬ng Lv7	3	2	1	31398	1								
	73	500	Hoan L¨ng Ch­¬ng	3	0	153	32	1					1			
	73	500	§»ng Giao Ch­¬ng	3	0	153	33	1					1			
	73	500	Khëi Ph­îng Ch­¬ng	3	0	153	34	1					1			
	73	30000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	73	20000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	73	20000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168	1			
LS_jin_free2	74	30000	C©y B¸t Nh· nhá	3	2	0	504	1			4	168				
	74	10000	C©y B¸t Nh·	3	2	0	398	1			4	168				
	74	20000	C©y Tø Linh	3	2	1	30269	1			4	168				
	74	30000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	74	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1				168				
	74	60000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	74	50000	B¨ng Tinh Th¹ch	3	2	1	30554	1								
	74	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	74	30000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	74	30000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	74	20000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	74	20000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	74	20000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	74	20000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	74	20000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	74	20000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	74	5000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1								
	74	5000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1								
	74	5000	Huy Ch­¬ng V©n Du	3	0	153	28	1								
	74	500	Huy ch­¬ng HiÖp Cèt	3	0	153	29	1					1			
	74	500	Huy ch­¬ng Qñy Phï	3	0	153	30	1					1			
	74	500	Huy ch­¬ng §»ng V©n	3	0	153	31	1					1			
	74	150000	Nh©n S©m V¹n N¨m	3	2	1	30071	1								
	74	150000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	74	30000	TuÝ ®¸ quý cÊp 2	3	2	1	30999	1								
	74	87500	TuÝ ®¸ quý cÊp 3	3	2	1	31000	1								
	74	2000	Tói §¸ Quý CÊp 4	3	2	1	31001	1					1			
	74	10000	Kinh M¹ch Ng©n Nh©n	3	2	1	30731	1								
	74	20000	M¶nh Thó C­ìi	3	2	1	31386	1								
	74	20000	M¶nh Huy Ch­¬ng Kim Xµ Lv6	3	2	1	31384	1								
	74	1000	M¶nh Huy Ch­¬ng Lv7	3	2	1	31398	1								
	74	20000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1			4	168				
	74	10000	Qu©n C«ng §¹i	3	2	1	9998	1			4	168				
	74	3000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1			4	168	1			
LS_jin_IB2	75	50000	C©y B¸t Nh· nhá	3	2	0	504	1				168				
	75	10000	C©y B¸t Nh·	3	2	0	398	1				168				
	75	50000	H¹t gièng Tø Linh	3	2	1	30269	1				168				
	75	43300	B¹ch C©u Hoµn	3	2	1	270	1				168				
	75	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	75	30000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	75	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	75	40000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	75	20000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	75	5000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	75	40000	M¶nh Thiªn Cang	3	2	1	30390	10								
	75	10000	M¶nh Thiªn Cang	3	2	1	30390	20					1			
	75	2000	M¶nh Thiªn Cang	3	2	1	30390	100					1			
	75	100	Thiªn Cang LÖnh	3	2	95	204	1					1			
	75	1000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	75	5000	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1				720				
	75	100	Bao Thiªn Th¹ch Tinh Th¹ch (Nhá)	3	2	1	3356	1				720	1			
	75	5000	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1				720	1			
	75	5000	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				720	1			
	75	3000	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1113	1				720	1			
	75	10000	Phiªu Vò	3	0	105	15	1				720				
	75	10000	Siªu Quang	3	0	105	19	1				720				
	75	10000	B«n Tiªu	3	0	105	16	1				720				
	75	10000	§»ng Vô	3	0	105	20	1				720				
	75	10000	B¹ch M·	3	0	105	34	1				720				
	75	1000	V« NgÊn Thñy	3	2	1	503	1				720				
	75	5000	§Êu hån	3	2	1	1157	1				720				
	75	20000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	75	50000	Hoµng Kim §¹i Hång Bao (kh«ng)	3	2	1	538	1				720				
	75	10000	Bµn Long BÝch	3	2	1	1000	1				720				
	75	3000	Huy ch­¬ng HiÖp Cèt	3	0	153	29	1					1			
	75	3000	Huy ch­¬ng Qñy Phï	3	0	153	30	1					1			
	75	3000	Huy ch­¬ng §»ng V©n	3	0	153	31	1					1			
	75	50000	PhiÕu §æi Ngo¹i Trang	3	2	1	31233	1								
	75	30000	Nh©n S©m V¹n N¨m	3	2	1	30071	5								
	75	30000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	75	30000	TuÝ ®¸ quý cÊp 2	3	2	1	30999	1								
	75	20000	TuÝ ®¸ quý cÊp 3	3	2	1	31000	1								
	75	10000	Tói §¸ Quý CÊp 4	3	2	1	31001	1					1			
	75	50000	Kinh M¹ch Ng©n Nh©n	3	2	1	30731	1								
	75	50000	M¶nh Thó C­ìi	3	2	1	31386	1								
	75	100	Linh Nghª	3	0	105	201	1					1			
	75	100	Phong S­¬ng KiÕm	3	0	105	209	1					1			
	75	43800	M¶nh Huy Ch­¬ng Kim Xµ Lv6	3	2	1	31384	5								
	75	50000	M¶nh Huy Ch­¬ng Lv7	3	2	1	31398	1								
	75	500	Hoan L¨ng Ch­¬ng	3	0	153	32	1					1			
	75	500	§»ng Giao Ch­¬ng	3	0	153	33	1					1			
	75	500	Khëi Ph­îng Ch­¬ng	3	0	153	34	1					1			
	75	30000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	75	20000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	75	20000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168	1			
TY_tong1	76	300000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	76	300000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	76	150000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	76	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	76	150000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
TY_tong2	77	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4					
	77	50000	Båi Nguyªn §¬n	3	2	1	30351	1			4					
	77	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	77	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	77	150000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	77	140000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	77	40000	Viªm Linh Ti	3	2	1	30671	5								
	77	30000	Da Ma Lang	3	2	1	30672	5								
	77	30000	Da §Þa Long	3	2	1	30673	5								
	77	10000	HuyÒn Viªm ThiÕt	3	2	1	30670	5								
	77	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
TY_tong3	78	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4					
	78	50000	Båi Nguyªn §¬n	3	2	1	30351	1			4					
	78	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	78	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	78	150000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	78	140000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	78	50000	Viªm Linh Ti	3	2	1	30671	5								
	78	20000	Da Ma Lang	3	2	1	30672	5								
	78	20000	Da §Þa Long	3	2	1	30673	5								
	78	10000	HuyÒn Viªm ThiÕt	3	2	1	30670	5								
	78	210000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
TY_yin	79	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	79	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	79	60000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	79	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	79	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	79	70000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	79	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	79	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	79	50000	Th¸i NhÊt LÖnh	3	2	1	30687	1					1			
	79	50000	Th¸i NhÊt LÖnh	3	2	1	30687	2					1			
	79	100000	Viªm Linh Ti	3	2	1	30671	50								
	79	100000	Da Ma Lang	3	2	1	30672	50								
	79	100000	Da §Þa Long	3	2	1	30673	50								
	79	70000	HuyÒn Viªm ThiÕt	3	2	1	30670	30								
	79	10000	Nãn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				84								
	79	10000	¸o Linh §å (ThÓ h×nh ngÉu nhiªn)	1				85								
	79	10000	QuÇn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				86								
	79	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30221	1					1			
	79	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30222	1					1			
TY_free1	80	50000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	80	30000	Thiªn Lý TruyÒn ¢m Phï ChØ	3	2	1	3508	1			4					
	80	40000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	80	40000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	80	40000	B¨ng Tinh Th¹ch	3	2	1	30554	1			4					
	80	40000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	80	50000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	80	60000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	80	40000	HuyÒn Viªm ThiÕt	3	2	1	30670	5								
	80	80000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	80	80000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	80	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	80	130000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	80	20000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	80	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	80	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	80	60000	Viªm Linh Ti	3	2	1	30671	5								
	80	50000	Da Ma Lang	3	2	1	30672	5								
	80	50000	Da §Þa Long	3	2	1	30673	5								
	80	10000	Nhãm ®Çu Linh §å (NgÉu nhiªn)	1				84								
	80	10000	Nhãm ¸o Linh §å (NgÉu nhiªn)	1				85								
	80	10000	Nhãm QuÇn Linh §å (t­¬ng øng)	1				86								
TY_IB1	81	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	81	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	81	60000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	81	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	81	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	81	70000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	81	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	81	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	81	50000	Th¸i NhÊt LÖnh	3	2	1	30687	1					1			
	81	50000	Th¸i NhÊt LÖnh	3	2	1	30687	2					1			
	81	100000	Viªm Linh Ti	3	2	1	30671	50								
	81	100000	Da Ma Lang	3	2	1	30672	50								
	81	100000	Da §Þa Long	3	2	1	30673	50								
	81	70000	HuyÒn Viªm ThiÕt	3	2	1	30670	30								
	81	10000	Nãn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				84								
	81	10000	¸o Linh §å (ThÓ h×nh ngÉu nhiªn)	1				85								
	81	10000	QuÇn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				86								
	81	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30221	1					1			
	81	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30222	1					1			
TY_free2	82	50000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	82	30000	Thiªn Lý TruyÒn ¢m Phï ChØ	3	2	1	3508	1			4					
	82	40000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	82	40000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	82	40000	B¨ng Tinh Th¹ch	3	2	1	30554	1			4					
	82	40000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	82	50000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	82	60000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	82	40000	HuyÒn Viªm ThiÕt	3	2	1	30670	10								
	82	80000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	82	80000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	82	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	82	130000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	82	20000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	82	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	82	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	82	60000	Viªm Linh Ti	3	2	1	30671	5								
	82	50000	Da Ma Lang	3	2	1	30672	5								
	82	50000	Da §Þa Long	3	2	1	30673	5								
	82	10000	Nhãm Nãn Linh §å (t­¬ng øng)	1				84								
	82	10000	Nhãm ¸o Linh §å (t­¬ng øng)	1				85								
	82	10000	Nhãm QuÇn Linh §å (t­¬ng øng)	1				86								
TY_IB2	83	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	83	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	83	60000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	83	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	83	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	83	70000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	83	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	83	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	83	50000	Th¸i NhÊt LÖnh	3	2	1	30687	1					1			
	83	50000	Th¸i NhÊt LÖnh	3	2	1	30687	2					1			
	83	100000	Viªm Linh Ti	3	2	1	30671	50								
	83	100000	Da Ma Lang	3	2	1	30672	50								
	83	100000	Da §Þa Long	3	2	1	30673	50								
	83	70000	HuyÒn Viªm ThiÕt	3	2	1	30670	30								
	83	10000	Nãn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				84								
	83	10000	¸o Linh §å (ThÓ h×nh ngÉu nhiªn)	1				85								
	83	10000	QuÇn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				86								
	83	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30221	1					1			
	83	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30222	1					1			
lingtu_tou	84	250000	Linh §å M·o	3	0	103	30235	1								
	84	250000	Linh §å M·o	3	0	103	30236	1								
	84	250000	Linh §å M·o	3	0	103	30237	1								
	84	250000	Linh §å M·o	3	0	103	30238	1								
lingtu_yi	85	250000	Linh §å Y	3	0	100	30235	1								
	85	250000	Linh §å Y	3	0	100	30236	1								
	85	250000	Linh §å Y	3	0	100	30237	1								
	85	250000	Linh §å Y	3	0	100	30238	1								
lingtu_ku	86	83333	Linh §å Trang (th­¬ng)	3	0	101	30235	1								
	86	83333	Linh §å Trang (th­¬ng)	3	0	101	30236	1								
	86	83333	Linh §å Trang (th­¬ng)	3	0	101	30237	1								
	86	83333	Linh §å Trang (th­¬ng)	3	0	101	30238	1								
	86	83333	Linh §å Trang (ngo¹i)	3	0	101	30239	1								
	86	83333	Linh §å Trang (ngo¹i)	3	0	101	30240	1								
	86	83333	Linh §å Trang (ngo¹i)	3	0	101	30241	1								
	86	83333	Linh §å Trang (ngo¹i)	3	0	101	30242	1								
	86	83334	Linh §å Trang (néi)	3	0	101	30243	1								
	86	83334	Linh §å Trang (néi)	3	0	101	30244	1								
	86	83334	Linh §å Trang (néi)	3	0	101	30245	1								
	86	83334	Linh §å Trang (néi)	3	0	101	30246	1								
tree_cherry3	87		exp	4				500000								
tree_peach3	88		exp	4				500000								
tree_pepper3	89		exp	4				500000								
tree_metasequoia3	90		exp	4				500000								
tree_PurpleSandalwood2	91		exp	4				1000000								
	91		L«i Viªm Th¹ch	3	2	1	30683	1								
	91		§é cèng hiÕn thÕ lùc	15				10								
tree_YellowSandalwood2	92		exp	4				1000000								
	92		§é cèng hiÕn thÕ lùc	15				10								
	92		L«i Viªm Th¹ch	3	2	1	30683	1								
tree_wisteria2	93		exp	4				1000000								
	93		L«i Viªm Th¹ch	3	2	1	30683	1								
	93		§é cèng hiÕn thÕ lùc	15				10								
tree_ginkgo2	94		exp	4				1000000								
	94		L«i Viªm Th¹ch	3	2	1	30683	1								
	94		§é cèng hiÕn thÕ lùc	15				10								
tree_fig1	95		exp	4				2000000								
	95		Hµo HiÖp LÖnh	3	2	95	2084	1								
	95		§é cèng hiÕn thÕ lùc	15				20								
tree_bodhi1	96		exp	4				2000000								
	96		Hµo HiÖp LÖnh	3	2	95	2084	1								
	96		§é cèng hiÕn thÕ lùc	15				20								
tree_mature3	97	850000	B¨ng T©m Ngäc Ph¸ch_Tam phÈm	3	2	95	910	1								
	97	150000	Tó Tr¹ch Ngäc Ph¸ch_NhÞ phÈm	3	2	95	911	1								
tree_mature2	98	850000	Tó Tr¹ch Ngäc Ph¸ch_NhÞ phÈm	3	2	95	911	1								
	98	150000	MÆc Tµ Ngäc Ph¸ch_NhÊt phÈm	3	2	95	912	1								
tree_mature1	99	850000	MÆc Tµ Ngäc Ph¸ch_NhÊt phÈm	3	2	95	912	1								
	99	150000	H­ Kh«ng Ngäc Ph¸ch_§Æc biÖt	3	2	95	913	1								
JadeSoul3	100		exp	4				2000000								
	100		L«i Viªm Th¹ch	3	2	1	30683	1								
JadeSoul2	101		exp	4				3000000								
	101		L«i Viªm Th¹ch	3	2	1	30683	1								
JadeSoul1	102		exp	4				4000000								
	102		L«i Viªm Th¹ch	3	2	1	30683	2								
JadeSoul0	103		exp	4				8000000								
	103		Hµo HiÖp LÖnh	3	2	95	2084	1								
	103		L«i Viªm Th¹ch	3	2	1	30683	2								
tree_mission	104		exp	4				3000000								
	104		Danh väng thÕ lùc 	14				10								
	104		L«i Viªm Th¹ch	3	2	1	30683	2								
	104		Hµo HiÖp LÖnh	3	2	95	2084	1								
tree_steal	105		exp	4				3000000								
	105		Danh väng thÕ lùc 	14				10								
	105		Hµo HiÖp LÖnh	3	2	95	2084	1								
	105		L«i Viªm Th¹ch	3	2	1	30683	2								
hunter_a	106		exp	4				2000000								
	106		Danh väng thÕ lùc 	14				10								
	106		L«i Viªm Th¹ch	3	2	1	30683	1								
hunter_b	107		exp	4				3500000								
	107		Danh väng thÕ lùc 	14				10								
	107		L«i Viªm Th¹ch	3	2	1	30683	2								
	107		L«i Viªm Th¹ch	3	2	1	30683	1								
hunter_c	108		exp	4				5000000								
	108		Danh väng thÕ lùc 	14				20								
	108		L«i Viªm Th¹ch	3	2	1	30683	2								
	108		L«i Viªm Th¹ch	3	2	1	30683	3								
	108		XÎng Kho B¸u	3	2	95	927	1								
hunter_d	109		exp	4				10000000								
	109		Danh väng thÕ lùc 	14				20								
