_remark	LineId	MainName	SubName	MainId	SubId
Sè ng­êi v­ît qua d¹ng anh hïng cña c¸c l­u ph¸i	315	TYT	RouteCrossYXCount	18	43
Sè l­îng Viªm Linh Ti sinh ra tõ Th¸i NhÊt Th¸p	316	TYT	ItemYLSCount	18	44
Sè l­îng Da Ma Lang sinh ra tõ Th¸i NhÊt Th¸p	317	TYT	ItemMLPCount	18	45
Sè l­îng Da §Þa Long sinh ra tõ Th¸i NhÊt Th¸p	318	TYT	ItemDLPCount	18	46
Sè l­îng Th¸i NhÊt LÖnh sinh ra tõ Th¸i NhÊt Th¸p	319	TYT	ItemTILCount	18	47
Sè lÇn më ¶i 3 PhÇn Thiªn L©m-Anh Hïng (MiÔn phÝ lËt thÎ)	320	TYT	FreeOpenCardState3-YX	18	48
Sè lÇn më ¶i 3 PhÇn Thiªn L©m-Anh Hïng (Thu phÝ lËt thÎ)	321	TYT	IBOpenCardState3-YX	18	49
Sè lÇn më ¶i 3 Th¸i NhÊt Th¸p-Anh Hïng (MiÔn phÝ lËt thÎ)	322	TYT	FreeOpenCardState6-YX	18	50
Sè lÇn më ¶i 3 Th¸i NhÊt Th¸p-Anh Hïng (Thu phÝ lËt thÎ)	323	TYT	IBOpenCardState6-YX	18	51
Sè l­îng sinh ra Kim Hæ Phï	324	QHT	Qht_JWHF_ItemCount	22	1
Sè l­îng më R­¬ng S¬ CÊp	325	QHT	Qht_Box1_OpenCount	22	2
Sè l­îng më R­¬ng Trung CÊp	326	QHT	Qht_Box2_OpenCount	22	3
Sè l­îng më R­¬ng Cao CÊp	327	QHT	Qht_Box3_OpenCount	22	4
Sè l­îng qu¸i xanh t¹o míi	328	QHT	Qht_CreatePt_NpcCount	22	5
Sè l­îng qu¸i xanh bÞ tiªu diÖt	329	QHT	Qht_KillPt_NpcCount	22	6
Sè l­îng BOSS TiÓu t¹o míi	330	QHT	Qht_CreateSb_NpcCount	22	7
Sè l­îng BOSS TiÓu bÞ tiªu diÖt	331	QHT	Qht_KillSb_NpcCount	22	8
Sè l­îng BOSS Trung t¹o míi	332	QHT	Qht_CreateMb_NpcCount	22	9
Sè l­îng BOSS Trung bÞ tiªu diÖt	333	QHT	Qht_KillMb_NpcCount	22	10
Sè l­îng BOSS §¹i t¹o míi	334	QHT	Qht_CreateBb_NpcCount	22	11
Sè l­îng BOSS §¹i bÞ tiªu diÖt	335	QHT	Qht_KillBb_NpcCount	22	12
Sè l­îng BOSS Hoµng Kim t¹o míi	336	QHT	Qht_CreateGb_NpcCount	22	13
Sè l­îng BOSS Hoµng Kim bÞ tiªu diÖt	337	QHT	Qht_KillGb_NpcCount	22	14
Sè lÇn boss thÕ giíi bÞ tiªu diÖt	338	WorldBoss	KillBossCount	23	1
Sè lÇn më R­¬ng Nhá	339	WorldBoss	OpenSmallBoxCount	23	2
Sè lÇn më R­¬ng Lín	340	WorldBoss	OpenBigBoxCount	23	3
Sè lÇn M¶nh MËt TÞch ghÐp thµnh MËt TÞch Tiªu Dao	341	MiJiCanYe	ComposeXiaoYaoCount	24	1
Sè lÇn M¶nh MËt TÞch ghÐp thµnh L¨ng Ba Vi Bé	342	MiJiCanYe	ComposeLingBoCount	24	2
Sè lÇn M¶nh MËt TÞch ghÐp thµnh S­ M«n Ch©n QuyÓn	343	MiJiCanYe	ComposeShiMenCount	24	3
Sè ng­êi tham gia Tr­îng KiÕm Thiªn Nhai	344	StateChess	StateChessJoinCount	25	1
Tæng sè vßng hoµn thµnh	345	StateChess	StateChessAllRound	25	2
Sè ng­êi vßng ®Çu tiªn	346	StateChess	StateChessFirstRound	25	3
Sè ng­êi hoµn thµnh 47 vßng	347	StateChess	StateChessWeeklyRound	25	4
Sè ng­êi reset vßng lÇn ®Çu	348	StateChess	StateChessAllReset	25	5
Tæng sè reset vßng	349	StateChess	StateChessTodayReset	25	6
Sè lÇn xuÊt hiÖn TiÖm Thuèc	350	StateChess	StateChessYiGuan	25	7
Sè lÇn tham gia TiÖm Thuèc	351	StateChess	StateChessJoinYiGuan	25	8
Sè lÇn xuÊt hiÖn TiÒn Trang	352	StateChess	StateChessQianZhuang	25	9
Sè lÇn tham gia TiÒn Trang	353	StateChess	StateChessJoinQianZhuang	25	10
Sè lÇn xuÊt hiÖn MiÕu ThÇn Tµi	354	StateChess	StateChessShengMiao	25	11
Sè lÇn tham gia MiÕu ThÇn Tµi	355	StateChess	StateChessJoinShengMiao	25	12
Sè lÇn xuÊt hiÖn ®iÓm sù kiÖn ngÉu nhiªn	356	StateChess	StateChessEvent	25	13
Sè lÇn tham gia ®iÓm sù kiÖn ngÉu nhiªn	357	StateChess	StateChessJoinEvent	25	14
Sè ng­êi m«n ph¸i tham gia  ¢n O¸n §µi	358	eyt_battle	EytRouteJoinCount	27	1
Sè ng­êi m«n ph¸i ®o¹t kú ¢n O¸n §µi	359	eyt_battle	EytRouteGetFlag	27	2
Sè lÇn më chiÕn tr­êng ¢n O¸n §µi thµnh c«ng	360	eyt_battle	OpenSucessCnt	27	3
Sè ng­êi khi kÕt thóc chiÕn tr­êng ¢n O¸n §µi	361	eyt_battle	EndPlayerCnt	27	4
Sè lÇn më ThÝ LuyÖn Tø Linh b»ng tinh lùc	362	silling_battle	OpenCnt_JingLi|IB	26	1
Tæng sè ng­êi tham gia ThÝ LuyÖn Tø Linh	363	silling_battle	JoinPlayerCount	26	2
Sè lÇn v­ît qua ThÝ LuyÖn Tø Linh	364	silling_battle	PassCnt	26	3
ThÝ LuyÖn Tø Linh tiªu hao sè l­îng Thiªn Kiªu LÖnh	365	silling_battle	IBConsume	26	4
Sè lÇn xung kÝch Gi¸ng Linh ThuËt cÊp X	366	pet	BetJiangLingSuLvX	28	1
Tæng sè l­îng tiªu hao Gi¸ng Linh BÝ §iÓn	367	pet	ConsumeJiangLingMiDianCnt	28	2
Sè lÇn luyÖn yªu	368	pet	ComposeCnt_Ext=Level	28	3
Ba phe-Sè lÇn hoµn thµnh vËn tiªu	369	SanfangShili	YaBiaoCount	29	1
Ba phe-Sè lÇn hoµn thµnh c­íp tiªu	370	SanfangShili	JieBiaoCount	29	2
Ba phe-Sè l­îng sö dông Tµng KiÕm BÝ TruyÒn T©m Kinh	371	SanfangShili	CjmzxjUseCount	29	3
Ba phe-Sè l­îng sö dông B¸ch HiÓu Sinh BÝ Ph¸p	372	SanfangShili	BxsmfUseCount	29	4
Ba phe-Sè lÇn hoµn thµnh trém kinh th­	373	SanfangShili	TouJinshuCount	29	5
Ba phe-Sè lÇn hoµn thµnh trång c©y BÝ Qu¶	374	SanfangShili	PlantTreeCount	29	6
Ba phe-Sè lÇn hoµn thµnh nhiÖm vô BÝ Qu¶	375	SanfangShili	PlantTreeTaskCount	29	7
Ba phe-Sè lÇn hoµn thµnh Thî S¨n TiÒn Th­ëng	376	SanfangShili	ShangjinlierenCount	29	8
Ba phe-Sè lÇn hoµn thµnh ®µo r­¬ng	377	SanfangShili	WabaoCount	29	9
Sè lÇn chÕ t¹o Hµo HiÖp	378	SanfangShili	HaoxiaCount	29	10
Sè l­îng sinh ra Hµo HiÖp-V« H¹	379	SanfangShili	WuxiaHaoxiaCount	29	11
Tæng sè ng­êi hoµn thµnh nhiÖm vô Phôc Sinh 3	380	SanfangShili	Reborn3TaskCount	29	12
Tæng sè l­îng Thiªn M«n Kim LÖnh dïng ®Ó bá qua nhiÖm vô Phôc Sinh 3	381	SanfangShili	TaskUseTmjlItemCount	29	13
Tæng sè lÇn Thiªn M«n Kim LÖnh dïng ®Ó bá qua nhiÖm vô Phôc Sinh 4	382	SanfangShili	TaskUseTmjlTotal	29	14
Sè lÇn sö dông Thiªn Kiªu LÖnh hoµn thµnh nhiÖm vô trÝ ®o¹t kinh th­	383	YpTJLJumpTask	ypJumpCountBook	30	1
Sè lÇn sö dông Thiªn Kiªu LÖnh hoµn thµnh nhiÖm vô ®µo kho b¸u	384	YpTJLJumpTask	ypJumpCountDig	30	2
Sè lÇn sö dông Thiªn Kiªu LÖnh hoµn thµnh nhiÖm vô trång c©y	385	YpTJLJumpTask	ypJumpCountPlant	30	3
Sè lÇn sö dông Thiªn Kiªu LÖnh hoµn thµnh nhiÖm vô c­íp qu¶ thùc	386	YpTJLJumpTask	ypJumpCountSteal	30	4
Sè lÇn sö dông Thiªn Kiªu LÖnh hoµn thµnh nhiÖm vô vËn tiªu	387	YpTJLJumpTask	ypJumpCountYunbiao	30	5
xcÊp bang héi tÝn vËt ®æi sè lÇn	388	EquipShop	BangHuiXinWuLvX	31	1
Táa Linh Th¹chxsè lÇn ®æi	389	EquipShop	SuoLingShiX	31	2
§æi Tói Tam D­¬ng Khai Th¸i	390	EquipShop	SanYangKaiTaiBao	31	3
Sè l­îng Tô Tµi Th¹ch ®æi mçi ngµy	391	EquipShop	JuCaiShi	31	4
Sè lÇn HÇu V­¬ng tö vong	392	ypMission	WeiHouWangDeath	32	1
Sè lÇn qu©n Thiªn ¢m Gi¸o bá ch¹y xuÊt hiÖn	393	ypMission	TianYingJiaoTaoWangZheCreate	32	2
Long Hæ §­êng x tÇng sè ng­êi vµo	394	ypMission	LongHuTangLvXPlayerCnt	32	3
Long Hæ §­êng x tÇng BOSS sè lÇn tö vong	395	ypMission	LongHuTangLvXBossDeath	32	4
Sè lÇn sö dông Long Hæ MËt B¶o	396	ypMission	LongHuTangMiBaoUseFree|IB	32	5
Sè l­îng ®æi cña s¶n phÇn x	397	2XuActivity	ProductXExchangeCnt	33	1
Sè l­îng sö dông cña s¶n phÇn x	398	2XuActivity	ProductXUseCnt	33	2
Sè l­îng nhËn cña phÇn th­ëng cuèi x	399	2XuActivity	FinalAwardXCnt	33	3
Sè l­îng nhËn cña dßng chän xx vÒ phÇn th­ëng cuèi x	400	2XuActivity	FinalAwardXSelXXCnt	33	4
Sè l­îng nhËn cña phÇn th­ëng x event phô	401	2XuActivity	SubActivityAwardXCnt	33	5
	402	HeroWanJianZhong	OpenCount	34	1
	403	HeroWanJianZhong	OpenPlayerCount	34	2
	404	HeroWanJianZhong	OpenRouteCount	34	3
	405	HeroWanJianZhong	StageXPassCount	34	4
	406	HeroWanJianZhong	Stage1RouteXXPassCount	34	5
	407	HeroWanJianZhong	Stage2RouteXXPassCount	34	6
	408	HeroWanJianZhong	Stage3RouteXXPassCount	34	7
	409	HeroWanJianZhong	Stage4RouteXXPassCount	34	8
	410	HeroWanJianZhong	Stage1RouteXXDeathCount	34	9
	411	HeroWanJianZhong	Stage2RouteXXDeathCount	34	10
	412	HeroWanJianZhong	Stage3RouteXXDeathCount	34	11
	413	HeroWanJianZhong	Stage4RouteXXDeathCount	34	12
Tô B¶o Trai_Sè lÇn rót th¨m miÔn phÝ (Ngµy)	414	JBZ	JbzFreeDailyCount	35	1
Tô B¶o Trai_Sè lÇn rót th¨m thu phÝ (Ngµy)	415	JBZ	JbzIbDailyCount	35	2
Tô B¶o Trai_Sè phÇn th­ëng miÔn phÝ sinh ra	416	JBZ	JbzFreeItemCountByPos	35	3
Tô B¶o Trai_Sè phÇn th­ëng thu phÝ sinh ra	417	JBZ	JbzIbItemCountByPos	35	4
DiÔn Vâ ChiÕn-Sè lÇn hoµn thµnh nhiÖm vô tuÇn	418	YWZ	YwzWeeklyTaskCount	36	1
DiÔn Vâ ChiÕn-Sè lÇn hoµn thµnh 50 nhiÖm vô tuÇn	419	YWZ	Ywz50WeeklyTaskCount	36	2
DiÔn Vâ ChiÕn-Sè lÇn hoµn thµnh nhiÖm vô Thiªn Kiªu LÖnh	420	YWZ	YwzTjlTaskCount	36	3
DiÔn Vâ ChiÕn-Sè lÇn hoµn thµnh 15 lÇn nhiÖm vô Thiªn Kiªu LÖnh	421	YWZ	Ywz15TjlTaskCount	36	4
Sè l­îng sinh ra Anh Hïng Chi Chøng	422	YWZ	YwzItemYyzzProduce	36	5
Sè l­îng tiªu hao Anh Hïng Chi Chøng	423	YWZ	YwzItemYyzzCost	36	6
Sè lÇn nhËn th­ëng n¨ng ®éng x©y dùng thÕ lùc	424	YWZ	YwzAcitivtyAwardCount	36	7
Sè lÇn tham gia DiÔn Vâ ChiÕn giai ®o¹n 2	425	YWZ	YwzBattleCount	36	8
Sè lÇn më R­¬ng DiÔn Vâ miÔn phÝ	426	YWZ	YwzFreeOpenBox	36	9
Sè lÇn më R­¬ng DiÔn Vâ thu phÝ	427	YWZ	YwzIBOpenBox	36	10
Sè lÇn th­ëng xÕp h¹ng thÕ lùc DiÔn Vâ ChiÕn giai ®o¹n 1	428	YWZ	YwzShiliRankAward1	36	11
Sè lÇn th­ëng xÕp h¹ng thÕ lùc DiÔn Vâ ChiÕn giai ®o¹n 2	429	YWZ	YwzShiliRankAward2	36	12
Sè lÇn th­ëng h¹ng 1 DiÔn Vâ	430	YWZ	YwzActivityAward1	36	13
Sè lÇn th­ëng h¹ng 2 DiÔn Vâ	431	YWZ	YwzActivityAward2	36	14
Sè lÇn th­ëng h¹ng 3 DiÔn Vâ	432	YWZ	YwzActivityAward3	36	15
Sè lÇn th­ëng h¹ng 4 DiÔn Vâ	433	YWZ	YwzActivityAward4	36	16
Sè lÇn th­ëng khuyÕn khÝch DiÔn Vâ	434	YWZ	YwzActivityAward5	36	17
sè ng­êi tÝch lòy b¸o danh 3 ngµy	435	HDRL	HdrlSignIn3	37	1
sè ng­êi tÝch lòy b¸o danh 5 ngµy	436	HDRL	HdrlSignIn5	37	2
sè ng­êi tÝch lòy b¸o danh 7 ngµy	437	HDRL	HdrlSignIn7	37	3
sè ng­êi tÝch lòy b¸o danh 14 ngµy	438	HDRL	HdrlSignIn14	37	4
sè ng­êi tÝch lòy b¸o danh 21 ngµy	439	HDRL	HdrlSignIn21	37	5
sè ng­êi tÝch lòy b¸o danh 28 ngµy	440	HDRL	HdrlSignIn28	37	6
diÔn vâ chiÕn sö dïng V¹n Hoa §¬n	441	YWZ	YwzUseItem1	38	1
diÔn vâ chiÕn sö dïng Kh¸ng Long T¸n	442	YWZ	YwzUseItem2	38	2
diÔn vâ chiÕn sö dïng Ninh H­ §¬n	443	YWZ	YwzUseItem3	38	3
diÔn vâ chiÕn sö dïng TriÓn Phông T¸n	444	YWZ	YwzUseItem4	38	4
diÔn vâ chiÕn sö dïng TiÕt Cèt T¸n	445	YWZ	YwzUseItem5	38	5
diÔn vâ chiÕn sö dïng Ph¸ Qu©n §¬n	446	YWZ	YwzUseItem6	38	6
	447	BOOKAPP	ExchgCnt	39	1
	448	BOOKAPP	ZWHS_UseCnt	39	2
	449	BOOKAPP	DZWHS_UseCnt	39	3
	450	BOOKAPP	ConsumeCnt	39	4
	451	BOOKAPP	GTQ_UseCnt	39	5
Nh¸nh §µo T­¬i	452	ornament	XYTHZ_ExchgX	40	1
Con C¸-Eo (§á)	453	ornament	NNYYYZ_ExchgX	40	2
Con C¸-L­ng (§á)	454	ornament	NNYUBS_ExchgX	40	3
Nh­ ý (Lam)	455	ornament	RY_ExchgX	40	4
Siªu Phong (Lam) 	456	ornament	CF_ExchgX	40	5
Oanh TrÇn Vò (Lam) 	457	ornament	YCJY_ExchgX	40	6
Tæng sè §ång TiÒn ThÇn Kú bá vµo	458	ornament	Input_CoinNum	40	7
Tæng sè ®iÓm Phong Hoa nhËn ®­îc	459	ornament	GainFengHuaScoreNum	40	8
sè l­îng th¸ng lîi cña phr thñ va phe c«ng(ExID 1-3)	460	YWZ	YwzVictoryCount	41	1
sè ng­êi tham gia cua the lùc ba phe(ExID 1-3)	461	YWZ	YwzJoinCount	41	2
Sè lÇn tö vong ng­êi ch¬i pk	462	YWZ	YwzPkDeathCount	41	3
sè ng­êi tham gia cña c¸c l­u ph¸i(ExID RouteID)	463	YWZ	YwzRouterCount	41	4
sè lÇn kh«ng më thµnh c«ng cña ba phe diÔn vâ chiÕn	464	YWZ	YwzOpenFailCount	41	5
sè nhËn cña r­¬ng n¨ng ®éng diÔn vâ	465	YWZ	YwzGetJsBox	41	6
sè ng­êi tham gia ba phe diÔn vâ cña cac cÊp cuyÓn sinh(ExID 1-8)	466	YWZ	YwzRebornCount	41	7
Sè lÇn hoµn thµnh Danh Väng Tiªu Côc hµng ngµy	467	yp_pop	YpPopDailyTask1	42	1
Sè lÇn hoµn thµnh Danh Väng Lôc PhiÕn M«n hµng ngµy	468	yp_pop	YpPopDailyTask2	42	2
Sè lÇn hoµn thµnh Danh Väng Tô B¶o Trai hµng ngµy	469	yp_pop	YpPopDailyTask3	42	3
Sè lÇn hoµn thµnh Danh Väng Tiªu Côc hµng tuÇn	470	yp_pop	YpPopWeeklyTask1	42	4
Sè lÇn hoµn thµnh Danh Väng Lôc Phiªn M«n hµng tuÇn	471	yp_pop	YpPopWeeklyTask2	42	5
Sè lÇn hoµn thµnh Danh Väng Tô B¶o Bån hµng tuÇn	472	yp_pop	YpPopWeeklyTask3	42	6
Sè lÇn hoµn thµnh PhiÕu Khiªu ChiÕn Vâ L©m (ExID 1-7)	473	zk_update	ZkUpdateTask1	43	1
Sè lÇn hoµn thµnh MËt TÝn Tr­ëng M«n (ExID 1-24)	474	zk_update	ZkUpdateTask2	43	2
Sè l­îng t¨ng cÊp ChiÕn Cuång (ExID 1-3 §Çu Y Khè)	475	zk_update	ZkUpdateIBShop	43	3
Sè lÇn n©ng cÊp vò khÝ ChiÕn Cuång	476	zk_update	ZkwqUpdateTimes	43	4
Sè lÇn Háa Kú L©n Con tö vong	477	zk_update	ZkwqBoss1DeathTimes	43	5
Sè lÇn ThÇn Thó Háa Kú L©n tö vong	478	zk_update	ZkwqBoss2DeathTimes	43	6
Tæng sè ng­êi thµm gia boss nhá	479	zk_update	ZkwqBoss1PlayerTotal	43	7
Sè ng­êi c¸c l­u ph¸i thµm gia boss nhá(ExID id l­u ph¸i)	480	zk_update	ZkwqBoss1RouteCount	43	8
Tæng sè ng­êi thµm gia boss lín	481	zk_update	ZkwqBoss2PlayerTotal	43	9
Sè ng­êi c¸c l­u ph¸i thµm gia boss lín(ExID id l­u ph¸i)	482	zk_update	ZkwqBoss2RouteCount	43	10
Sè ng­êi tr¹ng th¸i tæ ®éi tham gia boss nhá	483	zk_update	ZkwqBoss1Team	43	11
Sè ng­êi m« thøc ®å s¸t tham gia boss nhá	484	zk_update	ZkwqBoos1Butcher	43	12
Sè ng­êi tr¹ng th¸i tæ ®éi tham gia boss lín	485	zk_update	ZkwqBoss2Team	43	13
Sè ng­êi m« thøc ®å s¸t tham gia boss lín	486	zk_update	ZkwqBoos2Butcher	43	14
KiÕm §·ng YÕn V©n më h×nh thøc gian lËn 	487	JDYY	jdyy_Cheat	44	1
KiÕm §·ng YÕn V©n-Th­êng sè lÇn më ¶i n	488	JDYY	jdyy_Normal_OpenStage	44	2
KiÕm §·ng YÕn V©n-Th­êng sè lÇn v­ît qua ¶i n	489	JDYY	jdyy_Normal_OverStage	44	3
KiÕm §·ng YÕn V©n-Anh hïng sè lÇn më ¶i n   	490	JDYY	jdyy_Hard_OpenStage	44	4
KiÕm §·ng YÕn V©n-Anh hïng sè lÇn v­ît qua ¶i n	491	JDYY	jdyy_Hard_OverStage	44	5
KiÕm §·ng YÕn V©n-Th­êng sè lÇn lËt thÎ miÔn phÝ	492	JDYY	jdyy_Normal_FreeOpenCard	44	6
KiÕm §·ng YÕn V©n-Th­êng sè lÇn lËt thÎ thu phÝ	493	JDYY	jdyy_Normal_IBOpenCard	44	7
KiÕm §·ng YÕn V©n-Anh hïng sè lÇn lËt thÎ miÔn phÝ	494	JDYY	jdyy_Hard_FreeOpenCard	44	8
KiÕm §·ng YÕn V©n-Anh hïng sè lÇn lËt thÎ thu phÝ	495	JDYY	jdyy_Hard_IBOpenCard	44	9
KiÕm §·ng YÕn V©n-Th­êng sè ng­êi v­ît qua ¶i n	496	JDYY	jdyy_Normal_Participate	44	10
KiÕm §·ng YÕn V©n-Anh hïng sè ng­êi v­ît qua ¶i n	497	JDYY	jdyy_Hard_Participate	44	11
KiÕm §·ng YÕn V©n-Sè ng­êi tham gia cña l­u ph¸i	498	JDYY	jdyy_RoutePlayerCount	44	12
Sè lÇn më R­¬ng KiÕm §·ng-Th­êng	499	JDYY	jdyy_Normal_FreeOpenBox	44	13
Sè lÇn më R­¬ng IB KiÕm §·ng-Th­êng	500	JDYY	jdyy_Normal_IBOpenBox	44	14
KiÕm §·ng YÕn V©n-Sè L­îng Th¸i NhÊt §ång QuyÓn lËt thÎ nhËn ®­îc	501	JDYY	jdyy_GetTaiYiTongJuan	44	15
KiÕm §·ng YÕn V©n-Sè L­îng ThiÕt Tinh CÊp 3 lËt thÎ nhËn ®­îc	502	JDYY	jdyy_GetLv3TieJing	44	16
KiÕm §·ng YÕn V©n-Sè L­îng §ång TÕ Chi NguyÖn lËt thÎ nhËn ®­îc	503	JDYY	jdyy_GetTongJiZhiYuan	44	17
KiÕm §·ng YÕn V©n-Sè L­îng Th¸i NhÊt ThiÕt QuyÓn lËt thÎ nhËn ®­îc	504	JDYY	jdyy_GetTaiYiTieJuan	44	18
KiÕm §·ng YÕn V©n-Sè L­îng L­u Kim lËt thÎ nhËn ®­îc	505	JDYY	jdyy_GetLiuJin	44	19
Sè l­îng Kh¾c B¶n Vì CÊp 1 (§Çu) nhËn ®­îc	506	JDYY	IBShop_BreakTouBuLv1	44	20
Sè l­îng Kh¾c B¶n Vì CÊp 2 (§Çu) nhËn ®­îc	507	JDYY	IBShop_BreakTouBuLv2	44	21
Sè l­îng Kh¾c B¶n BiÕn §æi CÊp 2 (§Çu) nhËn ®­îc	508	JDYY	IBShop_TransTouBuLv2	44	22
Sè l­îng Kh¾c B¶n Vì CÊp 1 (ƒo) nhËn ®­îc	509	JDYY	IBShop_BreakShangZhuangLv1	44	23
Sè l­îng Kh¾c B¶n Vì CÊp 2 (ƒo) nhËn ®­îc	510	JDYY	IBShop_BreakShangZhuangLv2	44	24
Sè l­îng Kh¾c B¶n BiÕn §æi CÊp 2 (ƒo) nhËn ®­îc	511	JDYY	IBShop_TransShangZhuangLv2	44	25
Sè l­îng Kh¾c B¶n Vì CÊp 1 (QuÇn) nhËn ®­îc	512	JDYY	IBShop_BreakXiaZhuangLv1	44	26
Sè l­îng Kh¾c B¶n Vì CÊp 2 (QuÇn) nhËn ®­îc	513	JDYY	IBShop_BreakXiaZhuangLv2	44	27
Sè l­îng Kh¾c B¶n BiÕn §æi CÊp 2 (QuÇn) nhËn ®­îc	514	JDYY	IBShop_TransXiaZhuangLv2	44	28
Sè l­îng Kh¾c B¶n Vì CÊp 1 (Giíi ChØ) nhËn ®­îc	515	JDYY	IBShop_BreakRingLv1	44	29
Sè l­îng Kh¾c B¶n Vì CÊp 2 (Giíi ChØ) nhËn ®­îc	516	JDYY	IBShop_BreakRingLv2	44	30
Sè l­îng Kh¾c B¶n BiÕn §æi CÊp 2 (Giíi ChØ) nhËn ®­îc	517	JDYY	IBShop_TransRingLv2	44	31
Sè l­îng Kh¾c B¶n Vì CÊp 1 (Ngäc Béi) nhËn ®­îc	518	JDYY	IBShop_BreakYuPeiLv1	44	32
Sè l­îng Kh¾c B¶n Vì CÊp 2 (Ngäc Béi) nhËn ®­îc	519	JDYY	IBShop_BreakYuPeiLv2	44	33
Sè l­îng Kh¾c B¶n BiÕn §æi CÊp 2 (Ngäc Béi) nhËn ®­îc	520	JDYY	IBShop_TransShouShiLv2	44	34
Sè l­îng Tr¸p TÇm B¶o nhËn ®­îc	521	JDYY	IBShop_XunBaoQie	44	35
KiÕm §·ng YÕn V©n-Sè ng­êi v­ît qua ¶i cña l­u ph¸i	522	JDYY	jdyy_RoutePlayerPassCount	44	36
Sè tiªu hao cña Th¸i NhÊt §ång QuyÓn	523	JDYY	cost_taiyitongquan	44	37
Sè tiªu hao cña Th¸i NhÊt ThiÕt QuyÓn	524	JDYY	cost_taiyitiequan	44	38
Sè tiªu hao cña §«n Hoµng HuyÒn ThiÕt	525	JDYY	cost_dunhuangxuandie	44	39
Sè tiªu hao cña §«n Hoµng Hæ Ph¸ch	526	JDYY	cost_dunhuanghupo	44	40
Sè tiªu hao cña §«n Hoµng HuyÒn Tinh	527	JDYY	cost_dunhuangxuanjing	44	41
Sè tiªu hao cña §«n Hoµng M· N·o	528	JDYY	cost_dunhuangmalao	44	42
Tæng sè ng­êi hoµn thµnh nhiÖm vô Phôc Sinh 4	529	reborn4task	Reborn4TaskCount	45	1
Tæng sè l­îng Thiªn M«n Kim LÖnh dïng ®Ó bá qua nhiÖm vô Phôc Sinh 4	530	reborn4task	TaskUseTmjlItemCount	45	2
Tæng sè lÇn dïng Thiªn M«n Kim LÖnh ®Ó bá qua nhiÖm vô Phôc Sinh 4	531	reborn4task	TmjlTaskSkipCount	45	3
Tæng sè l­îng Thiªn Kiªu LÖnh dïng ®Ó bá qua nhiÖm vô Phôc Sinh 4	532	reborn4task	TaskUseTjlItemCount	45	4
Tæng sè lÇn dïng Thiªn Kiªu LÖnh ®Ó bá qua nhiÖm vô Phôc Sinh 4	533	reborn4task	TjlTaskSkipCount	45	5
Sè lÇn Qu¸i nhiÖm vô tö vong	534	reborn4task	BossLiguiDeathCnt	45	6
Sè lÇn tu luyÖn Ch©n Vâ B¶o §iÓn tÇng x	535	BookApp	appXlearn	46	1
Sè lÇn n©ng cÊp Ch©n Vâ B¶o §iÓn tÇng x	536	BookApp	appXup	46	2
Sè lÇn n©ng cÊp Ch©n Vâ B¶o §iÓn tÇng 8 cÊp x	537	BookApp	app8lvXup	46	3
Sè lÇn hñy kü n¨ng thó c­ng mçi ngµy	538	PET	ForgetSkillCnt	47	1
Sè lÇn thó c­ng sö dông kü n¨ng mçi ngµy	539	PET	UseSkillBookCnt	47	2
Sè lÇn ®æi S¸ch kü n¨ng thó c­ng cÊp 5 mçi ngµy	540	PET	ExchgLv5SkillBook	47	3
Linh Quang NhÊt ThiÓm CÊp 1	541	PET	Book	47	4
Ng­ng ThÇn QuyÕt CÊp 1	542	PET	Book	47	5
Kinh §µo QuyÕt CÊp 1	543	PET	Book	47	6
Nguyªn Thñy B¹o Né CÊp 1	544	PET	Book	47	7
ThiÕt Bè Sam CÊp 1	545	PET	Book	47	8
Sè trËn Th¸i H­ më mçi ngµy	546	TaiXu	OpenCnt	48	1
Sè trËn Tµng KiÕm S¬n Trang më mçi ngµy	547	CangJian	StageXOpenCnt	49	1
sè gi¶i tan bang	548	TongExt	TongExt_TongDestroyed	50	1
sè bang më Thñ Hé §å §»ng cÊp 1	549	TongExt	TongExt_SummonBoss	51	1
sè bang më Thñ Hé §å §»ng cÊp 2	550	TongExt	TongExt_SummonBoss	51	2
sè bang më Thñ Hé §å §»ng cÊp 3	551	TongExt	TongExt_SummonBoss	51	3
sè bang më Thñ Hé §å §»ng cÊp 4	552	TongExt	TongExt_SummonBoss	51	4
sè bang më Thñ Hé §å §»ng cÊp 5	553	TongExt	TongExt_SummonBoss	51	5
sè bang më Thñ Hé §å §»ng cÊp 6	554	TongExt	TongExt_SummonBoss	51	6
sè bang më Thñ Hé §å §»ng cÊp 7	555	TongExt	TongExt_SummonBoss	51	7
sè bang më Thñ Hé §å §»ng cÊp 8	556	TongExt	TongExt_SummonBoss	51	8
sè bang më Thñ Hé §å §»ng cÊp 9	557	TongExt	TongExt_SummonBoss	51	9
sè bang më Thñ Hé §å §»ng cÊp 10	558	TongExt	TongExt_SummonBoss	51	10
sè lÇn ph¸t th­ëng Phóc lîi bang cÊp 1	559	TongExt	TongExt_GiveGift	52	1
sè lÇn ph¸t th­ëng Phóc lîi bang cÊp 2	560	TongExt	TongExt_GiveGift	52	2
sè lÇn ph¸t th­ëng Phóc lîi bang cÊp 3	561	TongExt	TongExt_GiveGift	52	3
sè mua §å §»ng TriÖu Gäi Phï CÊp 1 trong bang	562	TongExt	TongExt_BuyBossTicket	53	1
