Level	Name	Category	G	D	P	Weight
3	V©n-Thôy DiÖp	17	0	122	447	1400
3	V©n-V©n Ú	17	0	122	448	1400
3	V©n-Thanh TÕ	17	0	122	449	1400
3	V©n-Quý Thu	17	0	122	450	1400
3	V©n-Ng©n Tróc	17	0	122	451	1400
3	V©n-Ngù K×nh	17	0	122	452	3000
4	V©n-Thôy DiÖp	17	0	122	453	1400
4	V©n-V©n Ú	17	0	122	454	1400
4	V©n-Thanh TÕ	17	0	122	455	1400
4	V©n-Quý Thu	17	0	122	456	1400
4	V©n-Ng©n Tróc	17	0	122	457	1400
4	V©n-Ngù K×nh	17	0	122	458	3000
5	V©n-Thôy DiÖp	17	0	122	459	1400
5	V©n-V©n Ú	17	0	122	460	1400
5	V©n-Thanh TÕ	17	0	122	461	1400
5	V©n-Quý Thu	17	0	122	462	1400
5	V©n-Ng©n Tróc	17	0	122	463	1400
5	V©n-Ngù K×nh	17	0	122	464	3000
6	V©n-Thôy DiÖp	17	0	122	465	1400
6	V©n-V©n Ú	17	0	122	466	1400
6	V©n-Thanh TÕ	17	0	122	467	1400
6	V©n-Quý Thu	17	0	122	468	1400
6	V©n-Ng©n Tróc	17	0	122	469	1400
6	V©n-Ngù K×nh	17	0	122	470	3000
7	V©n-Thôy DiÖp	17	0	122	471	1400
7	V©n-V©n Ú	17	0	122	472	1400
7	V©n-Thanh TÕ	17	0	122	473	1400
7	V©n-Quý Thu	17	0	122	474	1400
7	V©n-Ng©n Tróc	17	0	122	475	1400
7	V©n-Ngù K×nh	17	0	122	476	3000
8	V©n-Thôy DiÖp	17	0	122	623	5500
8	V©n-V©n Õ	17	0	122	624	5500
8	V©n-Thanh TÕ	17	0	122	625	5500
8	V©n-Thiªn Ng­ng	17	0	122	626	5500
8	V©n-Ng©n Tróc	17	0	122	627	5500
8	V©n-Ngù K×nh	17	0	122	628	5500
1	Vò-Long NhuËn	18	0	122	477	1000
1	Vò-Linh Tr¹ch	18	0	122	478	1000
1	Vò-M¹ch L©m	18	0	122	479	3000
1	Vò-Ngù K×nh	18	0	122	480	5000
2	Vò-Long NhuËn	18	0	122	481	1000
2	Vò-Linh Tr¹ch	18	0	122	482	1000
2	Vò-M¹ch L©m	18	0	122	483	3000
2	Vò-Ngù K×nh	18	0	122	484	5000
3	Vò-Long NhuËn	18	0	122	485	1000
3	Vò-Linh Tr¹ch	18	0	122	486	1000
3	Vò-M¹ch L©m	18	0	122	487	3000
3	Vò-Ngù K×nh	18	0	122	488	5000
4	Vò-Long NhuËn	18	0	122	489	1000
4	Vò-Linh Tr¹ch	18	0	122	490	1000
4	Vò-M¹ch L©m	18	0	122	491	3000
4	Vò-Ngù K×nh	18	0	122	492	5000
5	Vò-Long NhuËn	18	0	122	493	1000
5	Vò-Linh Tr¹ch	18	0	122	494	1000
5	Vò-M¹ch L©m	18	0	122	495	3000
5	Vò-Ngù K×nh	18	0	122	496	5000
6	Vò-Long NhuËn	18	0	122	497	1000
6	Vò-Linh Tr¹ch	18	0	122	498	1000
6	Vò-M¹ch L©m	18	0	122	499	3000
6	Vò-Ngù K×nh	18	0	122	500	5000
7	Vò-Long NhuËn	18	0	122	501	1000
7	Vò-Linh Tr¹ch	18	0	122	502	1000
7	Vò-M¹ch L©m	18	0	122	503	3000
7	Vò-Ngù K×nh	18	0	122	504	5000
8	Vò-Long NhuËn	18	0	122	629	5500
8	Vò-Linh Tr¹ch	18	0	122	630	5500
8	Vò-M¹ch L©m	18	0	122	631	5500
8	Vò-Ngù K×nh	18	0	122	632	5500
1	TuyÕt-Hµn T«	19	0	122	505	2500
1	TuyÕt-Ng­ng Vò	19	0	122	506	2500
1	TuyÕt-To¸i Ngäc	19	0	122	507	1000
1	TuyÕt-Ngù K×nh	19	0	122	508	4000
2	TuyÕt-Hµn T«	19	0	122	509	2500
2	TuyÕt-Ng­ng Vò	19	0	122	510	2500
2	TuyÕt-To¸i Ngäc	19	0	122	511	1000
2	TuyÕt-Ngù K×nh	19	0	122	512	4000
3	TuyÕt-Hµn T«	19	0	122	513	2500
3	TuyÕt-Ng­ng Vò	19	0	122	514	2500
3	TuyÕt-To¸i Ngäc	19	0	122	515	1000
3	TuyÕt-Ngù K×nh	19	0	122	516	4000
4	TuyÕt-Hµn T«	19	0	122	517	2500
4	TuyÕt-Ng­ng Vò	19	0	122	518	2500
4	TuyÕt-To¸i Ngäc	19	0	122	519	1000
4	TuyÕt-Ngù K×nh	19	0	122	520	4000
5	TuyÕt-Hµn T«	19	0	122	521	2500
5	TuyÕt-Ng­ng Vò	19	0	122	522	2500
5	TuyÕt-To¸i Ngäc	19	0	122	523	1000
5	TuyÕt-Ngù K×nh	19	0	122	524	4000
6	TuyÕt-Hµn T«	19	0	122	525	2500
6	TuyÕt-Ng­ng Vò	19	0	122	526	2500
6	TuyÕt-To¸i Ngäc	19	0	122	527	1000
6	TuyÕt-Ngù K×nh	19	0	122	528	4000
7	TuyÕt-Hµn T«	19	0	122	529	2500
7	TuyÕt-Ng­ng Vò	19	0	122	530	2500
7	TuyÕt-To¸i Ngäc	19	0	122	531	1000
7	TuyÕt-Ngù K×nh	19	0	122	532	4000
8	TuyÕt-Hµn T«	19	0	122	633	5500
8	TuyÕt-Ng­ng Vò	19	0	122	634	5500
8	TuyÕt-To¸i Ngäc	19	0	122	635	5500
8	TuyÕt-Ngù K×nh	19	0	122	636	5500
1	S­¬ng-Thanh N÷	20	0	122	533	500
1	S­¬ng-Vi TiÕt	20	0	122	534	500
1	S­¬ng-S­¬ng Tù	20	0	122	535	4000
1	S­¬ng-Ngù K×nh	20	0	122	536	5000
2	S­¬ng-Thanh N÷	20	0	122	537	500
2	S­¬ng-Vi TiÕt	20	0	122	538	500
2	S­¬ng-S­¬ng Tù	20	0	122	539	4000
2	S­¬ng-Ngù K×nh	20	0	122	540	5000
3	S­¬ng-Thanh N÷	20	0	122	541	500
3	S­¬ng-Vi TiÕt	20	0	122	542	500
3	S­¬ng-S­¬ng Tù	20	0	122	543	4000
3	S­¬ng-Ngù K×nh	20	0	122	544	5000
4	S­¬ng-Thanh N÷	20	0	122	545	500
4	S­¬ng-Vi TiÕt	20	0	122	546	500
4	S­¬ng-S­¬ng Tù	20	0	122	547	4000
4	S­¬ng-Ngù K×nh	20	0	122	548	5000
5	S­¬ng-Thanh N÷	20	0	122	549	500
5	S­¬ng-Vi TiÕt	20	0	122	550	500
5	S­¬ng-S­¬ng Tù	20	0	122	551	4000
5	S­¬ng-Ngù K×nh	20	0	122	552	5000
6	S­¬ng-Thanh N÷	20	0	122	553	500
6	S­¬ng-Vi TiÕt	20	0	122	554	500
6	S­¬ng-S­¬ng Tù	20	0	122	555	4000
6	S­¬ng-Ngù K×nh	20	0	122	556	5000
7	S­¬ng-Thanh N÷	20	0	122	557	500
7	S­¬ng-Vi TiÕt	20	0	122	558	500
7	S­¬ng-S­¬ng Tù	20	0	122	559	4000
7	S­¬ng-Ngù K×nh	20	0	122	560	5000
8	S­¬ng-Thanh N÷	20	0	122	637	5500
8	S­¬ng-Vi TiÕt	20	0	122	638	5500
8	S­¬ng-S­¬ng Tù	20	0	122	639	5500
8	S­¬ng-Ngù K×nh	20	0	122	640	5500
