ID	Type	Title	Remark	BaguaFlag	SpecialOpStr	SpecialOpDesc	BangdingFlag	BatchNum	LimitTaskValue_0	LimitTaskValue_1	CostTaskValue_0	LimitDesc	CostItem_0	CostItem_1	CostItem_2	CostItem_3	CostItem_4	CostVMoney_0	CostVMoney_1	CostVMoney_2	StatKey
30501	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖìø×Úğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3066;1	2;95;204;5				1;3000000			
30502	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖìø×Úğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3067;1	2;95;204;5				1;3000000			
30503	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖÎä×Úğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3068;1	2;95;204;5				1;3000000			
30504	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖÎä×Úğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3069;1	2;95;204;5				1;3000000			
30505	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3070;1	2;95;204;5				1;3000000			
30506	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3071;1	2;95;204;5				1;3000000			
30507	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3072;1	2;95;204;5				1;3000000			
30508	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3073;1	2;95;204;5				1;3000000			
30509	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒ·ğ¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3074;1	2;95;204;5				1;3000000			
30510	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒ·ğ¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3075;1	2;95;204;5				1;3000000			
30511	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒË×¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3076;1	2;95;204;5				1;3000000			
30512	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒË×¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3077;1	2;95;204;5				1;3000000			
30513	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3078;1	2;95;204;5				1;3000000			
30514	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3079;1	2;95;204;5				1;3000000			
30515	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3080;1	2;95;204;5				1;3000000			
30516	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3081;1	2;95;204;5				1;3000000			
30517	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3082;1	2;95;204;5				1;3000000			
30518	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3083;1	2;95;204;5				1;3000000			
30519	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3084;1	2;95;204;5				1;3000000			
30520	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3085;1	2;95;204;5				1;3000000			
30521	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3086;1	2;95;204;5				1;3000000			
30522	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3087;1	2;95;204;5				1;3000000			
30523	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3088;1	2;95;204;5				1;3000000			
30524	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3089;1	2;95;204;5				1;3000000			
30525	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3090;1	2;95;204;5				1;3000000			
30526	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3091;1	2;95;204;5				1;3000000			
30527	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3092;1	2;95;204;5				1;3000000			
30528	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3093;1	2;95;204;5				1;3000000			
30529	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3094;1	2;95;204;5				1;3000000			
30530	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3095;1	2;95;204;5				1;3000000			
30531	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3096;1	2;95;204;5				1;3000000			
30532	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3097;1	2;95;204;5				1;3000000			
30533	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅ¹­Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3098;1	2;95;204;5				1;3000000			
30534	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅ¹­Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3099;1	2;95;204;5				1;3000000			
30535	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅ¹­Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3100;1	2;95;204;5				1;3000000			
30536	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅ¹­Æïğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3101;1	2;95;204;5				1;3000000			
30537	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾Ğ°ÏÀğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3102;1	2;95;204;5				1;3000000			
30538	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾Ğ°ÏÀğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3103;1	2;95;204;5				1;3000000			
30539	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾Ğ°ÏÀğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3104;1	2;95;204;5				1;3000000			
30540	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾Ğ°ÏÀğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3105;1	2;95;204;5				1;3000000			
30541	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾¹ÆÊ¦ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3106;1	2;95;204;5				1;3000000			
30542	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾¹ÆÊ¦ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3107;1	2;95;204;5				1;3000000			
30543	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾¹ÆÊ¦ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3108;1	2;95;204;5				1;3000000			
30544	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îå¶¾¹ÆÊ¦ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3109;1	2;95;204;5				1;3000000			
30545	1	N©ng cÊp trang bŞ H¹o NguyÖt	À¥ÂØÌìÊ¦ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3110;1	2;95;204;5				1;3000000			
30546	1	N©ng cÊp trang bŞ H¹o NguyÖt	À¥ÂØÌìÊ¦ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3111;1	2;95;204;5				1;3000000			
30547	1	N©ng cÊp trang bŞ H¹o NguyÖt	´äÑÌÎèÏÉğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3124;1	2;95;204;5				1;3000000			
30548	1	N©ng cÊp trang bŞ H¹o NguyÖt	´äÑÌÎèÏÉğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3125;1	2;95;204;5				1;3000000			
30549	1	N©ng cÊp trang bŞ H¹o NguyÖt	´äÑÌÁéÅ®ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3126;1	2;95;204;5				1;3000000			
30550	1	N©ng cÊp trang bŞ H¹o NguyÖt	´äÑÌÁéÅ®ğ©ÔÂÒÂ+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;100;3127;1	2;95;204;5				1;3000000			
30551	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖË×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3064;1	2;95;204;5				1;3000000			
30552	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖË×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3065;1	2;95;204;5				1;3000000			
30553	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖìø×Úğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3066;1	2;95;204;5				1;3000000			
30554	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖìø×Úğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3067;1	2;95;204;5				1;3000000			
30555	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖÎä×Úğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3068;1	2;95;204;5				1;3000000			
30556	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÉÙÁÖÎä×Úğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3069;1	2;95;204;5				1;3000000			
30557	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3070;1	2;95;204;5				1;3000000			
30558	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3071;1	2;95;204;5				1;3000000			
30559	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3072;1	2;95;204;5				1;3000000			
30560	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÌÆÃÅğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3073;1	2;95;204;5				1;3000000			
30561	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒ·ğ¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3074;1	2;95;204;5				1;3000000			
30562	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒ·ğ¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3075;1	2;95;204;5				1;3000000			
30563	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒË×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3076;1	2;95;204;5				1;3000000			
30564	1	N©ng cÊp trang bŞ H¹o NguyÖt	¶ëáÒË×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3077;1	2;95;204;5				1;3000000			
30565	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3078;1	2;95;204;5				1;3000000			
30566	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3079;1	2;95;204;5				1;3000000			
30567	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3080;1	2;95;204;5				1;3000000			
30568	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ï¾»ÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3081;1	2;95;204;5				1;3000000			
30569	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3082;1	2;95;204;5				1;3000000			
30570	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3083;1	2;95;204;5				1;3000000			
30571	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3084;1	2;95;204;5				1;3000000			
30572	1	N©ng cÊp trang bŞ H¹o NguyÖt	Ø¤°ïÎÛÒÂğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3085;1	2;95;204;5				1;3000000			
30573	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3086;1	2;95;204;5				1;3000000			
30574	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3087;1	2;95;204;5				1;3000000			
30575	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3088;1	2;95;204;5				1;3000000			
30576	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±µÀ¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3089;1	2;95;204;5				1;3000000			
30577	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3090;1	2;95;204;5				1;3000000			
30578	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3091;1	2;95;204;5				1;3000000			
30579	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3092;1	2;95;204;5				1;3000000			
30580	1	N©ng cÊp trang bŞ H¹o NguyÖt	Îäµ±Ë×¼Òğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3093;1	2;95;204;5				1;3000000			
30581	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3094;1	2;95;204;5				1;3000000			
30582	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3095;1	2;95;204;5				1;3000000			
30583	1	N©ng cÊp trang bŞ H¹o NguyÖt	ÑîÃÅÇ¹Æïğ©ÔÂ¿ã+5¸öÌìî¸ÁîÉı¼¶ÖÁÒ«Ñô×°±¸		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån							0;101;3096;1	2;95;204;5				1;3000000			
