ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Charm
141	2		0;110;27	7	100;300;900	4			5
139	3	Bé Thanh Linh [®Æc gi¸]	0;108;47	7	100;300;900	4			5
140	3		0;109;47	7	100;300;900	4			5
141	3		0;110;47	7	100;300;900	4			5
139	4	Bé Vâ §Êu [®Æc gi¸]	0;108;62	7	100;300;900	4			5
140	4		0;109;62	7	100;300;900	4			5
141	4		0;110;62	7	100;300;900	4			5
142	1	Bé Thiªn Gi¸ng [®Æc gi¸]	0;108;18	7	100;300;900	4			5
143	1		0;109;18	7	100;300;900	4			5
144	1		0;110;18	7	100;300;900	4			5
142	2	Bé Háa Thï [®Æc gi¸]	0;108;34	7	100;300;900	4			5
143	2		0;109;34	7	100;300;900	4			5
144	2		0;110;34	7	100;300;900	4			5
142	3	Bé Hå C¬ [®Æc gi¸]	0;108;50	7	100;300;900	4			5
143	3		0;109;50	7	100;300;900	4			5
144	3		0;110;50	7	100;300;900	4			5
142	4	Bé Thó §Êu [®Æc gi¸]	0;108;67	7	100;300;900	4			5
143	4		0;109;67	7	100;300;900	4			5
144	4		0;110;67	7	100;300;900	4			5
145	1	¢m Hån L­u Kim	0;108;680	7	300;900;2700	4			50
145	2		0;108;681	7	300;900;2700	4			50
145	3		0;108;682	7	300;900;2700	4			50
145	4		0;108;683	7	300;900;2700	4			50
146	1		0;109;680	7	300;900;2700	4			50
146	2		0;109;681	7	300;900;2700	4			50
146	3		0;109;682	7	300;900;2700	4			50
146	4		0;109;683	7	300;900;2700	4			50
147	1		0;110;680	7	300;900;2700	4			50
147	2		0;110;681	7	300;900;2700	4			50
147	3		0;110;682	7	300;900;2700	4			50
147	4		0;110;683	7	300;900;2700	4			50
148	1	T­¬ng KiÕn Huan	0;108;725	7	300;900;2700	4			50
148	2		0;108;726	7	300;900;2700	4			50
148	3		0;108;727	7	300;900;2700	4			50
148	4		0;108;728	7	300;900;2700	4			50
149	1		0;109;725	7	300;900;2700	4			50
149	2		0;109;726	7	300;900;2700	4			50
149	3		0;109;727	7	300;900;2700	4			50
149	4		0;109;728	7	300;900;2700	4			50
150	1		0;110;725	7	300;900;2700	4			50
150	2		0;110;726	7	300;900;2700	4			50
150	3		0;110;727	7	300;900;2700	4			50
150	4		0;110;728	7	300;900;2700	4			50
151	1	ThiÕu Niªn Du	0;108;721	7	300;900;2700	4			50
151	2		0;108;722	7	300;900;2700	4			50
151	3		0;108;723	7	300;900;2700	4			50
151	4		0;108;724	7	300;900;2700	4			50
152	1		0;109;721	7	300;900;2700	4			50
152	2		0;109;722	7	300;900;2700	4			50
152	3		0;109;723	7	300;900;2700	4			50
152	4		0;109;724	7	300;900;2700	4			50
153	1		0;110;721	7	300;900;2700	4			50
153	2		0;110;722	7	300;900;2700	4			50
153	3		0;110;723	7	300;900;2700	4			50
153	4		0;110;724	7	300;900;2700	4			50
154	1	PhÇn Háa ¢m S­¬ng(®æ)[thÕ lùc]	0;108;701	7	300;900;2700	4			50
154	2		0;108;702	7	300;900;2700	4			50
154	3		0;108;703	7	300;900;2700	4			50
154	4		0;108;704	7	300;900;2700	4			50
155	1		0;109;701	7	300;900;2700	4			50
155	2		0;109;702	7	300;900;2700	4			50
155	3		0;109;703	7	300;900;2700	4			50
155	4		0;109;704	7	300;900;2700	4			50
156	1		0;110;701	7	300;900;2700	4			50
156	2		0;110;702	7	300;900;2700	4			50
156	3		0;110;703	7	300;900;2700	4			50
156	4		0;110;704	7	300;900;2700	4			50
157	1	PhÇn Háa ¢m S­¬ng(vµng)[thÕ lùc]	0;108;705	7	300;900;2700	4			50
157	2		0;108;706	7	300;900;2700	4			50
157	3		0;108;707	7	300;900;2700	4			50
157	4		0;108;708	7	300;900;2700	4			50
158	1		0;109;705	7	300;900;2700	4			50
158	2		0;109;706	7	300;900;2700	4			50
158	3		0;109;707	7	300;900;2700	4			50
158	4		0;109;708	7	300;900;2700	4			50
159	1		0;110;705	7	300;900;2700	4			50
159	2		0;110;706	7	300;900;2700	4			50
159	3		0;110;707	7	300;900;2700	4			50
159	4		0;110;708	7	300;900;2700	4			50
160	1	PhÇn Háa ¢m S­¬ng(®en)[thÕ lùc]	0;108;709	7	300;900;2700	4			50
160	2		0;108;710	7	300;900;2700	4			50
160	3		0;108;711	7	300;900;2700	4			50
160	4		0;108;712	7	300;900;2700	4			50
161	1		0;109;709	7	300;900;2700	4			50
161	2		0;109;710	7	300;900;2700	4			50
161	3		0;109;711	7	300;900;2700	4			50
161	4		0;109;712	7	300;900;2700	4			50
162	1		0;110;709	7	300;900;2700	4			50
162	2		0;110;710	7	300;900;2700	4			50
162	3		0;110;711	7	300;900;2700	4			50
162	4		0;110;712	7	300;900;2700	4			50
163	1	Song §¸n Trang	0;108;901	7	1500;4500;13500	4			50
163	2		0;108;902	7	1500;4500;13500	4			50
163	3		0;108;903	7	1500;4500;13500	4			50
163	4		0;108;904	7	1500;4500;13500	4			50
164	1		0;109;901	7	1500;4500;13500	4			100
164	2		0;109;902	7	1500;4500;13500	4			100
164	3		0;109;903	7	1500;4500;13500	4			100
164	4		0;109;904	7	1500;4500;13500	4			100
165	1		0;110;901	7	1500;4500;13500	4			100
165	2		0;110;902	7	1500;4500;13500	4			100
165	3		0;110;903	7	1500;4500;13500	4			100
165	4		0;110;904	7	1500;4500;13500	4			100
166	1	Khæng T­íc Minh V­¬ng Trang	0;108;929	7	1500;4500;13500	10			50
166	2		0;108;930	7	1500;4500;13500	10			50
166	3		0;108;931	7	1500;4500;13500	10			50
166	4		0;108;932	7	1500;4500;13500	10			50
167	1		0;109;929	7	1500;4500;13500	10			100
167	2		0;109;930	7	1500;4500;13500	10			100
167	3		0;109;931	7	1500;4500;13500	10			100
167	4		0;109;932	7	1500;4500;13500	10			100
168	1		0;110;929	7	1500;4500;13500	10			100
168	2		0;110;930	7	1500;4500;13500	10			100
168	3		0;110;931	7	1500;4500;13500	10			100
168	4		0;110;932	7	1500;4500;13500	10			100
169	1	Mò Ho¸n Hïng	0;108;622	7	9999;19999;29999	10			50
169	2		0;108;623	7	9999;19999;29999	10			50
169	3		0;108;624	7	9999;19999;29999	10			50
169	4		0;108;625	7	9999;19999;29999	10			50
170	1	Tö D¹ Trang	0;108;825	7	9999;19999;29999	10			50
170	2		0;108;826	7	9999;19999;29999	10			50
170	3		0;108;827	7	9999;19999;29999	10			50
170	4		0;108;828	7	9999;19999;29999	10			50
171	1		0;109;825	7	9999;19999;29999	10			100
171	2		0;109;826	7	9999;19999;29999	10			100
171	3		0;109;827	7	9999;19999;29999	10			100
171	4		0;109;828	7	9999;19999;29999	10			100
172	1		0;110;825	7	9999;19999;29999	10			100
172	2		0;110;826	7	9999;19999;29999	10			100
172	3		0;110;827	7	9999;19999;29999	10			100
172	4		0;110;828	7	9999;19999;29999	10			100
173	1	Cung Th­¬ng Gi¸c Vò	0;108;937	7	9999;19999;29999	10			50
173	2		0;108;938	7	9999;19999;29999	10			50
173	3		0;108;939	7	9999;19999;29999	10			50
173	4		0;108;940	7	9999;19999;29999	10			50
174	1		0;109;937	7	9999;19999;29999	10			100
174	2		0;109;938	7	9999;19999;29999	10			100
174	3		0;109;939	7	9999;19999;29999	10			100
174	4		0;109;940	7	9999;19999;29999	10			100
175	1		0;110;937	7	9999;19999;29999	10			100
175	2		0;110;938	7	9999;19999;29999	10			100
175	3		0;110;939	7	9999;19999;29999	10			100
175	4		0;110;940	7	9999;19999;29999	10			100
176	1	Thiªn Vò Cµ Sa	0;108;713	7	9999;19999;29999	10			200
176	2		0;108;714	7	9999;19999;29999	10			200
176	3		0;108;715	7	9999;19999;29999	10			200
176	4		0;108;716	7	9999;19999;29999	10			200
177	1		0;109;713	7	9999;19999;29999	10			200
177	2		0;109;714	7	9999;19999;29999	10			200
177	3		0;109;715	7	9999;19999;29999	10			200
177	4		0;109;716	7	9999;19999;29999	10			200
178	1		0;110;713	7	9999;19999;29999	10			200
178	2		0;110;714	7	9999;19999;29999	10			200
178	3		0;110;715	7	9999;19999;29999	10			200
178	4		0;110;716	7	9999;19999;29999	10			200
179	1	DiÖp Th­îng Thu Phong Trang	0;108;953	7	9999;19999;29999	10			200
179	2		0;108;954	7	9999;19999;29999	10			200
179	3		0;108;955	7	9999;19999;29999	10			200
179	4		0;108;956	7	9999;19999;29999	10			200
180	1		0;109;953	7	9999;19999;29999	10			200
180	2		0;109;954	7	9999;19999;29999	10			200
180	3		0;109;955	7	9999;19999;29999	10			200
180	4		0;109;956	7	9999;19999;29999	10			200
181	1		0;110;953	7	9999;19999;29999	10			200
181	2		0;110;954	7	9999;19999;29999	10			200
181	3		0;110;955	7	9999;19999;29999	10			200
181	4		0;110;956	7	9999;19999;29999	10			200
182	1	TiÒn Long Trang	0;108;837	7	9999;19999;29999	10			25
182	2		0;108;838	7	9999;19999;29999	10			25
182	3		0;108;839	7	9999;19999;29999	10			25
182	4		0;108;840	7	9999;19999;29999	10			25
183	1		0;109;837	7	9999;19999;29999	10			25
183	2		0;109;838	7	9999;19999;29999	10			25
183	3		0;109;839	7	9999;19999;29999	10			25
183	4		0;109;840	7	9999;19999;29999	10			25
184	1		0;110;837	7	9999;19999;29999	10			25
184	2		0;110;838	7	9999;19999;29999	10			25
184	3		0;110;839	7	9999;19999;29999	10			25
184	4		0;110;840	7	9999;19999;29999	10			25
185	1	ChØ Thñy Trang	0;108;833	7	9999;19999;29999	10			25
185	2		0;108;834	7	9999;19999;29999	10			25
185	3		0;108;835	7	9999;19999;29999	10			25
185	4		0;108;836	7	9999;19999;29999	10			25
186	1		0;109;833	7	9999;19999;29999	10			25
186	2		0;109;834	7	9999;19999;29999	10			25
186	3		0;109;835	7	9999;19999;29999	10			25
186	4		0;109;836	7	9999;19999;29999	10			25
187	1		0;110;833	7	9999;19999;29999	10			25
187	2		0;110;834	7	9999;19999;29999	10			25
187	3		0;110;835	7	9999;19999;29999	10			25
187	4		0;110;836	7	9999;19999;29999	10			25
188	1	XÝch Viªn Léng H¹c Trang	0;108;985	7	9999;19999;29999	10			50
188	2		0;108;986	7	9999;19999;29999	10			50
188	3		0;108;987	7	9999;19999;29999	10			50
188	4		0;108;988	7	9999;19999;29999	10			50
189	1		0;109;985	7	9999;19999;29999	10			100
189	2		0;109;986	7	9999;19999;29999	10			100
189	3		0;109;987	7	9999;19999;29999	10			100
189	4		0;109;988	7	9999;19999;29999	10			100
190	1		0;110;985	7	9999;19999;29999	10			100
190	2		0;110;986	7	9999;19999;29999	10			100
190	3		0;110;987	7	9999;19999;29999	10			100
190	4		0;110;988	7	9999;19999;29999	10			100
191	1	Trang	0;108;811	7	9999;19999;29999	10			50
191	2		0;108;812	7	9999;19999;29999	10			50
191	3		0;108;813	7	9999;19999;29999	10			50
191	4		0;108;814	7	9999;19999;29999	10			50
192	1		0;109;811	7	9999;19999;29999	10			50
192	2		0;109;812	7	9999;19999;29999	10			50
192	3		0;109;813	7	9999;19999;29999	10			50
192	4		0;109;814	7	9999;19999;29999	10			50
193	1		0;110;811	7	9999;19999;29999	10			50
193	2		0;110;812	7	9999;19999;29999	10			50
193	3		0;110;813	7	9999;19999;29999	10			50
193	4		0;110;814	7	9999;19999;29999	10			50
194	1	ChÝnh D­¬ng trang	0;108;668	7	9999;19999;29999	10			25
194	2		0;108;669	7	9999;19999;29999	10			25
194	3		0;108;670	7	9999;19999;29999	10			25
194	4		0;108;671	7	9999;19999;29999	10			25
195	1		0;109;668	7	9999;19999;29999	10			25
195	2		0;109;669	7	9999;19999;29999	10			25
195	3		0;109;670	7	9999;19999;29999	10			25
195	4		0;109;671	7	9999;19999;29999	10			25
196	1		0;110;668	7	9999;19999;29999	10			25
196	2		0;110;669	7	9999;19999;29999	10			25
196	3		0;110;670	7	9999;19999;29999	10			25
196	4		0;110;671	7	9999;19999;29999	10			25
197	1	ThÇn Xµ trang	0;108;717	7	9999;19999;29999	10			25
197	2		0;108;718	7	9999;19999;29999	10			25
197	3		0;108;719	7	9999;19999;29999	10			25
197	4		0;108;720	7	9999;19999;29999	10			25
198	1		0;109;717	7	9999;19999;29999	10			25
198	2		0;109;718	7	9999;19999;29999	10			25
198	3		0;109;719	7	9999;19999;29999	10			25
198	4		0;109;720	7	9999;19999;29999	10			25
199	1		0;110;717	7	9999;19999;29999	10			25
199	2		0;110;718	7	9999;19999;29999	10			25
199	3		0;110;719	7	9999;19999;29999	10			25
199	4		0;110;720	7	9999;19999;29999	10			25
200	1	Hµo KhÝ trang	0;108;10009	7	9999;19999;29999	10			25
200	2		0;108;10010	7	9999;19999;29999	10			25
200	3		0;108;10011	7	9999;19999;29999	10			25
200	4		0;108;10012	7	9999;19999;29999	10			25
201	1		0;109;10009	7	9999;19999;29999	10			25
201	2		0;109;10010	7	9999;19999;29999	10			25
201	3		0;109;10011	7	9999;19999;29999	10			25
201	4		0;109;10012	7	9999;19999;29999	10			25
202	1		0;110;10009	7	9999;19999;29999	10			25
202	2		0;110;10010	7	9999;19999;29999	10			25
202	3		0;110;10011	7	9999;19999;29999	10			25
202	4		0;110;10012	7	9999;19999;29999	10			25
203	1	Linh KhÝ trang	0;108;10021	7	9999;19999;29999	10			25
203	2		0;108;10022	7	9999;19999;29999	10			25
203	3		0;108;10023	7	9999;19999;29999	10			25
203	4		0;108;10024	7	9999;19999;29999	10			25
204	1		0;109;10021	7	9999;19999;29999	10			25
204	2		0;109;10022	7	9999;19999;29999	10			25
204	3		0;109;10023	7	9999;19999;29999	10			25
204	4		0;109;10024	7	9999;19999;29999	10			25
205	1		0;110;10021	7	9999;19999;29999	10			25
205	2		0;110;10022	7	9999;19999;29999	10			25
205	3		0;110;10023	7	9999;19999;29999	10			25
205	4		0;110;10024	7	9999;19999;29999	10			25
206	1	L«i Hæ trang	0;108;10001	7	9999;19999;29999	10			50
206	2		0;108;10002	7	9999;19999;29999	10			50
206	3		0;108;10003	7	9999;19999;29999	10			50
206	4		0;108;10004	7	9999;19999;29999	10			50
207	1		0;109;10001	7	9999;19999;29999	10			50
207	2		0;109;10002	7	9999;19999;29999	10			50
207	3		0;109;10003	7	9999;19999;29999	10			50
207	4		0;109;10004	7	9999;19999;29999	10			50
208	1		0;110;10001	7	9999;19999;29999	10			50
208	2		0;110;10002	7	9999;19999;29999	10			50
208	3		0;110;10003	7	9999;19999;29999	10			50
208	4		0;110;10004	7	9999;19999;29999	10			50
209	1	L«i Hæ Gi¸ng L©m trang	0;108;10005	7	9999;19999;29999	10			50
209	2		0;108;10006	7	9999;19999;29999	10			50
209	3		0;108;10007	7	9999;19999;29999	10			50
209	4		0;108;10008	7	9999;19999;29999	10			50
210	1		0;109;10005	7	9999;19999;29999	10			50
210	2		0;109;10006	7	9999;19999;29999	10			50
210	3		0;109;10007	7	9999;19999;29999	10			50
210	4		0;109;10008	7	9999;19999;29999	10			50
211	1		0;110;10005	7	9999;19999;29999	10			50
211	2		0;110;10006	7	9999;19999;29999	10			50
211	3		0;110;10007	7	9999;19999;29999	10			50
211	4		0;110;10008	7	9999;19999;29999	10			50
212	1	Háa Phông trang	0;108;10013	7	9999;19999;29999	10			50
212	2		0;108;10014	7	9999;19999;29999	10			50
212	3		0;108;10015	7	9999;19999;29999	10			50
212	4		0;108;10016	7	9999;19999;29999	10			50
213	1		0;109;10013	7	9999;19999;29999	10			50
213	2		0;109;10014	7	9999;19999;29999	10			50
213	3		0;109;10015	7	9999;19999;29999	10			50
213	4		0;109;10016	7	9999;19999;29999	10			50
214	1		0;110;10013	7	9999;19999;29999	10			50
214	2		0;110;10014	7	9999;19999;29999	10			50
214	3		0;110;10015	7	9999;19999;29999	10			50
214	4		0;110;10016	7	9999;19999;29999	10			50
215	1	Háa Phông Gi¸ng ThÕ trang	0;108;10017	7	9999;19999;29999	10			50
215	2		0;108;10018	7	9999;19999;29999	10			50
215	3		0;108;10019	7	9999;19999;29999	10			50
215	4		0;108;10020	7	9999;19999;29999	10			50
216	1		0;109;10017	7	9999;19999;29999	10			50
216	2		0;109;10018	7	9999;19999;29999	10			50
216	3		0;109;10019	7	9999;19999;29999	10			50
216	4		0;109;10020	7	9999;19999;29999	10			50
217	1		0;110;10017	7	9999;19999;29999	10			50
217	2		0;110;10018	7	9999;19999;29999	10			50
217	3		0;110;10019	7	9999;19999;29999	10			50
217	4		0;110;10020	7	9999;19999;29999	10			50
218	1	ChÝch V©n trang	0;108;578	7	9999;19999;29999	10			200
218	2		0;108;579	7	9999;19999;29999	10			200
218	3		0;108;580	7	9999;19999;29999	10			200
218	4		0;108;581	7	9999;19999;29999	10			200
219	1		0;109;578	7	9999;19999;29999	10			200
219	2		0;109;579	7	9999;19999;29999	10			200
219	3		0;109;580	7	9999;19999;29999	10			200
219	4		0;109;581	7	9999;19999;29999	10			200
220	1		0;110;578	7	9999;19999;29999	10			200
220	2		0;110;579	7	9999;19999;29999	10			200
220	3		0;110;580	7	9999;19999;29999	10			200
220	4		0;110;581	7	9999;19999;29999	10			200
221	1	Thanh S­¬ng trang	0;108;634	7	9999;19999;29999	10			20
221	2		0;108;635	7	9999;19999;29999	10			20
221	3		0;108;636	7	9999;19999;29999	10			20
221	4		0;108;637	7	9999;19999;29999	10			20
222	1		0;109;634	7	9999;19999;29999	10			15
222	2		0;109;635	7	9999;19999;29999	10			15
222	3		0;109;636	7	9999;19999;29999	10			15
222	4		0;109;637	7	9999;19999;29999	10			15
223	1		0;110;634	7	9999;19999;29999	10			15
223	2		0;110;635	7	9999;19999;29999	10			15
223	3		0;110;636	7	9999;19999;29999	10			15
223	4		0;110;637	7	9999;19999;29999	10			15
224	1	Xu©n  Trang	0;108;1005	7	9999;19999;29999	10			50
224	2		0;108;1006	7	9999;19999;29999	10			50
224	3		0;108;1007	7	9999;19999;29999	10			50
224	4		0;108;1008	7	9999;19999;29999	10			50
225	1		0;109;1005	7	9999;19999;29999	10			50
225	2		0;109;1006	7	9999;19999;29999	10			50
225	3		0;109;1007	7	9999;19999;29999	10			50
225	4		0;109;1008	7	9999;19999;29999	10			50
226	1		0;110;1005	7	9999;19999;29999	10			50
226	2		0;110;1006	7	9999;19999;29999	10			50
226	3		0;110;1007	7	9999;19999;29999	10			50
226	4		0;110;1008	7	9999;19999;29999	10			50
227	1	VÊn T×nh Trang	0;108;1009	7	9999;19999;29999	10			50
227	2		0;108;1010	7	9999;19999;29999	10			50
227	3		0;108;1011	7	9999;19999;29999	10			50
227	4		0;108;1012	7	9999;19999;29999	10			50
228	1		0;109;1009	7	9999;19999;29999	10			50
228	2		0;109;1010	7	9999;19999;29999	10			50
228	3		0;109;1011	7	9999;19999;29999	10			50
228	4		0;109;1012	7	9999;19999;29999	10			50
229	1		0;110;1009	7	9999;19999;29999	10			50
229	2		0;110;1010	7	9999;19999;29999	10			50
229	3		0;110;1011	7	9999;19999;29999	10			50
229	4		0;110;1012	7	9999;19999;29999	10			50
230	1	X¶o  Trang	0;108;1053	7	9999;19999;29999	10			50
230	2		0;108;1054	7	9999;19999;29999	10			50
230	3		0;108;1055	7	9999;19999;29999	10			50
230	4		0;108;1056	7	9999;19999;29999	10			50
231	1		0;109;1053	7	9999;19999;29999	10			50
231	2		0;109;1054	7	9999;19999;29999	10			50
231	3		0;109;1055	7	9999;19999;29999	10			50
231	4		0;109;1056	7	9999;19999;29999	10			50
232	1		0;110;1053	7	9999;19999;29999	10			50
232	2		0;110;1054	7	9999;19999;29999	10			50
232	3		0;110;1055	7	9999;19999;29999	10			50
232	4		0;110;1056	7	9999;19999;29999	10			50
233	1	Thñ TuÕ Trang	0;108;905	7	9999;19999;29999	10			50
233	2		0;108;906	7	9999;19999;29999	10			50
233	3		0;108;907	7	9999;19999;29999	10			50
233	4		0;108;908	7	9999;19999;29999	10			50
234	1		0;109;905	7	9999;19999;29999	10			50
234	2		0;109;906	7	9999;19999;29999	10			50
234	3		0;109;907	7	9999;19999;29999	10			50
234	4		0;109;908	7	9999;19999;29999	10			50
235	1		0;110;905	7	9999;19999;29999	10			50
235	2		0;110;906	7	9999;19999;29999	10			50
235	3		0;110;907	7	9999;19999;29999	10			50
235	4		0;110;908	7	9999;19999;29999	10			50
236	1	Tiªu Dao Trang (Lôc)	0;108;819	7	9999;19999;29999	10			50
236	2		0;108;824	7	9999;19999;29999	10			50
236	3		0;108;408	7	9999;19999;29999	10			50
236	4		0;108;398	7	9999;19999;29999	10			50
237	1		0;109;819	7	9999;19999;29999	10			50
237	2		0;109;824	7	9999;19999;29999	10			50
237	3		0;109;408	7	9999;19999;29999	10			50
237	4		0;109;398	7	9999;19999;29999	10			50
238	1		0;110;819	7	9999;19999;29999	10			50
238	2		0;110;824	7	9999;19999;29999	10			50
238	3		0;110;208	7	9999;19999;29999	10			50
238	4		0;110;198	7	9999;19999;29999	10			50
239	1	Phong L­u	0;108;797	7	9999;19999;29999	10			50
239	2		0;108;798	7	9999;19999;29999	10			50
239	3		0;108;799	7	9999;19999;29999	10			50
239	4		0;108;800	7	9999;19999;29999	10			50
240	1		0;109;797	7	9999;19999;29999	10			50
240	2		0;109;798	7	9999;19999;29999	10			50
240	3		0;109;799	7	9999;19999;29999	10			50
240	4		0;109;800	7	9999;19999;29999	10			50
241	1		0;110;797	7	9999;19999;29999	10			50
241	2		0;110;798	7	9999;19999;29999	10			50
241	3		0;110;799	7	9999;19999;29999	10			50
241	4		0;110;800	7	9999;19999;29999	10			50
242	1	Tiªu Dao Trang (Lam)	0;108;816	7	9999;19999;29999	10			50
242	2		0;108;821	7	9999;19999;29999	10			50
242	3		0;108;410	7	9999;19999;29999	10			50
242	4		0;108;400	7	9999;19999;29999	10			50
243	1		0;109;816	7	9999;19999;29999	10			50
243	2		0;109;821	7	9999;19999;29999	10			50
243	3		0;109;410	7	9999;19999;29999	10			50
243	4		0;109;400	7	9999;19999;29999	10			50
244	1		0;110;816	7	9999;19999;29999	10			50
244	2		0;110;821	7	9999;19999;29999	10			50
244	3		0;110;210	7	9999;19999;29999	10			50
244	4		0;110;200	7	9999;19999;29999	10			50
245	1	B¹ch Sa	0;108;1073	7	9999;19999;29999	10			50
245	2		0;108;1074	7	9999;19999;29999	10			50
245	3		0;108;1075	7	9999;19999;29999	10			50
245	4		0;108;1076	7	9999;19999;29999	10			50
246	1		0;109;1073	7	9999;19999;29999	10			50
246	2		0;109;1074	7	9999;19999;29999	10			50
246	3		0;109;1075	7	9999;19999;29999	10			50
246	4		0;109;1076	7	9999;19999;29999	10			50
247	1		0;110;1073	7	9999;19999;29999	10			50
247	2		0;110;1074	7	9999;19999;29999	10			50
247	3		0;110;1075	7	9999;19999;29999	10			50
247	4		0;110;1076	7	9999;19999;29999	10			50
248	1	Mai LiÔu	0;108;1077	7	9999;19999;29999	10			50
248	2		0;108;1078	7	9999;19999;29999	10			50
248	3		0;108;1079	7	9999;19999;29999	10			50
248	4		0;108;1080	7	9999;19999;29999	10			50
249	1		0;109;1077	7	9999;19999;29999	10			50
249	2		0;109;1078	7	9999;19999;29999	10			50
249	3		0;109;1079	7	9999;19999;29999	10			50
249	4		0;109;1080	7	9999;19999;29999	10			50
250	1		0;110;1077	7	9999;19999;29999	10			50
250	2		0;110;1078	7	9999;19999;29999	10			50
250	3		0;110;1079	7	9999;19999;29999	10			50
250	4		0;110;1080	7	9999;19999;29999	10			50
251	1	Hång ?nh	0;108;917	7	9999;19999;29999	10			50
251	2		0;108;918	7	9999;19999;29999	10			50
251	3		0;108;919	7	9999;19999;29999	10			50
251	4		0;108;920	7	9999;19999;29999	10			50
252	1		0;109;917	7	9999;19999;29999	10			50
252	2		0;109;918	7	9999;19999;29999	10			50
252	3		0;109;919	7	9999;19999;29999	10			50
252	4		0;109;920	7	9999;19999;29999	10			50
253	1		0;110;917	7	9999;19999;29999	10			50
253	2		0;110;918	7	9999;19999;29999	10			50
253	3		0;110;919	7	9999;19999;29999	10			50
253	4		0;110;920	7	9999;19999;29999	10			50
254	1	C¬ Linh	0;108;897	7	9999;19999;29999	10			50
254	2		0;108;898	7	9999;19999;29999	10			50
254	3		0;108;899	7	9999;19999;29999	10			50
254	4		0;108;900	7	9999;19999;29999	10			50
255	1		0;109;897	7	9999;19999;29999	10			50
255	2		0;109;898	7	9999;19999;29999	10			50
255	3		0;109;899	7	9999;19999;29999	10			50
255	4		0;109;900	7	9999;19999;29999	10			50
256	1		0;110;897	7	9999;19999;29999	10			50
256	2		0;110;898	7	9999;19999;29999	10			50
256	3		0;110;899	7	9999;19999;29999	10			50
256	4		0;110;900	7	9999;19999;29999	10			50
257	1	Tiªu Dao Trang (§en&Hång)	0;108;818	7	9999;19999;29999	10			50
257	2		0;108;823	7	9999;19999;29999	10			50
257	3		0;108;411	7	9999;19999;29999	10			50
257	4		0;108;401	7	9999;19999;29999	10			50
258	1		0;109;818	7	9999;19999;29999	10			50
258	2		0;109;823	7	9999;19999;29999	10			50
258	3		0;109;411	7	9999;19999;29999	10			50
258	4		0;109;401	7	9999;19999;29999	10			50
259	1		0;110;818	7	9999;19999;29999	10			50
259	2		0;110;823	7	9999;19999;29999	10			50
259	3		0;110;211	7	9999;19999;29999	10			50
259	4		0;110;201	7	9999;19999;29999	10			50
260	1	L¹c NhËt C« Thµnh	0;108;1097	7	9999;19999;29999	10			50
260	2		0;108;1098	7	9999;19999;29999	10			50
260	3		0;108;1099	7	9999;19999;29999	10			50
260	4		0;108;1100	7	9999;19999;29999	10			50
261	1		0;109;1097	7	9999;19999;29999	10			50
261	2		0;109;1098	7	9999;19999;29999	10			50
261	3		0;109;1099	7	9999;19999;29999	10			50
261	4		0;109;1100	7	9999;19999;29999	10			50
262	1		0;110;1097	7	9999;19999;29999	10			50
262	2		0;110;1098	7	9999;19999;29999	10			50
262	3		0;110;1099	7	9999;19999;29999	10			50
262	4		0;110;1100	7	9999;19999;29999	10			50
263	1	Tiªu Dao Trang (§en&Hång)	0;108;817	7	9999;19999;29999	10			50
263	2		0;108;822	7	9999;19999;29999	10			50
263	3		0;108;412	7	9999;19999;29999	10			50
263	4		0;108;402	7	9999;19999;29999	10			50
264	1		0;109;817	7	9999;19999;29999	10			50
264	2		0;109;822	7	9999;19999;29999	10			50
264	3		0;109;412	7	9999;19999;29999	10			50
264	4		0;109;402	7	9999;19999;29999	10			50
265	1		0;110;817	7	9999;19999;29999	10			50
265	2		0;110;822	7	9999;19999;29999	10			50
265	3		0;110;212	7	9999;19999;29999	10			50
265	4		0;110;202	7	9999;19999;29999	10			50
266	1	Hép Ngo¹i trang Doanh Tô	0;108;1061	7	9999;19999;29999	10			50
266	2		0;108;1062	7	9999;19999;29999	10			50
266	3		0;108;1063	7	9999;19999;29999	10			50
266	4		0;108;1064	7	9999;19999;29999	10			50
267	1		0;109;1061	7	9999;19999;29999	10			50
267	2		0;109;1062	7	9999;19999;29999	10			50
267	3		0;109;1063	7	9999;19999;29999	10			50
267	4		0;109;1064	7	9999;19999;29999	10			50
268	1		0;110;1061	7	9999;19999;29999	10			50
268	2		0;110;1062	7	9999;19999;29999	10			50
268	3		0;110;1063	7	9999;19999;29999	10			50
268	4		0;110;1064	7	9999;19999;29999	10			50
269	1	BÝch Tiªu	0;108;1093	7	9999;19999;29999	10			200
269	2		0;108;1094	7	9999;19999;29999	10			200
269	3		0;108;1095	7	9999;19999;29999	10			200
269	4		0;108;1096	7	9999;19999;29999	10			200
270	1		0;109;1093	7	9999;19999;29999	10			200
270	2		0;109;1094	7	9999;19999;29999	10			200
270	3		0;109;1095	7	9999;19999;29999	10			200
270	4		0;109;1096	7	9999;19999;29999	10			200
271	1		0;110;1093	7	9999;19999;29999	10			200
271	2		0;110;1094	7	9999;19999;29999	10			200
271	3		0;110;1095	7	9999;19999;29999	10			200
271	4		0;110;1096	7	9999;19999;29999	10			200
