line_id	group_id	desc_cn	item_G	item_D	item_P	weight	desc_vn
757	10125	лЛргж╝╬ерУ╩цк╝рб	0	100	3037	1	лЛргрб
758	10125	лЛргж╝╬ерУ╩цк╝рб	0	100	3043	1	лЛргрб
759	10125	лЛргж╝╬ерУ╩цк╝рб	0	100	3049	1	лЛргрб
760	10125	лЛргж╝╬ерУ╩цк╝рб	0	100	3055	1	лЛргрб
761	10126	лЛргж╝╬еяТ╡ЬаЗв╟	0	101	3034	1	лЛрг©Ц
762	10126	лЛргж╝╬еяТ╡ЬаЗв╟	0	101	3040	1	лЛрг©Ц
763	10126	лЛргж╝╬еяТ╡ЬаЗв╟	0	101	3046	1	лЛрг©Ц
764	10126	лЛргж╝╬еяТ╡ЬаЗв╟	0	101	3052	1	лЛрг©Ц
765	10126	лЛргж╝╬ерУ╥ОцЫв╟	0	101	3037	1	лЛрг©Ц
766	10126	лЛргж╝╬ерУ╥ОцЫв╟	0	101	3043	1	лЛрг©Ц
767	10126	лЛргж╝╬ерУ╥ОцЫв╟	0	101	3049	1	лЛрг©Ц
768	10126	лЛргж╝╬ерУ╥ОцЫв╟	0	101	3055	1	лЛрг©Ц
769	10127	лЛргж╝ТД╢Дд╬╢Ь	0	102	3125	1	лЛргйвйн
770	10127	лЛргж╝╬есд╩П╫Д	0	102	3131	1	лЛргйвйн
771	10127	лЛргж╝дЩсЯма╩╥	0	102	3134	1	лЛргйвйн
772	10127	лЛргж╝пЧй╞╫ПсЯ	0	102	3122	1	лЛргйвйн
773	10127	лЛргж╝тб╩╙к╝еЕ	0	102	3128	1	лЛргйвйн
774	10128	╬ежщнДфВ	0	0;20	8932;8951	1	
775	10129	╬ежщм╥	0	103	3056;3063	1	
776	10130	╬ежщрб	0	100	3056;3063	1	
777	10131	╬ежщ©Ц	0	101	3056;3063	1	
778	10132	╬ежщйвйн	0	102	3135;3174	1	
779	10133	П╘тбнДфВ	0	0;20	8972;8991	1	
780	10134	П╘тбц╠	0	103	3064;3127	1	
781	10135	П╘тбеш	0	100	3064;3127	1	
782	10136	П╘тбв╟	0	101	3064;3127	1	
783	10137	П╘тбж╝╠л╧ЙоНа╢	0	102	3183	1	П╘тбйвйн
784	10137	П╘тбж╝ЁЮх╦ж╦╩╥	0	102	3181	1	П╘тбйвйн
785	10137	П╘тбж╝нзВК╠╕╫Д	0	102	3175	1	П╘тбйвйн
786	10137	П╘тбж╝тф╩╒аНеф	0	102	3179	1	П╘тбйвйн
787	10137	П╘тбж╝воРтсЯеЕ	0	102	3177	1	П╘тбйвйн
788	10138	р╚яТнДфВ	0	0;20	8992;9011	1	
789	10139	р╚яТж╝╤идявПуъц╠	0	103	3128;3191	1	
790	10140	р╚яТж╝╤идявПуъеш	0	100	3128;3191	1	
791	10141	р╚яТж╝╤идявПуъв╟	0	101	3128;3191	1	
792	10142	р╚яТж╝╠л╧ЙоНа╢	0	102	3184	1	р╚яТйвйн1╪╤
793	10142	р╚яТж╝ЁЮх╦ж╦╩╥	0	102	3182	1	р╚яТйвйн1╪╤
794	10142	р╚яТж╝нзВК╠╕╫Д	0	102	3176	1	р╚яТйвйн1╪╤
795	10142	р╚яТж╝тф╩╒аНеф	0	102	3180	1	р╚яТйвйн1╪╤
796	10142	р╚яТж╝воРтсЯеЕ	0	102	3178	1	р╚яТйвйн1╪╤
797	10143	р╚яТйвйн2╪╤	0	102	3185;3189	1	
798	10144	р╚яТйвйн3╪╤	0	102	3190;3194	1	
799	10145	╩т╩мхыр╚1╪╤	0	102	8840;8841	1	
800	10146	╩т╩мхыр╚2╪╤	0	102	8842;8843	1	
801	10147	╩т╩мхыр╚3╪╤	0	102	8844;8845	1	
802	10148	╩т╩мхыр╚4╪╤	0	102	8846;8847	1	
803	10149	нДаж╟тжВм╥	0	103	30025;30028	1	
804	10150	нДаж╟тжВрб	0	100	30025;30028	1	
805	10151	нДаж╟тжВв╟	0	101	30025;30028	1	
806	10152	лЛ╣ьхутбйвйн	0	102	30037;30038	1	
807	10153	╤╪мЁу╫©Ь	0	103	2231;2238	1	
808	10154	╤╪мЁу╫еш	0	100	2231;2238	1	
809	10155	╤╪мЁу╫в╟	0	101	2231;2238	1	
810	10156	ох╥Фйвйн	0	102	2261;2278	1	
811	10157	кнкдаИ╡тс╔╤╪мЁу╫©Ь	0	103	30029;30032	1	кдаИ╡тс╔╤╪мЁу╫©Ь
812	10157	аикдаИ╡тс╔╤╪мЁу╫©Ь	0	103	30041;30044	1	кдаИ╡тс╔╤╪мЁу╫©Ь
813	10158	кнкдаИ╡тс╔╤╪мЁу╫еш	0	100	30029;30032	1	кдаИ╡тс╔╤╪мЁу╫еш
814	10158	аикдаИ╡тс╔╤╪мЁу╫еш	0	100	30041;30044	1	кдаИ╡тс╔╤╪мЁу╫еш
815	10159	кнкдаИ╡тс╔╤╪мЁу╫в╟	0	101	30029;30032	1	кдаИ╡тс╔╤╪мЁу╫в╟
816	10159	аикдаИ╡тс╔╤╪мЁу╫в╟	0	101	30041;30044	1	кдаИ╡тс╔╤╪мЁу╫в╟
817	10160	кнкдаИ╡тс╔ох╥Фйвйн	0	102	30044;30051	1	кдаИ╡тс╔ох╥Фйвйн
818	10160	аикдаИ╡тс╔ох╥Фйвйн	0	102	30080;30087	1	кдаИ╡тс╔ох╥Фйвйн
819	10161	╫╚╬Эу╫©Ь	0	103	2241;2248	1	
820	10162	╫╚╬Эу╫еш	0	100	2241;2248	1	
821	10163	╫╚╬Эу╫в╟	0	101	2241;2248	1	
822	10164	╫╚╬Эйвйн	0	102	3032;3055	1	
823	10165	лЛж╝╫╚╬Эу╫©Ь	0	103	3016;3023	1	
824	10166	лЛж╝╫╚╬Эу╫еш	0	100	3016;3023	1	
825	10167	лЛж╝╫╚╬Эу╫в╟	0	101	3016;3023	1	
826	10168	лЛж╝╫╚╬Эйвйн	0	102	3032;3055	1	
827	10169	лЛж╝╢С╫╚╬Эу╫©Ь	0	103	30017;30024	1	
828	10170	лЛж╝╢С╫╚╬Эу╫еш	0	100	30017;30024	1	
829	10171	лЛж╝╢С╫╚╬Эу╫в╟	0	101	30017;30024	1	
830	10172	лЛж╝╢С╫╚╬Эйвйн	0	102	30013;30036	1	
831	10173	кн	0	103	30033;30036	1	╡тс╔╫╚╬Эу╫©Ь
832	10173	аи	0	103	30045;30048	1	╡тс╔╫╚╬Эу╫©Ь
833	10174	кн	0	100	30033;30036	1	╡тс╔╫╚╬Эу╫еш
834	10174	аи	0	100	30045;30048	1	╡тс╔╫╚╬Эу╫еш
835	10175	кн	0	101	30033;30036	1	╡тс╔╫╚╬Эу╫в╟
836	10175	аи	0	101	30045;30048	1	╡тс╔╫╚╬Эу╫в╟
837	10176	кн	0	102	30052;30063	1	╡тс╔╫╚╬Эйвйн
838	10176	аи	0	102	30088;30099	1	╡тс╔╫╚╬Эйвйн
839	10177	т╙к╖у╫©Ь	0	103	2251;2258	1	
840	10178	т╙к╖у╫еш	0	100	2251;2258	1	
841	10179	т╙к╖у╫в╟	0	101	2251;2258	1	
842	10180	т╙к╖йвйн	0	102	2501;2518	1	
843	10181	╢Ст╙к╖у╫©Ь	0	103	3000;3007	1	
844	10182	╢Ст╙к╖у╫╪в	0	100	3000;3007	1	
845	10183	╢Ст╙к╖у╫в╟	0	101	3000;3007	1	
846	10184	╢Ст╙к╖йвйн	0	102	3000;3031	1	
847	10185	лЛж╝т╙к╖у╫©Ь	0	103	3024;3031	1	
848	10186	лЛж╝т╙к╖у╫еш	0	100	3024;3031	1	
849	10187	лЛж╝т╙к╖у╫в╟	0	101	3024;3031	1	
850	10188	лЛж╝т╙к╖йвйн	0	102	3056;3087	1	
851	10189	лЛж╝╢Ст╙к╖у╫©Ь	0	103	3008;3015	1	
852	10190	лЛж╝╢Ст╙к╖у╫╪в	0	100	3008;3015	1	
853	10191	лЛж╝╢Ст╙к╖у╫в╟	0	101	3008;3015	1	
854	10192	лЛж╝╢Ст╙к╖йвйн	0	102	3088;3119	1	
855	10193	кн	0	103	30037;30040	1	╡тс╔т╙к╖у╫©Ь
856	10193	аи	0	103	30049;30052	1	╡тс╔т╙к╖у╫©Ь
857	10194	кн	0	100	30037;30040	1	╡тс╔т╙к╖у╫еш
858	10194	аи	0	100	30049;30052	1	╡тс╔т╙к╖у╫еш
859	10195	кн	0	101	30037;30040	1	╡тс╔т╙к╖у╫в╟
860	10195	аи	0	101	30049;30052	1	╡тс╔т╙к╖у╫в╟
861	10196	кн	0	102	30064;30079	1	╡тс╔т╙к╖йвйн
862	10196	аи	0	102	30100;30115	1	╡тс╔т╙к╖йвйн
863	10197	м╗лЛнДфВ	0	0;20	30031;30051	1	
864	10198	м╗лЛйвйн	0	102	30039;30043	1	
865	10199	нДфВ	0	0;20	-1	1	
866	10200	в╟╠╦м╥	0	103	-1	1	
867	10201	в╟╠╦рб	0	100	-1	1	
868	10202	в╟╠╦©Ц	0	101	-1	1	
869	10203	мРьП	0	0	14	1	©╙╥Б╣д7╪╤нДфВ
870	10203	╩П╬╚	0	2	36	1	©╙╥Б╣д7╪╤нДфВ
871	10203	аряФ	0	5	40	1	©╙╥Б╣д7╪╤нДфВ
872	10203	бЧлЛ╩╗сЙ	0	1	53	1	©╙╥Б╣д7╪╤нДфВ
873	10203	╧еМж	0	3	64	1	©╙╥Б╣д7╪╤нДфВ
874	10203	оёхйж╝с╣	0	10	75	1	©╙╥Б╣д7╪╤нДфВ
875	10203	иЯпп	0	9	86	1	©╙╥Б╣д7╪╤нДфВ
876	10203	╟╒бч╨╨ух	0	8	97	1	©╙╥Б╣д7╪╤нДфВ
877	10203	╢С╨юювг╧	0	6	108	1	©╙╥Б╣д7╪╤нДфВ
878	10203	мВй╦	0	4	119	1	©╙╥Б╣д7╪╤нДфВ
879	10203	цм╩╒	0	11	12	1	©╙╥Б╣д7╪╤нДфВ
880	10203	аХ╥Г	0	7	12	1	©╙╥Б╣д7╪╤нДфВ
881	10204	нДфВ	0	0;20	-1	1	кЫспв╟╠╦
882	10204	в╟╠╦м╥	0	103	-1	1	кЫспв╟╠╦
883	10204	в╟╠╦рб	0	100	-1	1	кЫспв╟╠╦
884	10204	в╟╠╦©Ц	0	101	-1	1	кЫспв╟╠╦
885	10204	╩ууб	0	153	-1	1	хЩ╪Члв
886	10204	п╛	0	154	-1	1	хЩ╪Члв
887	10204	╧ррб	0	152	-1	1	хЩ╪Члв
888	10205	1╪╤о╢пдй╞	2	1	30521	1	1╪╤о╢пдй╞
889	10206	2╪╤о╢пдй╞	2	1	30522	1	2╪╤о╢пдй╞
890	10207	3╪╤о╢пдй╞	2	1	30523	1	3╪╤о╢пдй╞
891	10208	4╪╤о╢пдй╞	2	1	30524	1	4╪╤о╢пдй╞
892	10209	5╪╤о╢пдй╞	2	1	30525	1	5╪╤о╢пдй╞
893	10210	6╪╤о╢пдй╞	2	1	30526	1	6╪╤о╢пдй╞
894	10211	1╪╤а╤б╞лЗ	2	1	30527	1	1╪╤а╤б╞лЗ
895	10212	2╪╤а╤б╞лЗ	2	1	30528	1	2╪╤а╤б╞лЗ
896	10213	3╪╤а╤б╞лЗ	2	1	30529	1	3╪╤а╤б╞лЗ
897	10214	4╪╤а╤б╞лЗ	2	1	30530	1	4╪╤а╤б╞лЗ
898	10215	5╪╤а╤б╞лЗ	2	1	30531	1	5╪╤а╤б╞лЗ
899	10216	6╪╤а╤б╞лЗ	2	1	30532	1	6╪╤а╤б╞лЗ
900	10217	1╪╤лЗ╬╖	2	1	30533	1	1╪╤лЗ╬╖
901	10218	2╪╤лЗ╬╖	2	1	30534	1	2╪╤лЗ╬╖
902	10219	3╪╤лЗ╬╖	2	1	30535	1	3╪╤лЗ╬╖
903	10220	о╢пдй╞©С	2	1	30536	1	о╢пдй╞©С
904	10221	а╤б╞лЗ©С	2	1	30537	1	а╤б╞лЗ©С
905	10222	цьрЬвЙ	2	1	30538	1	цьрЬвЙ
906	10223	цьрЬ╢╦	2	1	30539	1	цьрЬ╢╦
907	10224	╬╙╥Гць╪╝	0	107	180	1	╬╙╥Гць╪╝
908	10225	╬╙╥Гпд╥╗	0	107	181	1	╬╙╥Гпд╥╗
909	10226	╥ГювжИ	0	112	192	1	╥ГювжИ
910	10227	╬елЛ╥Гюв╬В	0	107	198	1	╬елЛ╥Гюв╬В
911	10228	╬елЛ╥ГювуФ╬М	0	107	218	1	╬елЛ╥ГювуФ╬М
912	10229	вМцнць╪╝	0	107	188	1	вМцнць╪╝
913	10230	вМцнпд╥╗	0	107	189	1	вМцнпд╥╗
914	10231	╥ОцЫфв	0	112	196	1	╥ОцЫфв
915	10232	╨ЛЁ╬вМцнфв	0	107	202	1	╨ЛЁ╬вМцнфв
916	10233	╨ЛЁ╬вМцнуФ╬М	0	107	222	1	╨ЛЁ╬вМцнуФ╬М
917	10234	╥╠╩╗ць╪╝	0	107	190	1	╥╠╩╗ць╪╝
918	10235	╥╠╩╗пд╥╗	0	107	191	1	╥╠╩╗пд╥╗
919	10236	╩╗оипд╬╜	0	112	197	1	╩╗оипд╬╜
920	10237	╥Г╩╗г╖р╤фв	0	107	203	1	╥Г╩╗г╖р╤фв
921	10238	╥Г╩╗г╖р╤уФ╬М	0	107	223	1	╥Г╩╗г╖р╤уФ╬М
922	10239	м╜жф╩ууб	0	153	1	1	м╜жф╩ууб
923	10240	лЗжф╩ууб	0	153	2	1	лЗжф╩ууб
924	10241	сЯжф╩ууб	0	153	3	1	сЯжф╩ууб
925	10242	нЕпп╫Пжй╩ууб	0	153	4	1	нЕпп╫Пжй╩ууб
926	10243	нЕппд╬жй╩ууб	0	153	5	1	нЕппд╬жй╩ууб
927	10244	нЕппк╝жй╩ууб	0	153	6	1	нЕппк╝жй╩ууб
928	10245	нЕпп╩Пжй╩ууб	0	153	7	1	нЕпп╩Пжй╩ууб
929	10246	нЕппмажй╩ууб	0	153	8	1	нЕппмажй╩ууб
930	10247	нЕппрУжй╩ууб	0	153	9	1	нЕппрУжй╩ууб
931	10248	╢ж╡╪п╛	0	154	1	1	╢ж╡╪п╛
932	10249	╬╚жб╡╪п╛	0	154	2	1	╬╚жб╡╪п╛
933	10250	╡╪жф╦ъм╡я╔	0	154	3	1	╡╪жф╦ъм╡я╔
934	10251	нЕпп╫Пжйу╫я╔	0	154	4	1	нЕпп╫Пжйу╫я╔
935	10252	нЕппд╬жйу╫я╔	0	154	5	1	нЕппд╬жйу╫я╔
936	10253	нЕппк╝жйу╫я╔	0	154	6	1	нЕппк╝жйу╫я╔
937	10254	нЕпп╩Пжйу╫я╔	0	154	7	1	нЕпп╩Пжйу╫я╔
938	10255	нЕппмажйу╫я╔	0	154	8	1	нЕппмажйу╫я╔
939	10256	нЕппрУжйу╫я╔	0	154	9	1	нЕппрУжйу╫я╔
940	10257	тМ╡╪еШ╥Г	0	152	1	1	тМ╡╪еШ╥Г
941	10258	╫У╤пеШ╥Г	0	152	2	1	╫У╤пеШ╥Г
942	10259	╩ПтфеШ╥Г	0	152	3	1	╩ПтфеШ╥Г
943	10260	нЕпп╫ПжйеШ╥Г	0	152	4	1	нЕпп╫ПжйеШ╥Г
944	10261	нЕппд╬жйеШ╥Г	0	152	5	1	нЕппд╬жйеШ╥Г
945	10262	нЕппк╝жйеШ╥Г	0	152	6	1	нЕппк╝жйеШ╥Г
946	10263	нЕпп╩ПжйеШ╥Г	0	152	7	1	нЕпп╩ПжйеШ╥Г
947	10264	нЕппмажйеШ╥Г	0	152	8	1	нЕппмажйеШ╥Г
948	10265	нЕппрУжйеШ╥Г	0	152	9	1	нЕппрУжйеШ╥Г
949	10097	вон╒╣юхкж╝лЛ╧Б╠╕╫ё	0	2	23131	1	й╕це4нДфВ
950	10097	вон╒╣юхкж╝лЛ╧Б╠╕╫ё	0	2	23132	1	й╕це4нДфВ
951	10102	╨ХциуФхкж╝пЧ╧Б╠╕╫ё	0	2	23141	1	й╕це5нДфВ
952	10102	╨ХциуФхкж╝пЧ╧Б╠╕╫ё	0	2	23142	1	й╕це5нДфВ
953	10098	вон╒╣юхкж╝лЛгЕм╥╫М	0	103	23131	1	й╕це4лвм╥
954	10098	вон╒╣юхкж╝лЛгЕм╥╫М	0	103	23132	1	й╕це4лвм╥
955	10103	╨ХциуФхкж╝пЧгЕм╥╧з	0	103	23141	1	й╕це5м╥
956	10103	╨ХциуФхкж╝пЧгЕм╥╧з	0	103	23142	1	й╕це5м╥
957	10099	вон╒╣юхкж╝лЛ╥Г╣юеш	0	100	23131	1	й╕це4рб
958	10099	вон╒╣юхкж╝лЛ╥Г╣юеш	0	100	23132	1	й╕це4рб
959	10104	╨ХциуФхкж╝пЧ╥Г╣юеш	0	100	23141	1	й╕це5╪в
960	10104	╨ХциуФхкж╝пЧ╥Г╣юеш	0	100	23142	1	й╕це5╪в
961	10100	вон╒╣юхкж╝лЛтф╡╪в╟	0	101	23131	1	й╕це4©Ц
962	10100	вон╒╣юхкж╝лЛтф╡╪в╟	0	101	23132	1	й╕це4©Ц
963	10105	╨ХциуФхкж╝пЧтф╣юв╟	0	101	23141	1	й╕це5©Ц
964	10105	╨ХциуФхкж╝пЧтф╣юв╟	0	101	23142	1	й╕це5©Ц
965	10101	вон╒╣юхкж╝лЛт╙сЯеЕ	0	102	23131	1	й╕це4йвйн
966	10101	вон╒╣юхкж╝лЛт╙сЯеЕ	0	102	23132	1	й╕це4йвйн
967	10101	вон╒╣юхкж╝лЛт╙╠╕╫Д	0	102	23135	1	й╕це4йвйн
968	10101	вон╒╣юхкж╝лЛт╙╠╕╫Д	0	102	23136	1	й╕це4йвйн
969	10106	╨ХциуФхкж╝пЧлЛсЯеЕ	0	102	23141	1	й╕це5йвйн
970	10106	╨ХциуФхкж╝пЧлЛсЯеЕ	0	102	23142	1	й╕це5йвйн
971	10106	╨ХциуФхкж╝пЧлЛ╠╕╫Д	0	102	23145	1	й╕це5йвйн
972	10106	╨ХциуФхкж╝пЧлЛ╠╕╫Д	0	102	23146	1	й╕це5йвйн
973	10097	╬елЛ╡й╥Ож╝╥О╩ксП	0	13	29131	1	й╕це4нДфВ
974	10097	╬елЛ╡й╥Ож╝╥О╩ксП	0	13	29132	1	й╕це4нДфВ
975	10102	╟ы╩╗вПуъж╝╠ЫпдсПих	0	13	29141	1	й╕це5нДфВ
976	10102	╟ы╩╗вПуъж╝╠ЫпдсПих	0	13	29142	1	й╕це5нДфВ
977	10098	╬елЛ╡й╥Ож╝рЬ╥Ом╥йн	0	103	29131	1	й╕це4лвм╥
978	10098	╬елЛ╡й╥Ож╝рЬ╥Ом╥йн	0	103	29132	1	й╕це4лвм╥
979	10103	╟ы╩╗вПуъж╝рЬпд╥╒йн	0	103	29141	1	й╕це5м╥
980	10103	╟ы╩╗вПуъж╝рЬпд╥╒йн	0	103	29142	1	й╕це5м╥
981	10099	╬елЛ╡й╥Ож╝П╫╥ОсПрб	0	100	29131	1	й╕це4рб
982	10099	╬елЛ╡й╥Ож╝П╫╥ОсПрб	0	100	29132	1	й╕це4рб
983	10104	╟ы╩╗вПуъж╝гЕпдсПия	0	100	29141	1	й╕це5╪в
984	10104	╟ы╩╗вПуъж╝гЕпдсПия	0	100	29142	1	й╕це5╪в
985	10100	╬елЛ╡й╥Ож╝╫П╥ОпЕх╧	0	101	29131	1	й╕це4©Ц
986	10100	╬елЛ╡й╥Ож╝╫П╥ОпЕх╧	0	101	29132	1	й╕це4©Ц
987	10105	╟ы╩╗вПуъж╝аИпдпЕх╧	0	101	29141	1	й╕це5©Ц
988	10105	╟ы╩╗вПуъж╝аИпдпЕх╧	0	101	29142	1	й╕це5©Ц
989	10101	╬елЛ╡й╥Ож╝╩ПсПеЕ	0	102	29131	1	й╕це4йвйн
990	10101	╬елЛ╡й╥Ож╝╩ПсПеЕ	0	102	29132	1	й╕це4йвйн
991	10101	╬елЛ╡й╥Ож╝╠Ыпд╫Д	0	102	29135	1	й╕це4йвйн
992	10101	╬елЛ╡й╥Ож╝╠Ыпд╫Д	0	102	29136	1	й╕це4йвйн
993	10106	╟ы╩╗вПуъж╝гъпд╢Д╫Д	0	102	29141	1	й╕це5йвйн
994	10106	╟ы╩╗вПуъж╝гъпд╢Д╫Д	0	102	29142	1	й╕це5йвйн
995	10106	╟ы╩╗вПуъж╝хГпд╠╕╫Д	0	102	29145	1	й╕це5йвйн
996	10106	╟ы╩╗вПуъж╝хГпд╠╕╫Д	0	102	29146	1	й╕це5йвйн
997	10097	╠ЫпдсЯе╝ж╝рЬаЕЁ╓╣я	0	12	30131	1	й╕це4нДфВ
998	10097	╠ЫпдсЯе╝ж╝рЬаЕЁ╓╣я	0	12	30132	1	й╕це4нДфВ
999	10102	аИ╤╞вПуъж╝╥итфаИ╣я	0	12	30141	1	й╕це5нДфВ
1000	10102	аИ╤╞вПуъж╝╥итфаИ╣я	0	12	30142	1	й╕це5нДфВ
1001	10098	╠ЫпдсЯе╝ж╝аАГГ╥╒Т╒	0	103	30131	1	й╕це4лвм╥
1002	10098	╠ЫпдсЯе╝ж╝аАГГ╥╒Т╒	0	103	30132	1	й╕це4лвм╥
1003	10103	аИ╤╞вПуъж╝о╙тф╥╒Т╒	0	103	30141	1	й╕це5м╥
1004	10103	аИ╤╞вПуъж╝о╙тф╥╒Т╒	0	103	30142	1	й╕це5м╥
1005	10099	╠ЫпдсЯе╝ж╝фъгисПия	0	100	30131	1	й╕це4рб
1006	10099	╠ЫпдсЯе╝ж╝фъгисПия	0	100	30132	1	й╕це4рб
1007	10104	аИ╤╞вПуъж╝аВтфсПия	0	100	30141	1	й╕це5╪в
1008	10104	аИ╤╞вПуъж╝аВтфсПия	0	100	30142	1	й╕це5╪в
1009	10100	╠ЫпдсЯе╝ж╝фъ╠╕пЕх╧	0	101	30131	1	й╕це4©Ц
1010	10100	╠ЫпдсЯе╝ж╝фъ╠╕пЕх╧	0	101	30132	1	й╕це4©Ц
1011	10105	аИ╤╞вПуъж╝гАтфпЕх╧	0	101	30141	1	й╕це5©Ц
1012	10105	аИ╤╞вПуъж╝гАтфпЕх╧	0	101	30142	1	й╕це5©Ц
1013	10101	╠ЫпдсЯе╝ж╝аИгисЯ╫Д	0	102	30131	1	й╕це4йвйн
1014	10101	╠ЫпдсЯе╝ж╝аИгисЯ╫Д	0	102	30132	1	й╕це4йвйн
1015	10101	╠ЫпдсЯе╝ж╝гЕаИвЙ╫Д	0	102	30135	1	й╕це4йвйн
1016	10101	╠ЫпдсЯе╝ж╝гЕаИвЙ╫Д	0	102	30136	1	й╕це4йвйн
1017	10106	аИ╤╞вПуъж╝╬╩тф╢Д╫Д	0	102	30141	1	й╕це5йвйн
1018	10106	аИ╤╞вПуъж╝╬╩тф╢Д╫Д	0	102	30142	1	й╕це5йвйн
1019	10106	аИ╤╞вПуъж╝гЕтфвЙ╫Д	0	102	30145	1	й╕це5йвйн
1020	10106	аИ╤╞вПуъж╝гЕтфвЙ╫Д	0	102	30146	1	й╕це5йвйн
1021	10266	╩ф╫П╢С╨Л╟ЭйЩа©	2	1	539	1	╩ф╫П╢С╨Л╟ЭйЩа©
1022	10267	╟в╫П╨Л╟ЭйЩа©	2	1	30229	1	╟в╫П╨Л╟ЭйЩа©
1023	10268	м╜жф╩ууб	0	153	1	1	р╩пг
1024	10269	лЗжф╩ууб	0	153	2	1	╤Чпг
1025	10270	сЯжф╩ууб	0	153	3	1	хЩпг
1026	10271	нЕпп╩ууб	0	153	4;9	1	нЕпп
1027	10272	╢ж╡╪п╛	0	154	1	1	р╩пг
1028	10273	╬╚жб╡╪п╛	0	154	2	1	╤Чпг
1029	10274	╡╪жф╦ъм╡я╔	0	154	3	1	хЩпг
1030	10275	нЕпп╫Пжйу╫я╔	0	154	4;9	1	нЕпп
1031	10276	тМ╡╪╧ррб	0	152	1	1	р╩пг
1032	10277	╫У╤п╧ррб	0	152	2	1	╤Чпг
1033	10278	╩Птф╧ррб	0	152	3	1	хЩпг
1034	10279	нЕпп╫Пжй╧ррб	0	152	4;9	1	нЕпп
1035	10280	кн╫╚╬Э╩ууб	0	153	10	1	╫╚╬Э╩ууб
1036	10280	кн╫╚╬Э╩ууб	0	153	11	1	
1037	10280	кн╫╚╬Э╩ууб	0	153	12	1	
1038	10280	кн╫╚╬Э╩ууб	0	153	13	1	
1039	10280	аи╫╚╬Э╩ууб	0	153	18	1	
1040	10280	аи╫╚╬Э╩ууб	0	153	19	1	
1041	10280	аи╫╚╬Э╩ууб	0	153	20	1	
1042	10280	аи╫╚╬Э╩ууб	0	153	21	1	
1043	10281	кн╫╚╬Эу╫я╔	0	154	10	1	╫╚╬Эу╫я╔
1044	10281	кн╫╚╬Эу╫я╔	0	154	11	1	
1045	10281	кн╫╚╬Эу╫я╔	0	154	12	1	
1046	10281	кн╫╚╬Эу╫я╔	0	154	13	1	
1047	10281	аи╫╚╬Эу╫я╔	0	154	18	1	
1048	10281	аи╫╚╬Эу╫я╔	0	154	19	1	
1049	10281	аи╫╚╬Эу╫я╔	0	154	20	1	
1050	10281	аи╫╚╬Эу╫я╔	0	154	21	1	
1051	10282	кн╫╚╬Э╧ррб	0	152	10	1	╫╚╬Э╧ррб
1052	10282	кн╫╚╬Э╧ррб	0	152	11	1	
1053	10282	кн╫╚╬Э╧ррб	0	152	12	1	
1054	10282	кн╫╚╬Э╧ррб	0	152	13	1	
1055	10282	аи╫╚╬Э╧ррб	0	152	18	1	
1056	10282	аи╫╚╬Э╧ррб	0	152	19	1	
1057	10282	аи╫╚╬Э╧ррб	0	152	20	1	
1058	10282	аи╫╚╬Э╧ррб	0	152	21	1	
1059	10283	кнт╙к╖╩ууб	0	153	14	1	т╙к╖╩ууб
1060	10283	кнт╙к╖╩ууб	0	153	15	1	
1061	10283	кнт╙к╖╩ууб	0	153	16	1	
1062	10283	кнт╙к╖╩ууб	0	153	17	1	
1063	10283	аит╙к╖╩ууб	0	153	22	1	
1064	10283	аит╙к╖╩ууб	0	153	23	1	
1065	10283	аит╙к╖╩ууб	0	153	24	1	
1066	10283	аит╙к╖╩ууб	0	153	25	1	
1067	10284	кнт╙к╖у╫я╔	0	154	14	1	т╙к╖у╫я╔
1068	10284	кнт╙к╖у╫я╔	0	154	15	1	
1069	10284	кнт╙к╖у╫я╔	0	154	16	1	
1070	10284	кнт╙к╖у╫я╔	0	154	17	1	
1071	10284	аит╙к╖у╫я╔	0	154	22	1	
1072	10284	аит╙к╖у╫я╔	0	154	23	1	
1073	10284	аит╙к╖у╫я╔	0	154	24	1	
1074	10284	аит╙к╖у╫я╔	0	154	25	1	
1075	10285	кнт╙к╖╧ррб	0	152	14	1	т╙к╖╧ррб
1076	10285	кнт╙к╖╧ррб	0	152	15	1	
1077	10285	кнт╙к╖╧ррб	0	152	16	1	
1078	10285	кнт╙к╖╧ррб	0	152	17	1	
1079	10285	аит╙к╖╧ррб	0	152	22	1	
1080	10285	аит╙к╖╧ррб	0	152	23	1	
1081	10285	аит╙к╖╧ррб	0	152	24	1	
1082	10285	аит╙к╖╧ррб	0	152	25	1	
1083	10286	у╫©Ям╥	0	103	30143;30206	1	у╫©Ям╥
1084	10287	у╫©Ярб	0	100	30143;30206	1	у╫©Ярб
1085	10288	у╫©Яв╟	0	101	30143;30206	1	у╫©Яв╟
1086	10289	у╫©Яж╝©╙лЛ╠ы╣ь╠юлЛ╣╤	0	3	30143	1	у╫©ЯнДфВ
1087	10289	у╫©Яж╝©╙лЛ╠ы╣ь╠юлЛ╣╤	0	3	30144	1	
1088	10289	у╫©Яж╝фуом╣юхкЛЬ╤╗ух	0	8	30147	1	
1089	10289	у╫©Яж╝фуом╣юхкЛЬ╤╗ух	0	8	30148	1	
1090	10289	у╫©Яж╝у╫иЯлЛвПй╔у╫йж	0	0	30145	1	
1091	10289	у╫©Яж╝у╫иЯлЛвПй╔у╫йж	0	0	30146	1	
