line_id	group_id	desc_cn	condition_ids	item_group_id	type	type_val	min_val	max_val	stat_type	desc_vn
236	20236	Ò«ÑôÖ®¶ÉÄÑ×ðÕßÅÛ		10140	ITEM_BASE	1005	1	2000000000	SUM	
237	20237	Ò«ÑôÖ®¶ÉÄÑ×ðÕß×°		10141	ITEM_BASE	1005	1	2000000000	SUM	
238	20238	Ò«ÑôÊ×ÊÎ1¼¶		10142	ITEM_BASE	1005	1	2000000000	SUM	
239	20239	Ò«ÑôÊ×ÊÎ2¼¶		10143	ITEM_BASE	1005	1	2000000000	SUM	
240	20240	Ò«ÑôÊ×ÊÎ3¼¶		10144	ITEM_BASE	1005	1	2000000000	SUM	
241	20241	»Ô»ÍÈÙÒ«1¼¶		10145	ITEM_BASE	1005	1	2000000000	SUM	
242	20242	»Ô»ÍÈÙÒ«2¼¶		10146	ITEM_BASE	1005	1	2000000000	SUM	
243	20243	»Ô»ÍÈÙÒ«3¼¶		10147	ITEM_BASE	1005	1	2000000000	SUM	
244	20244	»Ô»ÍÈÙÒ«4¼¶		10148	ITEM_BASE	1005	1	2000000000	SUM	
245	20245	ÎäÁÖ°ÔÖ÷Í·		10149	ITEM_BASE	1005	1	2000000000	SUM	
246	20246	ÎäÁÖ°ÔÖ÷ÒÂ		10150	ITEM_BASE	1005	1	2000000000	SUM	
247	20247	ÎäÁÖ°ÔÖ÷×°		10151	ITEM_BASE	1005	1	2000000000	SUM	
248	20248	ÌìµØÈÕÔÂÊ×ÊÎ		10152	ITEM_BASE	1005	1	2000000000	SUM	
249	20249	¶¼Í³Õ½¿ø		10153	ITEM_BASE	1005	1	2000000000	SUM	
250	20250	¶¼Í³Õ½ÅÛ		10154	ITEM_BASE	1005	1	2000000000	SUM	
251	20251	¶¼Í³Õ½×°		10155	ITEM_BASE	1005	1	2000000000	SUM	
252	20252	ÏÈ·æÊ×ÊÎ		10156	ITEM_BASE	1005	1	2000000000	SUM	
253	20253	ËÄÁé²ÔÓ¥¶¼Í³Õ½¿ø		10157	ITEM_BASE	1005	1	2000000000	SUM	
254	20254	ËÄÁé²ÔÓ¥¶¼Í³Õ½ÅÛ		10158	ITEM_BASE	1005	1	2000000000	SUM	
255	20255	ËÄÁé²ÔÓ¥¶¼Í³Õ½×°		10159	ITEM_BASE	1005	1	2000000000	SUM	
256	20256	ËÄÁé²ÔÓ¥ÏÈ·æÊ×ÊÎ		10160	ITEM_BASE	1005	1	2000000000	SUM	
257	20257	½«¾üÕ½¿ø		10161	ITEM_BASE	1005	1	2000000000	SUM	
258	20258	½«¾üÕ½ÅÛ		10162	ITEM_BASE	1005	1	2000000000	SUM	
259	20259	½«¾üÕ½×°		10163	ITEM_BASE	1005	1	2000000000	SUM	
260	20260	½«¾üÊ×ÊÎ		10164	ITEM_BASE	1005	1	2000000000	SUM	
261	20261	ÌìÖ®½«¾üÕ½¿ø		10165	ITEM_BASE	1005	1	2000000000	SUM	
262	20262	ÌìÖ®½«¾üÕ½ÅÛ		10166	ITEM_BASE	1005	1	2000000000	SUM	
263	20263	ÌìÖ®½«¾üÕ½×°		10167	ITEM_BASE	1005	1	2000000000	SUM	
264	20264	ÌìÖ®½«¾üÊ×ÊÎ		10168	ITEM_BASE	1005	1	2000000000	SUM	
265	20265	ÌìÖ®´ó½«¾üÕ½¿ø		10169	ITEM_BASE	1005	1	2000000000	SUM	
266	20266	ÌìÖ®´ó½«¾üÕ½ÅÛ		10170	ITEM_BASE	1005	1	2000000000	SUM	
267	20267	ÌìÖ®´ó½«¾üÕ½×°		10171	ITEM_BASE	1005	1	2000000000	SUM	
268	20268	ÌìÖ®´ó½«¾üÊ×ÊÎ		10172	ITEM_BASE	1005	1	2000000000	SUM	
269	20269	²ÔÓ¥½«¾üÕ½¿ø		10173	ITEM_BASE	1005	1	2000000000	SUM	
270	20270	²ÔÓ¥½«¾üÕ½ÅÛ		10174	ITEM_BASE	1005	1	2000000000	SUM	
271	20271	²ÔÓ¥½«¾üÕ½×°		10175	ITEM_BASE	1005	1	2000000000	SUM	
272	20272	²ÔÓ¥½«¾üÊ×ÊÎ		10176	ITEM_BASE	1005	1	2000000000	SUM	
273	20273	ÔªË§Õ½¿ø		10177	ITEM_BASE	1005	1	2000000000	SUM	
274	20274	ÔªË§Õ½ÅÛ		10178	ITEM_BASE	1005	1	2000000000	SUM	
275	20275	ÔªË§Õ½×°		10179	ITEM_BASE	1005	1	2000000000	SUM	
276	20276	ÔªË§Ê×ÊÎ		10180	ITEM_BASE	1005	1	2000000000	SUM	
277	20277	´óÔªË§Õ½¿ø		10181	ITEM_BASE	1005	1	2000000000	SUM	
278	20278	´óÔªË§Õ½¼×		10182	ITEM_BASE	1005	1	2000000000	SUM	
279	20279	´óÔªË§Õ½×°		10183	ITEM_BASE	1005	1	2000000000	SUM	
280	20280	´óÔªË§Ê×ÊÎ		10184	ITEM_BASE	1005	1	2000000000	SUM	
281	20281	ÌìÖ®ÔªË§Õ½¿ø		10185	ITEM_BASE	1005	1	2000000000	SUM	
282	20282	ÌìÖ®ÔªË§Õ½ÅÛ		10186	ITEM_BASE	1005	1	2000000000	SUM	
283	20283	ÌìÖ®ÔªË§Õ½×°		10187	ITEM_BASE	1005	1	2000000000	SUM	
284	20284	ÌìÖ®ÔªË§Ê×ÊÎ		10188	ITEM_BASE	1005	1	2000000000	SUM	
285	20285	ÌìÖ®´óÔªË§Õ½¿ø		10189	ITEM_BASE	1005	1	2000000000	SUM	
286	20286	ÌìÖ®´óÔªË§Õ½¼×		10190	ITEM_BASE	1005	1	2000000000	SUM	
287	20287	ÌìÖ®´óÔªË§Õ½×°		10191	ITEM_BASE	1005	1	2000000000	SUM	
288	20288	ÌìÖ®´óÔªË§Ê×ÊÎ		10192	ITEM_BASE	1005	1	2000000000	SUM	
289	20289	²ÔÓ¥ÔªË§Õ½¿ø		10193	ITEM_BASE	1005	1	2000000000	SUM	
290	20290	²ÔÓ¥ÔªË§Õ½ÅÛ		10194	ITEM_BASE	1005	1	2000000000	SUM	
291	20291	²ÔÓ¥ÔªË§Õ½×°		10195	ITEM_BASE	1005	1	2000000000	SUM	
292	20292	²ÔÓ¥ÔªË§Ê×ÊÎ		10196	ITEM_BASE	1005	1	2000000000	SUM	
293	20293	Í¨ÌìÎäÆ÷		10197	ITEM_BASE	1005	1	2000000000	SUM	
294	20294	Í¨ÌìÊ×ÊÎ		10198	ITEM_BASE	1005	1	2000000000	SUM	
295	20295	°ËØÔÎäÆ÷_ÁéÆø1-80	40091	10199	ITEM_BASE	1005	1	2000000000	SUM	
296	20296	°ËØÔÎäÆ÷_ÁéÆø81-100	40092	10199	ITEM_BASE	1005	1	2000000000	SUM	
297	20297	°ËØÔÎäÆ÷_ÁéÆø101-110	40093	10199	ITEM_BASE	1005	1	2000000000	SUM	
298	20298	°ËØÔÎäÆ÷_ÁéÆø111-118	40094	10199	ITEM_BASE	1005	1	2000000000	SUM	
299	20299	°ËØÔÎäÆ÷_ÁéÆø119-120	40095	10199	ITEM_BASE	1005	1	2000000000	SUM	
300	20300	°ËØÔÍ·_ÁéÆø1-80	40091	10200	ITEM_BASE	1005	1	2000000000	SUM	
301	20301	°ËØÔÍ·_ÁéÆø81-100	40092	10200	ITEM_BASE	1005	1	2000000000	SUM	
302	20302	°ËØÔÍ·_ÁéÆø101-110	40093	10200	ITEM_BASE	1005	1	2000000000	SUM	
303	20303	°ËØÔÍ·_ÁéÆø111-118	40094	10200	ITEM_BASE	1005	1	2000000000	SUM	
304	20304	°ËØÔÍ·_ÁéÆø119-120	40095	10200	ITEM_BASE	1005	1	2000000000	SUM	
305	20305	°ËØÔÒÂ_ÁéÆø1-80	40091	10201	ITEM_BASE	1005	1	2000000000	SUM	
306	20306	°ËØÔÒÂ_ÁéÆø81-100	40092	10201	ITEM_BASE	1005	1	2000000000	SUM	
307	20307	°ËØÔÒÂ_ÁéÆø101-110	40093	10201	ITEM_BASE	1005	1	2000000000	SUM	
308	20308	°ËØÔÒÂ_ÁéÆø111-118	40094	10201	ITEM_BASE	1005	1	2000000000	SUM	
309	20309	°ËØÔÒÂ_ÁéÆø119-120	40095	10201	ITEM_BASE	1005	1	2000000000	SUM	
310	20310	°ËØÔ¿ã_ÁéÆø1-80	40091	10202	ITEM_BASE	1005	1	2000000000	SUM	
311	20311	°ËØÔ¿ã_ÁéÆø81-100	40092	10202	ITEM_BASE	1005	1	2000000000	SUM	
312	20312	°ËØÔ¿ã_ÁéÆø101-110	40093	10202	ITEM_BASE	1005	1	2000000000	SUM	
313	20313	°ËØÔ¿ã_ÁéÆø111-118	40094	10202	ITEM_BASE	1005	1	2000000000	SUM	
314	20314	°ËØÔ¿ã_ÁéÆø119-120	40095	10202	ITEM_BASE	1005	1	2000000000	SUM	
315	20315	¿ª·âµÄ7¼¶ÎäÆ÷£¨ÁéÆø0£©		10203	ITEM_BASE	1005	1	2000000000	SUM	
316	20316	Ì«ÐéÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10067	ITEM_BASE	1005	1	2000000000	SUM	
317	20317	¾ÅÌìÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10068	ITEM_BASE	1005	1	2000000000	SUM	
318	20318	²½·ÇÑÌÎäÆ÷_Ê¹ÓÃÖÐ	40087	10069	ITEM_BASE	1005	1	2000000000	SUM	
319	20319	Ô½ÑÌÎäÆ÷_Ê¹ÓÃÖÐ	40087	10070	ITEM_BASE	1005	1	2000000000	SUM	
320	20320	´óÔ½ÑÌÎäÆ÷_Ê¹ÓÃÖÐ	40087	10071	ITEM_BASE	1005	1	2000000000	SUM	
321	20321	¶«·½ÁúÖé_Ê¹ÓÃÖÐ	40087	10072	ITEM_BASE	1005	1	2000000000	SUM	
322	20322	ÇüÔ­Ö®Åå_Ê¹ÓÃÖÐ	40087	10073	ITEM_BASE	1005	1	2000000000	SUM	
323	20323	´óÁ¦ÉñÏîÁ´_Ê¹ÓÃÖÐ	40087	10074	ITEM_BASE	1005	1	2000000000	SUM	
324	20324	ÔÂÁÁÍÃÒ©°ü_Ê¹ÓÃÖÐ	40087	10075	ITEM_BASE	1005	1	2000000000	SUM	
325	20325	æÏ¶ðÔÂÎè´ø_Ê¹ÓÃÖÐ	40087	10076	ITEM_BASE	1005	1	2000000000	SUM	
326	20326	ºóôàÂäÈÕ»·_Ê¹ÓÃÖÐ	40087	10077	ITEM_BASE	1005	1	2000000000	SUM	
327	20327	è­è²Ö®ÐÇ_Ê¹ÓÃÖÐ	40087	10078	ITEM_BASE	1005	1	2000000000	SUM	
328	20328	×Ï¹âÕ½¿ø_Ê¹ÓÃÖÐ	40087	10079	ITEM_BASE	1005	1	2000000000	SUM	
329	20329	×Ï¹âÕ½ÅÛ_Ê¹ÓÃÖÐ	40087	10080	ITEM_BASE	1005	1	2000000000	SUM	
330	20330	×Ï¹âÕ½×°_Ê¹ÓÃÖÐ	40087	10081	ITEM_BASE	1005	1	2000000000	SUM	
331	20331	×Ï¹âÏÉÓñ_Ê¹ÓÃÖÐ	40087	10082	ITEM_BASE	1005	1	2000000000	SUM	
332	20332	×Ï¹âÎäÆ÷_Ê¹ÓÃÖÐ	40087	10083	ITEM_BASE	1005	1	2000000000	SUM	
333	20333	²Ø½£»Æ½ðÃ±_Ê¹ÓÃÖÐ	40087	10084	ITEM_BASE	1005	1	2000000000	SUM	
334	20334	²Ø½£»Æ½ðÒÂ_Ê¹ÓÃÖÐ	40087	10085	ITEM_BASE	1005	1	2000000000	SUM	
335	20335	²Ø½£»Æ½ð¿ã_Ê¹ÓÃÖÐ	40087	10086	ITEM_BASE	1005	1	2000000000	SUM	
336	20336	²Ø½£»Æ½ðÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10087	ITEM_BASE	1005	1	2000000000	SUM	
337	20337	ÌìÖ®²Ø½£Ã±_Ê¹ÓÃÖÐ	40087	10088	ITEM_BASE	1005	1	2000000000	SUM	
338	20338	ÌìÖ®²Ø½£ÒÂ_Ê¹ÓÃÖÐ	40087	10089	ITEM_BASE	1005	1	2000000000	SUM	
339	20339	ÌìÖ®²Ø½£¿ã_Ê¹ÓÃÖÐ	40087	10090	ITEM_BASE	1005	1	2000000000	SUM	
340	20340	ÌìÖ®²Ø½£Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10091	ITEM_BASE	1005	1	2000000000	SUM	
341	20341	×ÏÐùÎäÆ÷_Ê¹ÓÃÖÐ	40087	10092	ITEM_BASE	1005	1	2000000000	SUM	
342	20342	×Ï¹âÑ×µÛ¿ø_Ê¹ÓÃÖÐ	40087	10093	ITEM_BASE	1005	1	2000000000	SUM	
343	20343	×Ï¹âÑ×µÛ¼×_Ê¹ÓÃÖÐ	40087	10094	ITEM_BASE	1005	1	2000000000	SUM	
344	20344	×Ï¹âÑ×µÛ×°_Ê¹ÓÃÖÐ	40087	10095	ITEM_BASE	1005	1	2000000000	SUM	
345	20345	×Ï¹âÐùÔ¯Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10096	ITEM_BASE	1005	1	2000000000	SUM	
346	20346	Ê¦ÃÅ4Ì×ÎäÆ÷_Ê¹ÓÃÖÐ	40087	10097	ITEM_BASE	1005	1	2000000000	SUM	
347	20347	Ê¦ÃÅ4Ì×Í·_Ê¹ÓÃÖÐ	40087	10098	ITEM_BASE	1005	1	2000000000	SUM	
348	20348	Ê¦ÃÅ4Ì×ÒÂ_Ê¹ÓÃÖÐ	40087	10099	ITEM_BASE	1005	1	2000000000	SUM	
349	20349	Ê¦ÃÅ4Ì×¿ã_Ê¹ÓÃÖÐ	40087	10100	ITEM_BASE	1005	1	2000000000	SUM	
350	20350	Ê¦ÃÅ4Ì×Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10101	ITEM_BASE	1005	1	2000000000	SUM	
351	20351	Ê¦ÃÅ5Ì×ÎäÆ÷_Ê¹ÓÃÖÐ	40087	10102	ITEM_BASE	1005	1	2000000000	SUM	
352	20352	Ê¦ÃÅ5Ì×Í·_Ê¹ÓÃÖÐ	40087	10103	ITEM_BASE	1005	1	2000000000	SUM	
353	20353	Ê¦ÃÅ5Ì×ÒÂ_Ê¹ÓÃÖÐ	40087	10104	ITEM_BASE	1005	1	2000000000	SUM	
354	20354	Ê¦ÃÅ5Ì×¿ã_Ê¹ÓÃÖÐ	40087	10105	ITEM_BASE	1005	1	2000000000	SUM	
355	20355	Ê¦ÃÅ5Ì×Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10106	ITEM_BASE	1005	1	2000000000	SUM	
356	20356	Ñ×µÛ¿ø_Ê¹ÓÃÖÐ	40087	10107	ITEM_BASE	1005	1	2000000000	SUM	
357	20357	Ñ×µÛ¼×_Ê¹ÓÃÖÐ	40087	10108	ITEM_BASE	1005	1	2000000000	SUM	
358	20358	Ñ×µÛ×°_Ê¹ÓÃÖÐ	40087	10109	ITEM_BASE	1005	1	2000000000	SUM	
359	20359	ÐùÔ¯Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10110	ITEM_BASE	1005	1	2000000000	SUM	
360	20360	ÐùÔ¯ÎäÆ÷_Ê¹ÓÃÖÐ	40087	10111	ITEM_BASE	1005	1	2000000000	SUM	
361	20361	ÌìÖ®Ñ×µÛ¿ø_Ê¹ÓÃÖÐ	40087	10112	ITEM_BASE	1005	1	2000000000	SUM	
362	20362	ÌìÖ®Ñ×µÛ¼×_Ê¹ÓÃÖÐ	40087	10113	ITEM_BASE	1005	1	2000000000	SUM	
363	20363	ÌìÖ®Ñ×µÛ×°_Ê¹ÓÃÖÐ	40087	10114	ITEM_BASE	1005	1	2000000000	SUM	
364	20364	°×½ðÑ×µÛ¿ø_Ê¹ÓÃÖÐ	40087	10115	ITEM_BASE	1005	1	2000000000	SUM	
365	20365	°×½ðÑ×µÛ¼×_Ê¹ÓÃÖÐ	40087	10116	ITEM_BASE	1005	1	2000000000	SUM	
366	20366	°×½ðÑ×µÛ×°_Ê¹ÓÃÖÐ	40087	10117	ITEM_BASE	1005	1	2000000000	SUM	
367	20367	ÐÇ¿ÌÎäÆ÷_Ê¹ÓÃÖÐ	40087	10118	ITEM_BASE	1005	1	2000000000	SUM	
368	20368	ÐÇ¿ÌÍ·_Ê¹ÓÃÖÐ	40087	10119	ITEM_BASE	1005	1	2000000000	SUM	
369	20369	ÐÇ¿ÌÒÂ_Ê¹ÓÃÖÐ	40087	10120	ITEM_BASE	1005	1	2000000000	SUM	
370	20370	ÐÇ¿Ì¿ã_Ê¹ÓÃÖÐ	40087	10121	ITEM_BASE	1005	1	2000000000	SUM	
371	20371	ÐÇ¿ÌÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10122	ITEM_BASE	1005	1	2000000000	SUM	
372	20372	ÌìÒÇÎäÆ÷_Ê¹ÓÃÖÐ	40087	10123	ITEM_BASE	1005	1	2000000000	SUM	
373	20373	ÌìÒÇÍ·_Ê¹ÓÃÖÐ	40087	10124	ITEM_BASE	1005	1	2000000000	SUM	
374	20374	ÌìÒÇÒÂ_Ê¹ÓÃÖÐ	40087	10125	ITEM_BASE	1005	1	2000000000	SUM	
375	20375	ÌìÒÇ¿ã_Ê¹ÓÃÖÐ	40087	10126	ITEM_BASE	1005	1	2000000000	SUM	
376	20376	ÌìÒÇÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10127	ITEM_BASE	1005	1	2000000000	SUM	
377	20377	¾ÅÖÝÎäÆ÷_Ê¹ÓÃÖÐ	40087	10128	ITEM_BASE	1005	1	2000000000	SUM	
378	20378	¾ÅÖÝÍ·_Ê¹ÓÃÖÐ	40087	10129	ITEM_BASE	1005	1	2000000000	SUM	
379	20379	¾ÅÖÝÒÂ_Ê¹ÓÃÖÐ	40087	10130	ITEM_BASE	1005	1	2000000000	SUM	
380	20380	¾ÅÖÝ¿ã_Ê¹ÓÃÖÐ	40087	10131	ITEM_BASE	1005	1	2000000000	SUM	
381	20381	¾ÅÖÝÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10132	ITEM_BASE	1005	1	2000000000	SUM	
382	20382	ð©ÔÂÎäÆ÷_Ê¹ÓÃÖÐ	40087	10133	ITEM_BASE	1005	1	2000000000	SUM	
383	20383	ð©ÔÂÃ±_Ê¹ÓÃÖÐ	40087	10134	ITEM_BASE	1005	1	2000000000	SUM	
384	20384	ð©ÔÂÅÛ_Ê¹ÓÃÖÐ	40087	10135	ITEM_BASE	1005	1	2000000000	SUM	
385	20385	ð©ÔÂ×°_Ê¹ÓÃÖÐ	40087	10136	ITEM_BASE	1005	1	2000000000	SUM	
386	20386	ð©ÔÂÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10137	ITEM_BASE	1005	1	2000000000	SUM	
387	20387	Ò«ÑôÎäÆ÷_Ê¹ÓÃÖÐ	40087	10138	ITEM_BASE	1005	1	2000000000	SUM	
388	20388	Ò«ÑôÖ®¶ÉÄÑ×ðÕßÃ±_Ê¹ÓÃÖÐ	40087	10139	ITEM_BASE	1005	1	2000000000	SUM	
389	20389	Ò«ÑôÖ®¶ÉÄÑ×ðÕßÅÛ_Ê¹ÓÃÖÐ	40087	10140	ITEM_BASE	1005	1	2000000000	SUM	
390	20390	Ò«ÑôÖ®¶ÉÄÑ×ðÕß×°_Ê¹ÓÃÖÐ	40087	10141	ITEM_BASE	1005	1	2000000000	SUM	
391	20391	Ò«ÑôÊ×ÊÎ1¼¶_Ê¹ÓÃÖÐ	40087	10142	ITEM_BASE	1005	1	2000000000	SUM	
392	20392	Ò«ÑôÊ×ÊÎ2¼¶_Ê¹ÓÃÖÐ	40087	10143	ITEM_BASE	1005	1	2000000000	SUM	
393	20393	Ò«ÑôÊ×ÊÎ3¼¶_Ê¹ÓÃÖÐ	40087	10144	ITEM_BASE	1005	1	2000000000	SUM	
394	20394	»Ô»ÍÈÙÒ«1¼¶_Ê¹ÓÃÖÐ	40087	10145	ITEM_BASE	1005	1	2000000000	SUM	
395	20395	»Ô»ÍÈÙÒ«2¼¶_Ê¹ÓÃÖÐ	40087	10146	ITEM_BASE	1005	1	2000000000	SUM	
396	20396	»Ô»ÍÈÙÒ«3¼¶_Ê¹ÓÃÖÐ	40087	10147	ITEM_BASE	1005	1	2000000000	SUM	
397	20397	»Ô»ÍÈÙÒ«4¼¶_Ê¹ÓÃÖÐ	40087	10148	ITEM_BASE	1005	1	2000000000	SUM	
398	20398	ÎäÁÖ°ÔÖ÷Í·_Ê¹ÓÃÖÐ	40087	10149	ITEM_BASE	1005	1	2000000000	SUM	
399	20399	ÎäÁÖ°ÔÖ÷ÒÂ_Ê¹ÓÃÖÐ	40087	10150	ITEM_BASE	1005	1	2000000000	SUM	
400	20400	ÎäÁÖ°ÔÖ÷×°_Ê¹ÓÃÖÐ	40087	10151	ITEM_BASE	1005	1	2000000000	SUM	
401	20401	ÌìµØÈÕÔÂÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10152	ITEM_BASE	1005	1	2000000000	SUM	
402	20402	¶¼Í³Õ½¿ø_Ê¹ÓÃÖÐ	40087	10153	ITEM_BASE	1005	1	2000000000	SUM	
403	20403	¶¼Í³Õ½ÅÛ_Ê¹ÓÃÖÐ	40087	10154	ITEM_BASE	1005	1	2000000000	SUM	
404	20404	¶¼Í³Õ½×°_Ê¹ÓÃÖÐ	40087	10155	ITEM_BASE	1005	1	2000000000	SUM	
405	20405	ÏÈ·æÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10156	ITEM_BASE	1005	1	2000000000	SUM	
406	20406	ËÄÁé²ÔÓ¥¶¼Í³Õ½¿ø_Ê¹ÓÃÖÐ	40087	10157	ITEM_BASE	1005	1	2000000000	SUM	
407	20407	ËÄÁé²ÔÓ¥¶¼Í³Õ½ÅÛ_Ê¹ÓÃÖÐ	40087	10158	ITEM_BASE	1005	1	2000000000	SUM	
408	20408	ËÄÁé²ÔÓ¥¶¼Í³Õ½×°_Ê¹ÓÃÖÐ	40087	10159	ITEM_BASE	1005	1	2000000000	SUM	
409	20409	ËÄÁé²ÔÓ¥ÏÈ·æÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10160	ITEM_BASE	1005	1	2000000000	SUM	
410	20410	½«¾üÕ½¿ø_Ê¹ÓÃÖÐ	40087	10161	ITEM_BASE	1005	1	2000000000	SUM	
411	20411	½«¾üÕ½ÅÛ_Ê¹ÓÃÖÐ	40087	10162	ITEM_BASE	1005	1	2000000000	SUM	
412	20412	½«¾üÕ½×°_Ê¹ÓÃÖÐ	40087	10163	ITEM_BASE	1005	1	2000000000	SUM	
413	20413	½«¾üÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10164	ITEM_BASE	1005	1	2000000000	SUM	
414	20414	ÌìÖ®½«¾üÕ½¿ø_Ê¹ÓÃÖÐ	40087	10165	ITEM_BASE	1005	1	2000000000	SUM	
415	20415	ÌìÖ®½«¾üÕ½ÅÛ_Ê¹ÓÃÖÐ	40087	10166	ITEM_BASE	1005	1	2000000000	SUM	
416	20416	ÌìÖ®½«¾üÕ½×°_Ê¹ÓÃÖÐ	40087	10167	ITEM_BASE	1005	1	2000000000	SUM	
417	20417	ÌìÖ®½«¾üÁîÅÆ_Ê¹ÓÃÖÐ	40087	10168	ITEM_BASE	1005	1	2000000000	SUM	
418	20418	ÌìÖ®´ó½«¾üÕ½¿ø_Ê¹ÓÃÖÐ	40087	10169	ITEM_BASE	1005	1	2000000000	SUM	
419	20419	ÌìÖ®´ó½«¾üÕ½ÅÛ_Ê¹ÓÃÖÐ	40087	10170	ITEM_BASE	1005	1	2000000000	SUM	
420	20420	ÌìÖ®´ó½«¾üÕ½×°_Ê¹ÓÃÖÐ	40087	10171	ITEM_BASE	1005	1	2000000000	SUM	
421	20421	ÌìÖ®´ó½«¾üÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10172	ITEM_BASE	1005	1	2000000000	SUM	
422	20422	²ÔÓ¥½«¾üÕ½¿ø_Ê¹ÓÃÖÐ	40087	10173	ITEM_BASE	1005	1	2000000000	SUM	
423	20423	²ÔÓ¥½«¾üÕ½ÅÛ_Ê¹ÓÃÖÐ	40087	10174	ITEM_BASE	1005	1	2000000000	SUM	
424	20424	²ÔÓ¥½«¾üÕ½×°_Ê¹ÓÃÖÐ	40087	10175	ITEM_BASE	1005	1	2000000000	SUM	
425	20425	²ÔÓ¥½«¾üÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10176	ITEM_BASE	1005	1	2000000000	SUM	
426	20426	ÔªË§Õ½¿ø_Ê¹ÓÃÖÐ	40087	10177	ITEM_BASE	1005	1	2000000000	SUM	
427	20427	ÔªË§Õ½ÅÛ_Ê¹ÓÃÖÐ	40087	10178	ITEM_BASE	1005	1	2000000000	SUM	
428	20428	ÔªË§Õ½×°_Ê¹ÓÃÖÐ	40087	10179	ITEM_BASE	1005	1	2000000000	SUM	
429	20429	ÔªË§Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10180	ITEM_BASE	1005	1	2000000000	SUM	
430	20430	´óÔªË§Õ½¿ø_Ê¹ÓÃÖÐ	40087	10181	ITEM_BASE	1005	1	2000000000	SUM	
431	20431	´óÔªË§Õ½¼×_Ê¹ÓÃÖÐ	40087	10182	ITEM_BASE	1005	1	2000000000	SUM	
432	20432	´óÔªË§Õ½×°_Ê¹ÓÃÖÐ	40087	10183	ITEM_BASE	1005	1	2000000000	SUM	
433	20433	´óÔªË§Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10184	ITEM_BASE	1005	1	2000000000	SUM	
434	20434	ÌìÖ®ÔªË§Õ½¿ø_Ê¹ÓÃÖÐ	40087	10185	ITEM_BASE	1005	1	2000000000	SUM	
435	20435	ÌìÖ®ÔªË§Õ½ÅÛ_Ê¹ÓÃÖÐ	40087	10186	ITEM_BASE	1005	1	2000000000	SUM	
436	20436	ÌìÖ®ÔªË§Õ½×°_Ê¹ÓÃÖÐ	40087	10187	ITEM_BASE	1005	1	2000000000	SUM	
437	20437	ÌìÖ®ÔªË§Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10188	ITEM_BASE	1005	1	2000000000	SUM	
438	20438	ÌìÖ®´óÔªË§Õ½¿ø_Ê¹ÓÃÖÐ	40087	10189	ITEM_BASE	1005	1	2000000000	SUM	
439	20439	ÌìÖ®´óÔªË§Õ½¼×_Ê¹ÓÃÖÐ	40087	10190	ITEM_BASE	1005	1	2000000000	SUM	
440	20440	ÌìÖ®´óÔªË§Õ½×°_Ê¹ÓÃÖÐ	40087	10191	ITEM_BASE	1005	1	2000000000	SUM	
441	20441	ÌìÖ®´óÔªË§Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10192	ITEM_BASE	1005	1	2000000000	SUM	
442	20442	²ÔÓ¥ÔªË§Õ½¿ø_Ê¹ÓÃÖÐ	40087	10193	ITEM_BASE	1005	1	2000000000	SUM	
443	20443	²ÔÓ¥ÔªË§Õ½ÅÛ_Ê¹ÓÃÖÐ	40087	10194	ITEM_BASE	1005	1	2000000000	SUM	
444	20444	²ÔÓ¥ÔªË§Õ½×°_Ê¹ÓÃÖÐ	40087	10195	ITEM_BASE	1005	1	2000000000	SUM	
445	20445	²ÔÓ¥ÔªË§Ê×ÊÎ_Ê¹ÓÃÖÐ	40087	10196	ITEM_BASE	1005	1	2000000000	SUM	
446	20446	Í¨ÌìÎäÆ÷_Ê¹ÓÃÖÐ	40087	10197	ITEM_BASE	1005	1	2000000000	SUM	
447	20447	Í¨ÌìÊ×ÊÎ_Ê¹ÓÃÖÐ	40087	10198	ITEM_BASE	1005	1	2000000000	SUM	
448	20448	°ËØÔÎäÆ÷_ÁéÆø1-80_Ê¹ÓÃÖÐ	40087&40091	10199	ITEM_BASE	1005	1	2000000000	SUM	
