Prize_ID	Type	Value_1	Value_2	Value_3	Value_4	Value_5	Value_6	Remark
30709	Exp	28000000						
30710	Exp	30100000						
30711	Exp	32200000						
30712	Exp	34300000						
30713	Exp	36400000						
30714	Exp	38500000						
30715	Exp	40600000						
30716	Exp	42700000						
30717	Exp	44800000						
30718	Exp	46900000						
30719	Exp	49000000						
30720	Exp	51100000						
30721	Exp	53200000						
30722	Exp	55300000						
30723	Exp	57400000						
30724	Exp	59500000						
30725	Exp	61600000						
30726	Exp	63700000						
30727	Exp	65800000						
30728	Exp	67900000						
30729	Exp	70000000						
30730	Exp	72100000						
30731	Exp	74200000						
30732	Exp	76300000						
30733	Exp	78400000						
30734	Trigger	0						Con Rèi Thñ TrËn
30735	Trigger	0	1433					C¸c C¸ch C­¬ng
30736	Trigger	0	1434					Ng­êi thÇn bÝ
30737	Trigger	0	1435					Hæ Y Nh©n
30738	Item	2,1,31242,1	Ma Vùc BÝ Lôc					
30739	Item	2,1,31244,5	M¶nh C¬ Quan MÆc Gia					
30740	Trigger	0	1436					Thiªn ¢m Gi¸o Ma Vùc Sø
30741	Trigger	0	1437					Thiªn ¢m Gi¸o §å träng th­¬ng
30742	Item	2,1,31246,1	Sæ Tay Cù Tö					
30743	Item	2,1,31244,5	M¶nh C¬ Quan MÆc Gia					
30744	Item	2,1,31244,25	M¶nh C¬ Quan MÆc Gia					
30745	Trigger	0	1438					Thiªn ¢m Gi¸o Ma Vùc Sø
30746	Trigger	0	1439					Thiªn ¢m Gi¸o §å träng th­¬ng
30747	Trigger	0	1440					NhuËn H¹
30748	Trigger	0	1441					Viªm Th­îng
30749	Trigger	0	1442					Khóc Trùc
30750	Trigger	0	1443					Tßng c¸ch
30751	Trigger	0	1444					Gi¸ S¾c
30752	Tv	3491	1	1				
30753	Tv	3492	1	1				
30754	Tv	3493	1	1				
30755	Tv	3494	1	1				
30756	Tv	3495	1	1				
30757	Tv	3496	1	1				
30758	Tv	3497	1	1				
30759	Item	2,1,31239,1	Linh Ph¸ch §¬n					
30760	Item	2,1,31239,2	Linh Ph¸ch §¬n					
30761	Item	2,1,31260,1	Håi Méng §¬n					
30762	Exp	100000						
30763	Exp	1000000						
30764	Item	2,1,31279,1	B¶n Th¶o Xoa §Çu Ph­îng					
30765	Item	2,1,31286,1	Quµ VÊn T×nh Trang					
30766	Item	2,1,31280,1	B¶n Th¶o ThÊt L¹c 1					
30767	Item	2,1,31281,1	B¶n Th¶o ThÊt L¹c 2					
30768	Item	2,1,31282,1	B¶n Th¶o ThÊt L¹c 3					
30769	Item	2,1,31283,1	B¶n Th¶o ThÊt L¹c 4					
30770	Item	2,1,31284,1	B¶n Th¶o ThÊt L¹c 5					
30771	Item	2,1,31285,1	B¶n Th¶o ThÊt L¹c 6					
30770	Item	2,1,31284,1	B¶n Th¶o ThÊt L¹c 5					
30771	Item	2,1,31285,1	B¶n Th¶o ThÊt L¹c 6					
30772	Item	2,1,31292,1	B¶n Th¶o Xoa §Çu Ph­îng (Th­îng)					
30773	Item	2,1,31293,1	B¶n Th¶o Xoa §Çu Ph­îng (H¹)					
30774	Trigger	0	1445					D­¬ng Chiªu
30775	Trigger	0	1446					Tµo ThiÕu Khanh
30776	Trigger	0	1447					Th¸m Tö BiÖn Kinh
30777	Exp	10000000						
30778	Trigger	0	1448					Ng« Lçi
30779	Trigger	0	1449					§oµn Vò Tr¹ch
30780	Trigger	0	1450					M«ng NghÞ
30781	Trigger	0	1451					Nguyªn TrÜ Sinh
30782	Trigger	0	1452					T©n Chi Trî
30783	Trigger	0	1453					Gi¶i Tr©n
30784	Trigger	0	1454					Thêi BÊt Thiªn
30785	Trigger	0	1455					Phan Hæ
30786	Trigger	0	1456					Tiªu V©n Lan
30787	Trigger	0	1457					M¹nh Du B×nh
30788	Trigger	0	1458					Viªn H¹o
30789	Trigger	0	1459					YÕn L¨ng V©n
30790	Trigger	0	1460					Lª Bµng Tö
30791	Trigger	0	1461					Giang Thiªn S¬n
30792	Trigger	0	1462					Ng­u NhÞ
30793	Trigger	0	1463					Tam ThiÕu Gia
30794	Trigger	0	1464					¢n V« Phóc
30795	Trigger	0	1465					Lam Bµo Kh¸ch
30796	Trigger	0	1466					D¹ Xoa
30797	Trigger	0	1467					Phi T­íng Qu©n
30798	Item	2,1,31319,1	B¸nh §Æc ChÕ					
30799	Trigger	0	1468					Ng« Lçi
30800	Trigger	0	1469					§oµn Vò Tr¹ch
30801	Trigger	0	1470					M«ng NghÞ
30802	Trigger	0	1471					Nguyªn TrÜ Sinh
30803	Trigger	0	1472					T©n Chi Trî
30804	Trigger	0	1473					Gi¶i Tr©n
30805	Trigger	0	1474					Thêi BÊt Thiªn
30806	Trigger	0	1475					Phan Hæ
30807	Trigger	0	1476					Tiªu V©n Lan
30808	Trigger	0	1477					M¹nh Du B×nh
30809	Trigger	0	1478					Viªn H¹o
30810	Trigger	0	1479					YÕn L¨ng V©n
30811	Trigger	0	1480					Lª Bµng Tö
30812	Trigger	0	1481					Giang Thiªn S¬n
30813	Trigger	0	1482					Ng­u NhÞ
30814	Trigger	0	1483					Tam ThiÕu Gia
30815	Trigger	0	1484					¢n V« Phóc
30816	Trigger	0	1485					Lam Bµo Kh¸ch
30817	Trigger	0	1486					D¹ Xoa
30818	Trigger	0	1487					Phi T­íng Qu©n
30819	ShiMenWeiWang	1020						
30820	Trigger	0	1488					Nhai Th­îng S¬n TÆc
30821	Trigger	0	1489					NguyÖt §µn Hé Ph¸p
30822	Trigger	0	1490					L­u Vong ¸c §å
30823	Trigger	0	1491					Tinh §µn Hé Ph¸p
30824	Trigger	0	1492					Giang Hå Tiªu TiÓu
30825	Trigger	0	1493					NhËt ®µn hé ph¸p
30826	Trigger	0	1494					ThÇn §µn Hé Ph¸p
30827	Trigger	0	1495					Mao ng­u cao nguyªn
30828	Trigger	0	1496					Th­¬ng ¦ng
30829	Trigger	0	1497					Tr­êng Mao T­îng
30830	Trigger	0	1498					Hoµng Téc Ph¶n Qu©n
30831	Trigger	0	1499					ChÊt Tö T­íng LÜnh
30832	Trigger	0	1500					Tinh §µn Gi¸o Chóng
