SourceMapId	SourceMapString	TargetMapId	TargetMapString	Type	SourceScriptFile	ScrollType	NpcName_0	Position_0	NpcName_1	Position_1	NpcName_2	Position_2	NpcName_3	Position_3	SelIndexs_0	SelIndexs_1	SelIndexs_2	SelIndexs_3	SelIndexs_4	SelIndexs_5	SelIndexs_6	SelIndexs_7	SelIndexs_8	SelIndexs_9	SelIndexs_10
208	L­¬ng S¬n B¹c	215	H¾c Phong ®éng	3	\script\ÖĞÔ­Ò»Çø\ÁºÉ½²´\trap\ÁºÉ½²´toºÚ·ç¶´1.lua			1578;2853																	
208	L­¬ng S¬n B¹c	207	NhŞ Long s¬n	3	\script\ÖĞÔ­Ò»Çø\ÁºÉ½²´\trap\ÁºÉ½²´to¶şÁúÉ½.lua			1500;3307																	
208	L­¬ng S¬n B¹c	217	D· Tr­ l©m	3	\script\ÖĞÔ­Ò»Çø\ÁºÉ½²´\trap\ÁºÉ½²´toØ¤°ï.lua			1583;3306																	
209	C¸i Bang	150	D­¬ng Ch©u	2	\script\ÖĞÔ­Ò»Çø\Ø¤°ï\npc\Öª¿ÍØ¤.lua		Hång ThÊt	1521;3243							1;										
209	C¸i Bang	217	D· Tr­ l©m	3	\script\ÖĞÔ­Ò»Çø\Ø¤°ï\trap\Ø¤°ïtoÁºÉ½²´.lua			1717;3071																	
209	C¸i Bang	150	D­¬ng Ch©u	3	\script\ÖĞÔ­Ò»Çø\Ø¤°ï\trap\Ø¤°ïtoÑïÖİ.lua			1424;3290																	
209	C¸i Bang	216	T­êng V©n ®éng	3	\script\ÖĞÔ­Ò»Çø\Ø¤°ï\trap\Ø¤°ïtoÏéÔÆ¶´.lua			1485;3078																	
210	D­¬ng Trung ®éng-1	211	D­¬ng Trung ®éng-2	3	\script\ÖĞÔ­Ò»Çø\ÑôÖĞ¶´Ò»²ã\trap\ÑôÖĞ¶´Ò»²ãtoÑôÖĞ¶´¶ş²ã.lua			1282;2979																	
210	D­¬ng Trung ®éng-1	202	H¹nh Hoa th«n	3	\script\ÖĞÔ­Ò»Çø\ÑôÖĞ¶´Ò»²ã\trap\ÑôÖĞ¶´Ò»²ãtoĞÓ»¨´å.lua			1604;3191																	
211	D­¬ng Trung ®éng-2	210	D­¬ng Trung ®éng-1	3	\script\ÖĞÔ­Ò»Çø\ÑôÖĞ¶´¶ş²ã\trap\ÑôÖĞ¶´¶ş²ãtoÑôÖĞ¶´Ò»²ã.lua			1998;3164																	
211	D­¬ng Trung ®éng-2	212	D­¬ng Trung ®éng-3	3	\script\ÖĞÔ­Ò»Çø\ÑôÖĞ¶´¶ş²ã\trap\ÑôÖĞ¶´¶ş²ãtoÑôÖĞ¶´Èı²ã.lua			1499;3123																	
212	D­¬ng Trung ®éng-3	211	D­¬ng Trung ®éng-2	3	\script\ÖĞÔ­Ò»Çø\ÑôÖĞ¶´Èı²ã\trap\ÑôÖĞ¶´Èı²ãtoÑôÖĞ¶´¶ş²ã.lua			1607;3192																	
213	ThiÕu L©m mËt thÊt-1	214	ThiÕu L©m mËt thÊt-2	3	\script\ÖĞÔ­Ò»Çø\ÉÙÁÖÃÜÊÒÒ»²ã\trap\ÉÙÁÖÃÜÊÒÒ»²ãtoÉÙÁÖÃÜÊÒ¶ş²ã.lua			1427;3251																	
213	ThiÕu L©m mËt thÊt-1	204	ThiÕu L©m	3	\script\ÖĞÔ­Ò»Çø\ÉÙÁÖÃÜÊÒÒ»²ã\trap\ÉÙÁÖÃÜÊÒÒ»²ãtoÉÙÁÖ.lua			1630;3200																	
214	ThiÕu L©m mËt thÊt-2	213	ThiÕu L©m mËt thÊt-1	3	\script\ÖĞÔ­Ò»Çø\ÉÙÁÖÃÜÊÒ¶ş²ã\trap\ÉÙÁÖÃÜÊÒ¶ş²ãtoÉÙÁÖÃÜÊÒÒ»²ã.lua			1636;3194																	
215	H¾c Phong ®éng	208	L­¬ng S¬n B¹c	3	\script\ÖĞÔ­Ò»Çø\ºÚ·ç¶´\trap\ºÚ·ç¶´1toÁºÉ½²´.lua			1743;3332																	
215	H¾c Phong ®éng	208	L­¬ng S¬n B¹c	3	\script\ÖĞÔ­Ò»Çø\ºÚ·ç¶´\trap\ºÚ·ç¶´2toÁºÉ½²´.lua			1568;3241																	
216	T­êng V©n ®éng	209	C¸i Bang	3	\script\ÖĞÔ­Ò»Çø\ÏéÔÆ¶´\trap\ÏéÔÆ¶´toØ¤°ï.lua			1586;3207																	
217	D· Tr­ l©m	208	L­¬ng S¬n B¹c	3	\script\ÖĞÔ­Ò»Çø\Ò°ÖíÁÖ\trap\Ò°ÖíÁÖtoÁºÉ½²´.lua			2043;2791																	
217	D· Tr­ l©m	209	C¸i Bang	3	\script\ÖĞÔ­Ò»Çø\Ò°ÖíÁÖ\trap\Ò°ÖíÁÖtoØ¤°ï.lua			1602;3236																	
218	Linh B¶o s¬n	204	ThiÕu L©m	3	\script\ÖĞÔ­Ò»Çø\Áé±¦É½\trap\Áé±¦É½toÉÙÁÖ.lua			1902;3240																	
218	Linh B¶o s¬n	350	T­¬ng D­¬ng	3	\script\ÖĞÔ­Ò»Çø\Áé±¦É½\trap\Áé±¦É½toÏåÑô.lua			1601;3654																	
219	Thiªn Ba D­¬ng phñ	205	§«ng BiÖn Kinh	3	\script\ÖĞÔ­Ò»Çø\Ìì²¨Ñî¸®\trap\Ìì²¨Ñî¸®toãê¾©¸®¶«.lua			1103;3031																	
219	Thiªn Ba D­¬ng phñ	200	BiÖn Kinh	2	\script\ÖĞÔ­Ò»Çø\Ìì²¨Ñî¸®\npc\Ñîºé.lua		D­¬ng Hång	1634;3278							1;										
300	Thµnh §«	204	ThiÕu L©m	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							1;	1;	2;	2;	2;	2;	2;	2;	2;	2;	2;
300	Thµnh §«	312	Vâ §ang	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							2;	2;	1;	3;	3;	3;	3;	3;	3;	3;	3;
300	Thµnh §«	303	Nga My	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							3;	3;	3;	1;	4;	4;	4;	4;	4;	4;	4;
300	Thµnh §«	209	C¸i Bang	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							4;	4;	4;	4;	1;	5;	5;	5;	5;	5;	5;
300	Thµnh §«	305	§­êng M«n	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							5;	5;	5;	5;	5;	1;	6;1;	6;1;	6;1;	6;1;	6;1;
300	Thµnh §«	219	Thiªn Ba D­¬ng phñ	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							6;1;	6;1;	6;1;	6;1;	6;1;	6;1;	1;	6;2;	6;2;	6;2;	6;2;
300	Thµnh §«	407	Ngò §éc Gi¸o	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	1;	6;3;	6;3;	6;3;
300	Thµnh §«	509	C«n L«n	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	1;	6;4;	
300	Thµnh §«	404	Thóy Yªn	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5
300	Thµnh §«	152	Minh gi¸o	1	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1799;3532							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5;
300	Thµnh §«	200	BiÖn Kinh	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	1;										
300	Thµnh §«	400	§¹i Lı phñ	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	5;										
300	Thµnh §«	500	Phông T­êng phñ	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	6;										
300	Thµnh §«	100	TuyÒn Ch©u	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	2;										
300	Thµnh §«	350	T­¬ng D­¬ng	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	3;										
300	Thµnh §«	150	D­¬ng Ch©u	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	4;										
300	Thµnh §«	301	T©y Thµnh §«	3	\script\ÖĞÔ­¶şÇø\³É¶¼\trap\³É¶¼to³É¶¼¸®Î÷.lua			1631;3397																	
300	Thµnh §«	308	B¾c Thµnh §«	3	\script\ÖĞÔ­¶şÇø\³É¶¼\trap\³É¶¼to³É¶¼¸®±±.lua			1954;3380																	
300	Thµnh §«	304	Nam Thµnh §«	3	\script\ÖĞÔ­¶şÇø\³É¶¼\trap\³É¶¼to³É¶¼¸®ÄÏ.lua			1616;3740																	
301	T©y Thµnh §«	300	Thµnh §«	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®Î÷\trap\³É¶¼¸®Î÷to³É¶¼.lua			1599;3194																	
301	T©y Thµnh §«	303	Nga My	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®Î÷\trap\³É¶¼¸®Î÷to¶ëáÒÅÉ.lua			1448;3209																	
301	T©y Thµnh §«	302	Thanh Thµnh s¬n	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®Î÷\trap\³É¶¼¸®Î÷toÇà³ÇÉ½.lua			1391;2785																	
302	Thanh Thµnh s¬n	313	Thiªn S­ ®éng-1	3	\script\ÖĞÔ­¶şÇø\Çà³ÇÉ½\trap\Çà³ÇÉ½toÌìÊ¦¶´.lua			1317;2828																	
302	Thanh Thµnh s¬n	301	T©y Thµnh §«	3	\script\ÖĞÔ­¶şÇø\Çà³ÇÉ½\trap\Çà³ÇÉ½to³É¶¼¸®Î÷.lua			1594;3170																	
303	Nga My	300	Thµnh §«	2	\script\ÖĞÔ­¶şÇø\¶ëáÒ\npc\¶ëáÒ´«ËÍÈË.lua		Nghi Hßa	1592;3222							1;										
303	Nga My	301	T©y Thµnh §«	3	\script\ÖĞÔ­¶şÇø\¶ëáÒ\trap\¶ëáÒto³É¶¼¸®Î÷.lua			1887;3324																	
303	Nga My	315	B¨ng T©m ®éng_1	3	\script\ÖĞÔ­¶şÇø\¶ëáÒ\trap\¶ëáÒto±ùĞÄ¶´.lua			1820;2978																	
303	Nga My	304	Nam Thµnh §«	3	\script\ÖĞÔ­¶şÇø\¶ëáÒ\trap\¶ëáÒto³É¶¼¸®ÄÏ.lua			1630;3468																	
304	Nam Thµnh §«	303	Nga My	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®ÄÏ\trap\³É¶¼¸®ÄÏto¶ëáÒÅÉ.lua			1391;2821																	
304	Nam Thµnh §«	300	Thµnh §«	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®ÄÏ\trap\³É¶¼¸®ÄÏto³É¶¼.lua			1577;2808																	
304	Nam Thµnh §«	305	§­êng M«n	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®ÄÏ\trap\³É¶¼¸®ÄÏtoÌÆÃÅ.lua			1404;3207																	
304	Nam Thµnh §«	306	Giang T©n Th«n	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®ÄÏ\trap\³É¶¼¸®ÄÏto½­½ò´å.lua			1583;3198																	
305	§­êng M«n	300	Thµnh §«	2	\script\ÖĞÔ­¶şÇø\ÌÆÃÅ\npc\ÌÆÍñ¶ù.lua		§­êng UyÓn Nhi	1554;2893							1;										
305	§­êng M«n	304	Nam Thµnh §«	3	\script\ÖĞÔ­¶şÇø\ÌÆÃÅ\trap\ÌÆÃÅto³É¶¼¸®ÄÏ.lua			1735;3096																	
305	§­êng M«n	327	¤ M«ng Bé	3	\script\ÖĞÔ­¶şÇø\ÌÆÃÅ\trap\ÌÆÃÅtoÎÚÃÉ²¿.lua			1545;3271																	
305	§­êng M«n	317	Tróc Ty ®éng_1	3	\script\ÖĞÔ­¶şÇø\ÌÆÃÅ\trap\ÌÆÃÅtoÖñË¿¶´.lua			1439;3097																	
306	Giang T©n Th«n	319	Phong Ma ®éng-1	3	\script\ÖĞÔ­¶şÇø\½­½ò´å\trap\½­½ò´åto·âÄ§¶´.lua			1382;3182																	
306	Giang T©n Th«n	400	§¹i Lı phñ	3	\script\ÖĞÔ­¶şÇø\½­½ò´å\trap\½­½ò´åto´óÀí.lua			1362;3205																	
306	Giang T©n Th«n	307	Phong §«	3	\script\ÖĞÔ­¶şÇø\½­½ò´å\trap\½­½ò´åto·á¶¼.lua			1599;2757																	
306	Giang T©n Th«n	304	Nam Thµnh §«	3	\script\ÖĞÔ­¶şÇø\½­½ò´å\trap\½­½ò´åto³É¶¼¸®ÄÏ.lua			1328;2826																	
307	Phong §«	306	Giang T©n Th«n	3	\script\ÖĞÔ­¶şÇø\·á¶¼\trap\·á¶¼to½­½ò´å.lua			1460;3203																	
307	Phong §«	328	Quû M«n Håi Lang	3	\script\ÖĞÔ­¶şÇø\·á¶¼\trap\·á¶¼toÊ®°Ë²ãµØÓü.lua			1592;2686																	
308	B¾c Thµnh §«	309	KiÕm C¸c Thôc ®¹o	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®±±\trap\³É¶¼¸®±±to½£¸óÊñµÀ.lua			1595;2933																	
308	B¾c Thµnh §«	300	Thµnh §«	3	\script\ÖĞÔ­¶şÇø\³É¶¼¸®±±\trap\³É¶¼¸®±±to³É¶¼.lua			1390;3232																	
309	KiÕm C¸c Thôc ®¹o	321	Kim Quang ®éng	3	\script\ÖĞÔ­¶şÇø\½£¸óÊñµÀ\trap\½£¸óÊñµÀto½ğ¹â¶´.lua			1119;2926																	
309	KiÕm C¸c Thôc ®¹o	310	KiÕm M«n quan	3	\script\ÖĞÔ­¶şÇø\½£¸óÊñµÀ\trap\½£¸óÊñµÀto½£ÃÅ¹Ø.lua			1587;3192																	
309	KiÕm C¸c Thôc ®¹o	308	B¾c Thµnh §«	3	\script\ÖĞÔ­¶şÇø\½£¸óÊñµÀ\trap\½£¸óÊñµÀto³É¶¼¸®±±.lua			1086;3292																	
309	KiÕm C¸c Thôc ®¹o	501	Nam Phông T­êng	3	\script\ÖĞÔ­¶şÇø\½£¸óÊñµÀ\trap\½£¸óÊñµÀto·ïÏè¸®ÄÏ.lua			1585;2949																	
310	KiÕm M«n quan	309	KiÕm C¸c Thôc ®¹o	3	\script\ÖĞÔ­¶şÇø\½£ÃÅ¹Ø\trap\½£ÃÅ¹Øto½£¸óÊñµÀ.lua			1278;2911																	
310	KiÕm M«n quan	311	Phôc Ng­u s¬n	3	\script\ÖĞÔ­¶şÇø\½£ÃÅ¹Ø\trap\½£ÃÅ¹Øto·üÅ£É½.lua			1583;2870																	
310	KiÕm M«n quan	326	Mé TuyÕt s¬n trang	3	\script\ÖĞÔ­¶şÇø\½£ÃÅ¹Ø\trap\½£ÃÅ¹ØtoÎäµ±ÅÉ.lua			1487;3207																	
311	Phôc Ng­u s¬n	322	Long Hæ ®éng-1	3	\script\ÖĞÔ­¶şÇø\·üÅ£É½\trap\·üÅ£É½toÁú»¢¶´.lua			1542;3170																	
311	Phôc Ng­u s¬n	312	Vâ §ang	3	\script\ÖĞÔ­¶şÇø\·üÅ£É½\trap\·üÅ£É½toÎäµ±ÅÉ.lua			1411;3206																	
311	Phôc Ng­u s¬n	310	KiÕm M«n quan	3	\script\ÖĞÔ­¶şÇø\·üÅ£É½\trap\·üÅ£É½to½£ÃÅ¹Ø.lua			1342;2727																	
312	Vâ §ang	350	T­¬ng D­¬ng	2	\script\ÖĞÔ­¶şÇø\Îäµ±\npc\Îäµ±Ó­¿ÍµÀÈË.lua		M¹c Thu Phong	1746;3420							1;										
312	Vâ §ang	350	T­¬ng D­¬ng	3	\script\ÖĞÔ­¶şÇø\Îäµ±\trap\Îäµ±toÏåÑô.lua			2012;3866																	
312	Vâ §ang	311	Phôc Ng­u s¬n	3	\script\ÖĞÔ­¶şÇø\Îäµ±\trap\Îäµ±to·üÅ£É½.lua			1786;3050																	
312	Vâ §ang	326	Mé TuyÕt s¬n trang	3	\script\ÖĞÔ­¶şÇø\Îäµ±\trap\Îäµ±to½£ÃÅ¹Ø.lua			1487;3136																	
312	Vâ §ang	324	ThÊt Tinh ®éng-1	3	\script\ÖĞÔ­¶şÇø\Îäµ±\trap\Îäµ±toÆßĞÇ¶´.lua			1463;3317																	
313	Thiªn S­ ®éng-1	302	Thanh Thµnh s¬n	3	\script\ÖĞÔ­¶şÇø\ÌìÊ¦¶´Ò»²ã\trap\ÌìÊ¦¶´Ò»²ãtoÇà³ÇÉ½.lua			1403;3488																	
313	Thiªn S­ ®éng-1	314	Thiªn S­ ®éng-2	3	\script\ÖĞÔ­¶şÇø\ÌìÊ¦¶´Ò»²ã\trap\ÌìÊ¦¶´Ò»²ãtoÌìÊ¦¶´¶ş²ã.lua			1781;3157																	
314	Thiªn S­ ®éng-2	313	Thiªn S­ ®éng-1	3	\script\ÖĞÔ­¶şÇø\ÌìÊ¦¶´¶ş²ã\trap\ÌìÊ¦¶´¶ş²ãtoÌìÊ¦¶´Ò»²ã.lua			1583;3047																	
314	Thiªn S­ ®éng-2	329	Thiªn s­ bİ c¶nh	2	\script\ÖĞÔ­¶şÇø\ÌìÊ¦ÃØ¾³\npc\ÃØ¾³´«ËÍÈË.lua		§Ö tö C«n L«n thÇn bİ	1584;2856							1;										
315	B¨ng T©m ®éng_1	316	B¨ng T©m ®éng_2	3	\script\ÖĞÔ­¶şÇø\±ùĞÄ¶´Ò»²ã\trap\±ùĞÄ¶´Ò»²ãto±ùĞÄ¶´¶ş²ã.lua			1841;2838																	
315	B¨ng T©m ®éng_1	303	Nga My	3	\script\ÖĞÔ­¶şÇø\±ùĞÄ¶´Ò»²ã\trap\±ùĞÄ¶´Ò»²ãto¶ëáÒ.lua			1586;3172																	
316	B¨ng T©m ®éng_2	315	B¨ng T©m ®éng_1	3	\script\ÖĞÔ­¶şÇø\±ùĞÄ¶´¶ş²ã\trap\±ùĞÄ¶´¶ş²ãto±ùĞÄ¶´Ò»²ã.lua			1579;3439																	
317	Tróc Ty ®éng_1	305	§­êng M«n	3	\script\ÖĞÔ­¶şÇø\ÖñË¿¶´Ò»²ã\trap\ÖñË¿¶´Ò»²ãtoÌÆÃÅ.lua			1330;3141																	
317	Tróc Ty ®éng_1	318	Tróc Ty ®éng-2	3	\script\ÖĞÔ­¶şÇø\ÖñË¿¶´Ò»²ã\trap\ÖñË¿¶´Ò»²ãtoÖñË¿¶´¶ş²ã.lua			1548;2791																	
318	Tróc Ty ®éng-2	317	Tróc Ty ®éng_1	3	\script\ÖĞÔ­¶şÇø\ÖñË¿¶´¶ş²ã\trap\ÖñË¿¶´¶ş²ãtoÖñË¿¶´Ò»²ã.lua			1322;3151																	
319	Phong Ma ®éng-1	320	Phong Ma ®éng-2	3	\script\ÖĞÔ­¶şÇø\·âÄ§¶´Ò»²ã\trap\·âÄ§¶´Ò»²ãto·âÄ§¶´¶ş²ã.lua			2023;2908																	
319	Phong Ma ®éng-1	306	Giang T©n Th«n	3	\script\ÖĞÔ­¶şÇø\·âÄ§¶´Ò»²ã\trap\·âÄ§¶´Ò»²ãto½­½ò´å.lua			1599;3203																	
320	Phong Ma ®éng-2	319	Phong Ma ®éng-1	3	\script\ÖĞÔ­¶şÇø\·âÄ§¶´¶ş²ã\trap\·âÄ§¶´¶ş²ãto·âÄ§¶´Ò»²ã.lua			1598;3204																	
321	Kim Quang ®éng	309	KiÕm C¸c Thôc ®¹o	3	\script\ÖĞÔ­¶şÇø\½ğ¹â¶´\trap\½ğ¹â¶´to½£¸óÊñµÀ.lua			1617;3617																	
322	Long Hæ ®éng-1	323	Long Hæ ®éng-2	3	\script\ÖĞÔ­¶şÇø\Áú»¢¶´Ò»²ã\trap\Áú»¢¶´Ò»²ãtoÁú»¢¶´¶ş²ã.lua			1804;2982																	
322	Long Hæ ®éng-1	311	Phôc Ng­u s¬n	3	\script\ÖĞÔ­¶şÇø\Áú»¢¶´Ò»²ã\trap\Áú»¢¶´Ò»²ãto·üÅ£É½.lua			1461;3352																	
323	Long Hæ ®éng-2	322	Long Hæ ®éng-1	3	\script\ÖĞÔ­¶şÇø\Áú»¢¶´¶ş²ã\trap\Áú»¢¶´¶ş²ãtoÁú»¢¶´Ò»²ã.lua			1431;3386																	
324	ThÊt Tinh ®éng-1	325	ThÊt Tinh ®éng-2	3	\script\ÖĞÔ­¶şÇø\ÆßĞÇ¶´Ò»²ã\trap\ÆßĞÇ¶´Ò»²ãtoÆßĞÇ¶´¶ş²ã.lua			1585;3203																	
324	ThÊt Tinh ®éng-1	312	Vâ §ang	3	\script\ÖĞÔ­¶şÇø\ÆßĞÇ¶´Ò»²ã\trap\ÆßĞÇ¶´Ò»²ãtoÎäµ±.lua			2139;2870																	
325	ThÊt Tinh ®éng-2	324	ThÊt Tinh ®éng-1	3	\script\ÖĞÔ­¶şÇø\ÆßĞÇ¶´¶ş²ã\trap\ÆßĞÇ¶´¶ş²ãtoÆßĞÇ¶´Ò»²ã.lua			1602;3186																	
326	Mé TuyÕt s¬n trang	310	KiÕm M«n quan	3	\script\ÖĞÔ­¶şÇø\ÄºÑ©É½×¯\trap\ÄºÑ©É½×¯toÎäµ±.lua			1414;2847																	
326	Mé TuyÕt s¬n trang	312	Vâ §ang	3	\script\ÖĞÔ­¶şÇø\ÄºÑ©É½×¯\trap\ÄºÑ©É½×¯toÏåÑô.lua			1679;3140																	
327	¤ M«ng Bé	305	§­êng M«n	3	\script\ÖĞÔ­¶şÇø\ÎÚÃÉ²¿\trap\ÎÚÃÉ²¿toÌÆÃÅ.lua			1325;2741																	
327	¤ M«ng Bé	401	§iÓm Th­¬ng s¬n	3	\script\ÖĞÔ­¶şÇø\ÎÚÃÉ²¿\trap\ÎÚÃÉ²¿to³É¶¼¸®ÄÏ.lua			1584;3019																	
328	Quû M«n Håi Lang	307	Phong §«	3	\script\ÖĞÔ­¶şÇø\¹íÃÅ»ØÀÈ\trap\¹íÃÅto·á¶¼.lua			1615;4000																	
329	Thiªn s­ bİ c¶nh	314	Thiªn S­ ®éng-2	3	\script\ÖĞÔ­¶şÇø\ÌìÊ¦ÃØ¾³\trap\ÌìÊ¦ÃØ¾³toÌìÊ¦¶´¶ş²ã.lua			1900;3753																	
350	T­¬ng D­¬ng	200	BiÖn Kinh	2	\script\ÖĞÔ­¶şÇø\ÏåÑô\npc\ÏåÑô³µ·ò.lua		Xa phu	1326;2895	Xa phu	1348;3029	Xa phu	1521;2860			3;										
350	T­¬ng D­¬ng	300	Thµnh §«	2	\script\ÖĞÔ­¶şÇø\ÏåÑô\npc\ÏåÑô³µ·ò.lua		Xa phu	1326;2895	Xa phu	1348;3029	Xa phu	1521;2860			1;										
350	T­¬ng D­¬ng	400	§¹i Lı phñ	2	\script\ÖĞÔ­¶şÇø\ÏåÑô\npc\ÏåÑô³µ·ò.lua		Xa phu	1326;2895	Xa phu	1348;3029	Xa phu	1521;2860			5;										
350	T­¬ng D­¬ng	500	Phông T­êng phñ	2	\script\ÖĞÔ­¶şÇø\ÏåÑô\npc\ÏåÑô³µ·ò.lua		Xa phu	1326;2895	Xa phu	1348;3029	Xa phu	1521;2860			6;										
350	T­¬ng D­¬ng	100	TuyÒn Ch©u	2	\script\ÖĞÔ­¶şÇø\ÏåÑô\npc\ÏåÑô³µ·ò.lua		Xa phu	1326;2895	Xa phu	1348;3029	Xa phu	1521;2860			2;										
350	T­¬ng D­¬ng	150	D­¬ng Ch©u	2	\script\ÖĞÔ­¶şÇø\ÏåÑô\npc\ÏåÑô³µ·ò.lua		Xa phu	1326;2895	Xa phu	1348;3029	Xa phu	1521;2860			4;										
350	T­¬ng D­¬ng	406	Vò L¨ng s¬n	3	\script\ÖĞÔ­¶şÇø\ÏåÑô\trap\ÏåÑôtoÏåÑô¸®ÄÏ.lua			1332;3137																	
350	T­¬ng D­¬ng	218	Linh B¶o s¬n	3	\script\ÖĞÔ­¶şÇø\ÏåÑô\trap\ÏåÑôtoÏåÑô¸®±±.lua			1575;2798																	
350	T­¬ng D­¬ng	312	Vâ §ang	3	\script\ÖĞÔ­¶şÇø\ÏåÑô\trap\ÏåÑôtoÏåÑô¸®Î÷.lua			1312;2763																	
350	T­¬ng D­¬ng	204	ThiÕu L©m	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							1;	1;	2;	2;	2;	2;	2;	2;	2;	2;	2;
350	T­¬ng D­¬ng	312	Vâ §ang	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							2;	2;	1;	3;	3;	3;	3;	3;	3;	3;	3;
350	T­¬ng D­¬ng	303	Nga My	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							3;	3;	3;	1;	4;	4;	4;	4;	4;	4;	4;
350	T­¬ng D­¬ng	209	C¸i Bang	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							4;	4;	4;	4;	1;	5;	5;	5;	5;	5;	5;
350	T­¬ng D­¬ng	305	§­êng M«n	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							5;	5;	5;	5;	5;	1;	6;1;	6;1;	6;1;	6;1;	6;1;
350	T­¬ng D­¬ng	219	Thiªn Ba D­¬ng phñ	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							6;1;	6;1;	6;1;	6;1;	6;1;	6;1;	1;	6;2;	6;2;	6;2;	6;2;
