Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	HiÖu øng	Gi÷ l¹i b	L­u c	L­u d	L­u e	L­u f	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh (1=nam; 2=n÷)	ThÓ h×nh (1=nam tiªu chuÈn; 2=nam kh«i ng«; 3=n÷ gîi c¶m; 4=kiÒu n÷)	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi trang bŞ lªn ng­êi sÏ hiÖn tªn lo¹i h×nh	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	L­u ( Ch÷ sè)	Gi¸ trŞ
Con C¸-L­ng (§á)	0	120	133	0	0		0;133							1	2	4		\image\item\ornament\back2Óã02a1.spr	\image\item\ornament\back2Óã02a0.spr	Con c¸ ®­a Phóc, n¨m n¨m co tµi!		ThÇn bİ		1	2	1			999
Nh¸nh §µo T­¬i	0	120	134	0	0		0;134							1	1	1		\image\item\ornament\ÌÒ»¨Ö¦a1.spr	\image\item\ornament\ÌÒ»¨Ö¦a0.spr	Nh¸nh ®µo sinh t­¬i, nh­ mü nh©n sinh ®Ñp.		ThÇn bİ		1	2	1			999
Nh¸nh §µo T­¬i	0	120	135	0	0		0;135							1	1	2		\image\item\ornament\ÌÒ»¨Ö¦a1.spr	\image\item\ornament\ÌÒ»¨Ö¦a0.spr	Nh¸nh ®µo sinh t­¬i, nh­ mü nh©n sinh ®Ñp.		ThÇn bİ		1	2	1			999
Nh¸nh §µo T­¬i	0	120	136	0	0		0;136							1	2	3		\image\item\ornament\ÌÒ»¨Ö¦a1.spr	\image\item\ornament\ÌÒ»¨Ö¦a0.spr	Nh¸nh ®µo sinh t­¬i, nh­ mü nh©n sinh ®Ñp.		ThÇn bİ		1	2	1			999
Nh¸nh §µo T­¬i	0	120	137	0	0		0;137							1	2	4		\image\item\ornament\ÌÒ»¨Ö¦a1.spr	\image\item\ornament\ÌÒ»¨Ö¦a0.spr	Nh¸nh ®µo sinh t­¬i, nh­ mü nh©n sinh ®Ñp.		ThÇn bİ		1	2	1			999
HuyÕt NhiÔm S¬n Hµ	0	120	138	0	0		0;138							1	1	1		\image\item\ornament\Å£½Ç1a1.spr	\image\item\ornament\Å£½Ç1a0.spr	S­¬ng thiªn hiÓu gi¸c v¨n thanh xø, huyÕt nhiÔm s¬n hµ xİch viªm kiÕp.		ThÇn bİ		1	2	1			999
HuyÕt NhiÔm S¬n Hµ	0	120	139	0	0		0;139							1	1	2		\image\item\ornament\Å£½Ç1a1.spr	\image\item\ornament\Å£½Ç1a0.spr	S­¬ng thiªn hiÓu gi¸c v¨n thanh xø, huyÕt nhiÔm s¬n hµ xİch viªm kiÕp.		ThÇn bİ		1	2	1			999
HuyÕt NhiÔm S¬n Hµ	0	120	140	0	0		0;140							1	2	3		\image\item\ornament\Å£½Ç1a1.spr	\image\item\ornament\Å£½Ç1a0.spr	S­¬ng thiªn hiÓu gi¸c v¨n thanh xø, huyÕt nhiÔm s¬n hµ xİch viªm kiÕp.		ThÇn bİ		1	2	1			999
HuyÕt NhiÔm S¬n Hµ	0	120	141	0	0		0;141							1	2	4		\image\item\ornament\Å£½Ç1a1.spr	\image\item\ornament\Å£½Ç1a0.spr	S­¬ng thiªn hiÓu gi¸c v¨n thanh xø, huyÕt nhiÔm s¬n hµ xİch viªm kiÕp.		ThÇn bİ		1	2	1			999
X¹ Thiªn Lang	0	120	142	0	0		0;142							1	1	1		\image\item\ornament\¹­¼ı3a1.spr	\image\item\ornament\¹­¼ı3a0.spr	Héi v·n ®iªu cung nh­ m·n nguyÖt, t©y b¾c väng, x¹ thiªn lang.		ThÇn bİ		1	2	1			999
X¹ Thiªn Lang	0	120	143	0	0		0;143							1	1	2		\image\item\ornament\¹­¼ı3a1.spr	\image\item\ornament\¹­¼ı3a0.spr	Héi v·n ®iªu cung nh­ m·n nguyÖt, t©y b¾c väng, x¹ thiªn lang.		ThÇn bİ		1	2	1			999
X¹ Thiªn Lang	0	120	144	0	0		0;144							1	2	3		\image\item\ornament\¹­¼ı3a1.spr	\image\item\ornament\¹­¼ı3a0.spr	Héi v·n ®iªu cung nh­ m·n nguyÖt, t©y b¾c väng, x¹ thiªn lang.		ThÇn bİ		1	2	1			999
X¹ Thiªn Lang	0	120	145	0	0		0;145							1	2	4		\image\item\ornament\¹­¼ı3a1.spr	\image\item\ornament\¹­¼ı3a0.spr	Héi v·n ®iªu cung nh­ m·n nguyÖt, t©y b¾c väng, x¹ thiªn lang.		ThÇn bİ		1	2	1			999
ChiÕn Phong Yªn	0	120	146	0	0		0;146							1	1	1		\image\item\ornament\¹­¼ı4a1.spr	\image\item\ornament\¹­¼ı4a0.spr	B¾c väng phong yªn ®o¹n, lo¹n thÕ chiÕn c« thµnh.		ThÇn bİ		1	2	1			999
ChiÕn Phong Yªn	0	120	147	0	0		0;147							1	1	2		\image\item\ornament\¹­¼ı4a1.spr	\image\item\ornament\¹­¼ı4a0.spr	B¾c väng phong yªn ®o¹n, lo¹n thÕ chiÕn c« thµnh.		ThÇn bİ		1	2	1			999
ChiÕn Phong Yªn	0	120	148	0	0		0;148							1	2	3		\image\item\ornament\¹­¼ı4a1.spr	\image\item\ornament\¹­¼ı4a0.spr	B¾c väng phong yªn ®o¹n, lo¹n thÕ chiÕn c« thµnh.		ThÇn bİ		1	2	1			999
ChiÕn Phong Yªn	0	120	149	0	0		0;149							1	2	4		\image\item\ornament\¹­¼ı4a1.spr	\image\item\ornament\¹­¼ı4a0.spr	B¾c väng phong yªn ®o¹n, lo¹n thÕ chiÕn c« thµnh.		ThÇn bİ		1	2	1			999
H¶i NguyÖt Thanh Huy	0	120	150	0	0		0;150							1	1	1		\image\item\ornament\ÇÙ1a1.spr	\image\item\ornament\ÇÙ1a0.spr	Mét CÇm næi tiÕng trong ®êi, nghe nãi lµ cña Ph­¬ng T­ CÇm, ng­êi nµo cã tµi nhÊt trong 3 tr¨m n¨m lŞch sö Nga My. Sau khi Ph­¬ng T­ CÇm chÕt, th× kh«ng cã ng­êi nµo biÕt sö dông cÇm nµy n÷a.		ThÇn bİ		1	2	1			999
H¶i NguyÖt Thanh Huy	0	120	151	0	0		0;151							1	1	2		\image\item\ornament\ÇÙ1a1.spr	\image\item\ornament\ÇÙ1a0.spr	Mét CÇm næi tiÕng trong ®êi, nghe nãi lµ cña Ph­¬ng T­ CÇm, ng­êi nµo cã tµi nhÊt trong 3 tr¨m n¨m lŞch sö Nga My. Sau khi Ph­¬ng T­ CÇm chÕt, th× kh«ng cã ng­êi nµo biÕt sö dông cÇm nµy n÷a.		ThÇn bİ		1	2	1			999
H¶i NguyÖt Thanh Huy	0	120	152	0	0		0;152							1	2	3		\image\item\ornament\ÇÙ1a1.spr	\image\item\ornament\ÇÙ1a0.spr	Mét CÇm næi tiÕng trong ®êi, nghe nãi lµ cña Ph­¬ng T­ CÇm, ng­êi nµo cã tµi nhÊt trong 3 tr¨m n¨m lŞch sö Nga My. Sau khi Ph­¬ng T­ CÇm chÕt, th× kh«ng cã ng­êi nµo biÕt sö dông cÇm nµy n÷a.		ThÇn bİ		1	2	1			999
H¶i NguyÖt Thanh Huy	0	120	153	0	0		0;153							1	2	4		\image\item\ornament\ÇÙ1a1.spr	\image\item\ornament\ÇÙ1a0.spr	Mét CÇm næi tiÕng trong ®êi, nghe nãi lµ cña Ph­¬ng T­ CÇm, ng­êi nµo cã tµi nhÊt trong 3 tr¨m n¨m lŞch sö Nga My. Sau khi Ph­¬ng T­ CÇm chÕt, th× kh«ng cã ng­êi nµo biÕt sö dông cÇm nµy n÷a.		ThÇn bİ		1	2	1			999
Ch©u L¹c Ngäc Bµn	0	120	154	0	0		0;154							1	1	1		\image\item\ornament\ÅıÅÃ1a1.spr	\image\item\ornament\ÅıÅÃ1a0.spr	B¹ch C­ DŞ khi tiÔn kh¸ch chît nghe tiÕng ®µn t× bµ, sau s¸ng t¸c t¸c phÈm næi tiÕng T× Bµ Hµnh.		ThÇn bİ		1	2	1			999
Ch©u L¹c Ngäc Bµn	0	120	155	0	0		0;155							1	1	2		\image\item\ornament\ÅıÅÃ1a1.spr	\image\item\ornament\ÅıÅÃ1a0.spr	B¹ch C­ DŞ khi tiÔn kh¸ch chît nghe tiÕng ®µn t× bµ, sau s¸ng t¸c t¸c phÈm næi tiÕng T× Bµ Hµnh.		ThÇn bİ		1	2	1			999
Ch©u L¹c Ngäc Bµn	0	120	156	0	0		0;156							1	2	3		\image\item\ornament\ÅıÅÃ1a1.spr	\image\item\ornament\ÅıÅÃ1a0.spr	B¹ch C­ DŞ khi tiÔn kh¸ch chît nghe tiÕng ®µn t× bµ, sau s¸ng t¸c t¸c phÈm næi tiÕng T× Bµ Hµnh.		ThÇn bİ		1	2	1			999
Ch©u L¹c Ngäc Bµn	0	120	157	0	0		0;157							1	2	4		\image\item\ornament\ÅıÅÃ1a1.spr	\image\item\ornament\ÅıÅÃ1a0.spr	B¹ch C­ DŞ khi tiÔn kh¸ch chît nghe tiÕng ®µn t× bµ, sau s¸ng t¸c t¸c phÈm næi tiÕng T× Bµ Hµnh.		ThÇn bİ		1	2	1			999
§ång KiÕm Thu Thñy	0	120	158	0	0		0;158							1	1	1		\image\item\ornament\½£1a1.spr	\image\item\ornament\½£1a0.spr	Trªn KiÕm cã kh¾c ch÷"Thu Thñy Tr­êng Thiªn". T­¬ng chuyÒn t»ng kiÕm KiÕm Si DiÖp Tr­êng Thiªn yªu m¬ tiªn tö Thu Nh­îc Thñy nh­ng bŞ tù chèi, lµm kiÕm ®ång Thu Thñy ®Ó kû niÖm t×nh yªu ®ã.		ThÇn bİ		1	2	1			999
§ång KiÕm Thu Thñy	0	120	159	0	0		0;159							1	1	2		\image\item\ornament\½£1a1.spr	\image\item\ornament\½£1a0.spr	Trªn KiÕm cã kh¾c ch÷"Thu Thñy Tr­êng Thiªn". T­¬ng chuyÒn t»ng kiÕm KiÕm Si DiÖp Tr­êng Thiªn yªu m¬ tiªn tö Thu Nh­îc Thñy nh­ng bŞ tù chèi, lµm kiÕm ®ång Thu Thñy ®Ó kû niÖm t×nh yªu ®ã.		ThÇn bİ		1	2	1			999
§ång KiÕm Thu Thñy	0	120	160	0	0		0;160							1	2	3		\image\item\ornament\½£1a1.spr	\image\item\ornament\½£1a0.spr	Trªn KiÕm cã kh¾c ch÷"Thu Thñy Tr­êng Thiªn". T­¬ng chuyÒn t»ng kiÕm KiÕm Si DiÖp Tr­êng Thiªn yªu m¬ tiªn tö Thu Nh­îc Thñy nh­ng bŞ tù chèi, lµm kiÕm ®ång Thu Thñy ®Ó kû niÖm t×nh yªu ®ã.		ThÇn bİ		1	2	1			999
§ång KiÕm Thu Thñy	0	120	161	0	0		0;161							1	2	4		\image\item\ornament\½£1a1.spr	\image\item\ornament\½£1a0.spr	Trªn KiÕm cã kh¾c ch÷"Thu Thñy Tr­êng Thiªn". T­¬ng chuyÒn t»ng kiÕm KiÕm Si DiÖp Tr­êng Thiªn yªu m¬ tiªn tö Thu Nh­îc Thñy nh­ng bŞ tù chèi, lµm kiÕm ®ång Thu Thñy ®Ó kû niÖm t×nh yªu ®ã.		ThÇn bİ		1	2	1			999
Phï Sinh Cöu Th¸n	0	120	162	0	0		0;162							1	1	1		\image\item\ornament\¶şºúa1.spr	\image\item\ornament\¶şºúa0.spr	Khóc ca mang theo ai o¸n bi th­¬ng v« tËn...		ThÇn bİ		1	2	1			999
Phï Sinh Cöu Th¸n	0	120	163	0	0		0;163							1	1	2		\image\item\ornament\¶şºúa1.spr	\image\item\ornament\¶şºúa0.spr	Khóc ca mang theo ai o¸n bi th­¬ng v« tËn...		ThÇn bİ		1	2	1			999
Phï Sinh Cöu Th¸n	0	120	164	0	0		0;164							1	2	3		\image\item\ornament\¶şºúa1.spr	\image\item\ornament\¶şºúa0.spr	Khóc ca mang theo ai o¸n bi th­¬ng v« tËn...		ThÇn bİ		1	2	1			999
Phï Sinh Cöu Th¸n	0	120	165	0	0		0;165							1	2	4		\image\item\ornament\¶şºúa1.spr	\image\item\ornament\¶şºúa0.spr	Khóc ca mang theo ai o¸n bi th­¬ng v« tËn...		ThÇn bİ		1	2	1			999
Hµn Phong TuyÕt	0	120	166	0	0		0;166							1	1	1		\image\item\ornament\µÑ×Óa1.spr	\image\item\ornament\µÑ×Óa0.spr	Vèn lµ vËt thuéc vÒ Ngäc Vò C«ng Tö, sau l­u l¹c vµo chèn giang hå.		ThÇn bİ		1	2	1			999
Hµn Phong TuyÕt	0	120	167	0	0		0;167							1	1	2		\image\item\ornament\µÑ×Óa1.spr	\image\item\ornament\µÑ×Óa0.spr	Vèn lµ vËt thuéc vÒ Ngäc Vò C«ng Tö, sau l­u l¹c vµo chèn giang hå.		ThÇn bİ		1	2	1			999
Hµn Phong TuyÕt	0	120	168	0	0		0;168							1	2	3		\image\item\ornament\µÑ×Óa1.spr	\image\item\ornament\µÑ×Óa0.spr	Vèn lµ vËt thuéc vÒ Ngäc Vò C«ng Tö, sau l­u l¹c vµo chèn giang hå.		ThÇn bİ		1	2	1			999
Hµn Phong TuyÕt	0	120	169	0	0		0;169							1	2	4		\image\item\ornament\µÑ×Óa1.spr	\image\item\ornament\µÑ×Óa0.spr	Vèn lµ vËt thuéc vÒ Ngäc Vò C«ng Tö, sau l­u l¹c vµo chèn giang hå.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (§á)	0	120	170	0	0		0;170							1	1	1		\image\item\ornament\backÍŞÍŞ03a1.spr	\image\item\ornament\backÍŞÍŞ03a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (§á)	0	120	171	0	0		0;171							1	1	2		\image\item\ornament\backÍŞÍŞ03a1.spr	\image\item\ornament\backÍŞÍŞ03a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (§á)	0	120	172	0	0		0;172							1	2	3		\image\item\ornament\backÍŞÍŞ03a1.spr	\image\item\ornament\backÍŞÍŞ03a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (§á)	0	120	173	0	0		0;173							1	2	4		\image\item\ornament\backÍŞÍŞ03a1.spr	\image\item\ornament\backÍŞÍŞ03a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (Lam)	0	120	174	0	0		0;174							1	1	1		\image\item\ornament\backÍŞÍŞ04a1.spr	\image\item\ornament\backÍŞÍŞ04a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (Lam)	0	120	175	0	0		0;175							1	1	2		\image\item\ornament\backÍŞÍŞ04a1.spr	\image\item\ornament\backÍŞÍŞ04a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (Lam)	0	120	176	0	0		0;176							1	2	3		\image\item\ornament\backÍŞÍŞ04a1.spr	\image\item\ornament\backÍŞÍŞ04a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Bóp Bª H¹nh Phóc (Lam)	0	120	177	0	0		0;177							1	2	4		\image\item\ornament\backÍŞÍŞ04a1.spr	\image\item\ornament\backÍŞÍŞ04a0.spr	Nghe nãi cã thÓ ®em ®Õn Bóp Bª H¹nh Phóc, ®­îc lµm tõ b«ng, rÊt hiÕm thÊy. Vèn cã 1 cÆp, giê mét con kh«ng râ tung tİch.		ThÇn bİ		1	2	1			999
Tú Bµ	0	120	178	0	0		0;178							1	1	1		\image\item\ornament\ÅıÅÃ02ca1.spr	\image\item\ornament\ÅıÅÃ02ca0.spr	mét c¸i B× Bµ, nöa khóc t­¬ng t­.		ThÇn bİ		9	2	1			999
Tú Bµ	0	120	179	0	0		0;179							1	1	2		\image\item\ornament\ÅıÅÃ02ca1.spr	\image\item\ornament\ÅıÅÃ02ca0.spr	mét c¸i B× Bµ, nöa khóc t­¬ng t­.		ThÇn bİ		9	2	1			999
Tú Bµ	0	120	180	0	0		0;180							1	2	3		\image\item\ornament\ÅıÅÃ02ca1.spr	\image\item\ornament\ÅıÅÃ02ca0.spr	mét c¸i B× Bµ, nöa khóc t­¬ng t­.		ThÇn bİ		9	2	1			999
Tú Bµ	0	120	181	0	0		0;181							1	2	4		\image\item\ornament\ÅıÅÃ02ca1.spr	\image\item\ornament\ÅıÅÃ02ca0.spr	mét c¸i B× Bµ, nöa khóc t­¬ng t­.		ThÇn bİ		9	2	1			999
Anh Hïng KiÕm (Tİm)	0	120	182	0	0		0;182							1	1	1		\image\item\ornament\Ë«½£ca1.spr	\image\item\ornament\Ë«½£ca0.spr	¤m kiÕm ®îi chê n¬i biªn thµnh.		ThÇn bİ		9	2	1			999
Anh Hïng KiÕm (Tİm)	0	120	183	0	0		0;183							1	1	2		\image\item\ornament\Ë«½£ca1.spr	\image\item\ornament\Ë«½£ca0.spr	¤m kiÕm ®îi chê n¬i biªn thµnh.		ThÇn bİ		9	2	1			999
Anh Hïng KiÕm (Tİm)	0	120	184	0	0		0;184							1	2	3		\image\item\ornament\Ë«½£ca1.spr	\image\item\ornament\Ë«½£ca0.spr	¤m kiÕm ®îi chê n¬i biªn thµnh.		ThÇn bİ		9	2	1			999
Anh Hïng KiÕm (Tİm)	0	120	185	0	0		0;185							1	2	4		\image\item\ornament\Ë«½£ca1.spr	\image\item\ornament\Ë«½£ca0.spr	¤m kiÕm ®îi chê n¬i biªn thµnh.		ThÇn bİ		9	2	1			999
Tói H¹nh Phóc (Ho¹t ®éng)	0	120	186	0	0		0;186							1				\image\item\ornament\Ê¥µ®¹Ò¼ş1a1.spr	\image\item\ornament\Ê¥µ®¹Ò¼ş1a0.spr	Quµ ®· ph¸t hÕt nh­ng h¹nh phóc vÉn cßn ®©y.<enter><color=yellow>Chó ı èng khãi nhĞ...		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Nhá (Ho¹t ®éng)	0	120	187	0	0		0;187							1	1	1		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« nhá, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Nhá (Ho¹t ®éng)	0	120	188	0	0		0;188							1	1	2		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« nhá, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Nhá (Ho¹t ®éng)	0	120	189	0	0		0;189							1	2	3		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« nhá, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Nhá (Ho¹t ®éng)	0	120	190	0	0		0;190							1	2	4		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« nhá, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Lín (Ho¹t ®éng)	0	120	191	0	0		0;191							1	1	1		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« lín, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Lín (Ho¹t ®éng)	0	120	192	0	0		0;192							1	1	2		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« lín, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Lín (Ho¹t ®éng)	0	120	193	0	0		0;193							1	2	3		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« lín, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Hå L« Bİ TruyÒn-Lín (Ho¹t ®éng)	0	120	194	0	0		0;194							1	2	4		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	T­¬ng truyÒn KhØ MËp khi ®¾c ®¹o ®· ®Ó l¹i mét hå l« lín, ng­êi cã duyªn sÏ ®¹t ®­îc.		ThÇn bİ		1	1	1			999
Tr¸p TÇm B¶o	0	120	195	0	0		0;195							1	1	1		\image\item\ornament\back±³Ïäa1.spr	\image\item\ornament\back±³Ïäa0.spr	Muèn lµm tèt c«ng viÖc, th× cÇn trang bŞ tèt . Ng­êi t×m kho b¸u ph¶i trang bŞ ®ñ mét bé ®Ïo, xÎng, xóc, bóa, ®ôc, èc, m¸c, dïi, liÒm		ThÇn bİ		1	2	1			999
Tr¸p TÇm B¶o	0	120	196	0	0		0;196							1	1	2		\image\item\ornament\back±³Ïäa1.spr	\image\item\ornament\back±³Ïäa0.spr	Muèn lµm tèt c«ng viÖc, th× cÇn trang bŞ tèt . Ng­êi t×m kho b¸u ph¶i trang bŞ ®ñ mét bé ®Ïo, xÎng, xóc, bóa, ®ôc, èc, m¸c, dïi, liÒm		ThÇn bİ		1	2	1			999
Tr¸p TÇm B¶o	0	120	197	0	0		0;197							1	2	3		\image\item\ornament\back±³Ïäa1.spr	\image\item\ornament\back±³Ïäa0.spr	Muèn lµm tèt c«ng viÖc, th× cÇn trang bŞ tèt . Ng­êi t×m kho b¸u ph¶i trang bŞ ®ñ mét bé ®Ïo, xÎng, xóc, bóa, ®ôc, èc, m¸c, dïi, liÒm		ThÇn bİ		1	2	1			999
Tr¸p TÇm B¶o	0	120	198	0	0		0;198							1	2	4		\image\item\ornament\back±³Ïäa1.spr	\image\item\ornament\back±³Ïäa0.spr	Muèn lµm tèt c«ng viÖc, th× cÇn trang bŞ tèt . Ng­êi t×m kho b¸u ph¶i trang bŞ ®ñ mét bé ®Ïo, xÎng, xóc, bóa, ®ôc, èc, m¸c, dïi, liÒm		ThÇn bİ		1	2	1			999
LuyÕn	0	120	199	0	0		0;199							1	1	1		\image\item\ornament\µûÁµ»¨±³²¿a36.spr	\image\item\ornament\µûÁµ»¨±³²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
LuyÕn	0	120	200	0	0		0;200							1	1	2		\image\item\ornament\µûÁµ»¨±³²¿a36.spr	\image\item\ornament\µûÁµ»¨±³²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
LuyÕn	0	120	201	0	0		0;201							1	2	3		\image\item\ornament\µûÁµ»¨±³²¿a36.spr	\image\item\ornament\µûÁµ»¨±³²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
LuyÕn	0	120	202	0	0		0;202							1	2	4		\image\item\ornament\µûÁµ»¨±³²¿a36.spr	\image\item\ornament\µûÁµ»¨±³²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
§iÖp	0	119	199	0	0		105;106							1	1	1		\image\item\ornament\µûÁµ»¨¼ç²¿a36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
§iÖp	0	119	200	0	0		107;108							1	1	2		\image\item\ornament\µûÁµ»¨¼ç²¿a36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
§iÖp	0	119	201	0	0		109;110							1	2	3		\image\item\ornament\µûÁµ»¨¼ç²¿a36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
§iÖp	0	119	202	0	0		111;112							1	2	4		\image\item\ornament\µûÁµ»¨¼ç²¿a36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
Hoa	0	121	199	0	0		105;106							1	1	1		\image\item\ornament\µûÁµ»¨×ã²¿a36.spr	\image\item\ornament\µûÁµ»¨×ã²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
Hoa	0	121	200	0	0		107;108							1	1	2		\image\item\ornament\µûÁµ»¨×ã²¿a36.spr	\image\item\ornament\µûÁµ»¨×ã²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
Hoa	0	121	201	0	0		109;110							1	2	3		\image\item\ornament\µûÁµ»¨×ã²¿a36.spr	\image\item\ornament\µûÁµ»¨×ã²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
