Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	L­u ( Ch÷ sè)	Tû lÖ thµnh c«ng häc c¬ b¶n b¹n ®ång hµnh (tû lÖ phÇn 10000)	KÜ n¨ng mang theo 1	§¼ng cÊp kü n¨ng (1)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp ®é s¸ch b¹n ®ång hµnh	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u 3	L­u 4
Thæ Linh Phô ThÓ Lv6	2	150	97	2	2	1		5300	30099	6								\image\item\book\petbook11a0.spr	\image\item\book\petbook11.spr			MËt tŞch	\script\pet\pet_book.lua	6	0	1		
Ph¸ Kh«ng Tr¶m ¶nh Lv6	2	150	98	2	2	1		5300	30100	6								\image\item\book\petbook12a0.spr	\image\item\book\petbook12.spr			MËt tŞch	\script\pet\pet_book.lua	6	0	1
S¸t Th­¬ng Gia T¨ng Lv6	2	150	99	2	2	1		5300	30101	6								\image\item\book\petbook13a0.spr	\image\item\book\petbook13.spr			MËt tŞch	\script\pet\pet_book.lua	6	0	1		
Khinh Linh TÊn TËt Lv6	2	150	100	2	2	1		5300	30102	6								\image\item\book\petbook14a0.spr	\image\item\book\petbook14.spr			MËt tŞch	\script\pet\pet_book.lua	6	0	1
V« H×nh Chi Cæ Lv6	2	150	101	2	2	1		5300	30103	6								\image\item\book\petbook15a0.spr	\image\item\book\petbook15.spr			MËt tŞch	\script\pet\pet_book.lua	6	0	1		
Linh Quang ThiÓm Lv2	2	150	102	2	2	1		3300	30177	2								\image\item\book\petbook16a0.spr	\image\item\book\petbook16.spr			MËt tŞch	\script\pet\pet_book.lua	2	0	1		
Ng­ng ThÇn QuyÕt Lv2	2	150	103	2	2	1		3300	30222	2								\image\item\book\petbook17a0.spr	\image\item\book\petbook17.spr			MËt tŞch	\script\pet\pet_book.lua	2	0	1		
Kinh §µo QuyÕt Lv2	2	150	104	2	2	1		3300	30179	2								\image\item\book\petbook18a0.spr	\image\item\book\petbook18.spr			MËt tŞch	\script\pet\pet_book.lua	2	0	1		
Nguyªn Thñy B¹o Né Lv2	2	150	105	2	2	1		1300	30221	2								\image\item\book\petbook19a0.spr	\image\item\book\petbook19.spr			MËt tŞch	\script\pet\pet_book.lua	2	0	1
ThiÕt Bè Sam Lv2	2	150	106	2	2	1		1300	30181	2								\image\item\book\petbook20a0.spr	\image\item\book\petbook20.spr			MËt tŞch	\script\pet\pet_book.lua	2	0	1		
Ch©n Khİ Hé ThÓ Lv7	2	150	107	2	2	1		5300	30089	7								\image\item\book\zhenqihuti7a1.spr	\image\item\book\zhenqihuti7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
İch Thä Diªn D­¬ng Lv7	2	150	108	2	2	1		5300	30090	7								\image\item\book\yishouyannian7a1.spr	\image\item\book\yishouyannian7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1
C­êng Th©n B¸ ThÓ Lv7	2	150	109	2	2	1		3000	30091	7								\image\item\book\qiangshenbati7a1.spr	\image\item\book\qiangshenbati7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
¢m Phong Thùc Cèt Lv7	2	150	110	2	2	1		5300	30092	7								\image\item\book\yinfengshigu7a1.spr	\image\item\book\yinfengshigu7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
HuyÒn Vò V« Song Lv7	2	150	111	2	2	1		3000	30093	7								\image\item\book\xuanwuwushuang7a1.spr	\image\item\book\xuanwuwushuang7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Ngò Hµnh V« T­íng Lv7	2	150	112	2	2	1		5300	30094	7								\image\item\book\wuxingwuxiang7a1.spr	\image\item\book\wuxingwuxiang7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Kim Linh Phô ThÓ Lv7	2	150	113	2	2	1		5300	30095	7								\image\item\book\jinlingfuti7a1.spr	\image\item\book\jinlingfuti7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Méc Linh Phô ThÓ Lv7	2	150	114	2	2	1		5300	30096	7								\image\item\book\mulingfuti7a1.spr	\image\item\book\mulingfuti7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Thñy Linh Phô ThÓ Lv7	2	150	115	2	2	1		5300	30097	7								\image\item\book\shuilingfuti7a1.spr	\image\item\book\shuilingfuti7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Háa Linh Phô ThÓ Lv7	2	150	116	2	2	1		5300	30098	7								\image\item\book\huolingfuti7a1.spr	\image\item\book\huolingfuti7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Thæ Linh Phô ThÓ Lv7	2	150	117	2	2	1		5300	30099	7								\image\item\book\tulingfuti7a1.spr	\image\item\book\tulingfuti7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Ph¸ Kh«ng Tr¶m ¶nh Lv7	2	150	118	2	2	1		5300	30100	7								\image\item\book\pokongzhanying7a1.spr	\image\item\book\pokongzhanying7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
S¸t Th­¬ng Gia T¨ng Lv7	2	150	119	2	2	1		3000	30101	7								\image\item\book\shanghaijiashen7a1.spr	\image\item\book\shanghaijiashen7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Khinh Linh TÊn TËt Lv7	2	150	120	2	2	1		3000	30102	7								\image\item\book\qinglingxunji7a1.spr	\image\item\book\qinglingxunji7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
V« H×nh Chi Cæ Lv7	2	150	121	2	2	1		5300	30268	7								\image\item\book\wuxingzhigu7a1.spr	\image\item\book\wuxingzhigu7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	7	0	1		
Linh Quang ThiÓm Lv3	2	150	122	2	2	1		3000	30177	3								\image\item\book\lingguangyishan7a1.spr	\image\item\book\lingguangyishan7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	3	0	1		
Ng­ng ThÇn QuyÕt Lv3	2	150	123	2	2	1		3000	30222	3								\image\item\book\ningshenjue7a1.spr	\image\item\book\ningshenjue7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	3	0	1		
Kinh §µo QuyÕt Lv3	2	150	124	2	2	1		3000	30179	3								\image\item\book\jingtaojue7a1.spr	\image\item\book\jingtaojue7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	3	0	1		
Nguyªn Thñy B¹o Né Lv3	2	150	125	2	2	1		1300	30221	3								\image\item\book\yuanshibaonu7a1.spr	\image\item\book\yuanshibaonu7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	3	0	1		
ThiÕt Bè Sam Lv3	2	150	126	2	2	1		1300	30181	3								\image\item\book\tiebushan7a1.spr	\image\item\book\tiebushan7a0.spr	<color=yellow>MËt TŞch qu¸ cao siªu, chØ §ång Hµnh Lv8 míi cã thÓ lÜnh ngé tinh tóy trong ®ã<color>		MËt tŞch	\script\pet\pet_book.lua	3	0	1		
